Week,Year,North,South
49,2009,11.22,13.49814286
49,2010,10.67457143,14.89785714
49,2011,10.85528571,13.96371429
49,2012,11.33985714,12.78542857
49,2013,11.61071429,14.268
49,2014,11.554,14.11857143
49,2015,11.09914286,13.82714286
49,2016,9.999285714,11.76842857
49,2017,11.073,11.75014286
49,2018,11.22485714,12.31785714
49,2019,10.902,12.22528571
49,2020,10.40128571,13.84157143
49,2021,11.14814286,12.66785714
49,2022,10.57342857,13.07442857
49,2023,11.00914286,10.35428571
49,2024,10.632,11.754
49,2025,,
50,1978,13.563,11.15466667
50,1979,13.22033333,10.32566667
50,1980,13.40033333,11.642
50,1981,12.82066667,12.764
50,1982,13.179,10.899
50,1983,12.98733333,12.40266667
50,1984,12.92925,11.36525
50,1985,12.7355,12.701
50,1986,12.845,10.618
50,1987,,
50,1988,13.16857143,13.10257143
50,1989,13.28314286,10.43442857
50,1990,12.94528571,10.741
50,1991,12.62328571,11.39028571
50,1992,13.19785714,12.12142857
50,1993,12.92428571,11.90314286
50,1994,12.74585714,11.76785714
50,1995,12.71842857,11.30485714
50,1996,12.54885714,10.95528571
50,1997,12.71471429,11.90142857
50,1998,12.222,12.25928571
50,1999,12.18585714,12.70228571
50,2000,12.06457143,12.25771429
50,2001,12.15185714,11.18985714
50,2002,12.24342857,11.88985714
50,2003,12.16685714,11.86571429
50,2004,12.23185714,12.43728571
50,2005,11.63085714,12.05685714
50,2006,11.82857143,10.38685714
50,2007,11.69628571,12.74685714
50,2008,12.24757143,12.80285714
50,2009,11.64057143,12.114
50,2010,11.40114286,13.41785714
50,2011,11.56614286,13.18728571
50,2012,11.79342857,11.34942857
50,2013,11.98214286,12.859
50,2014,12.04785714,13.05071429
50,2015,11.62514286,12.21885714
50,2016,10.63728571,10.25214286
50,2017,11.77614286,10.08514286
50,2018,11.70314286,10.43071429
50,2019,11.67785714,10.45828571
50,2020,11.08414286,12.45385714
50,2021,11.49914286,11.22557143
50,2022,11.23585714,11.513
50,2023,11.82042857,8.982142857
50,2024,11.01442857,10.32914286
50,2025,,
51,1978,13.971,9.51625
51,1979,13.46475,8.182
51,1980,13.7635,9.983
51,1981,13.518,11.10775
51,1982,13.711,9.30425
51,1983,13.30675,10.89225
51,1984,13.15566667,9.745333333
51,1985,13.19966667,11.019
51,1986,13.191,9.341
51,1987,,
51,1988,13.64942857,11.75914286
51,1989,13.525,8.591
51,1990,13.384,9.186857143
51,1991,13.04585714,9.693428571
51,1992,13.42642857,10.27071429
51,1993,13.36085714,10.18
51,1994,13.14885714,10.39542857
51,1995,13.096,9.706428571
51,1996,13.07985714,8.993428571
51,1997,13.11014286,10.388
51,1998,12.75214286,10.57
51,1999,12.583,11.12857143
51,2000,12.56942857,10.48371429
51,2001,12.75171429,9.583428571
51,2002,12.78785714,10.572
51,2003,12.78985714,10.27728571
51,2004,12.60814286,10.47114286
51,2005,12.17657143,9.938857143
51,2006,12.33885714,8.742285714
51,2007,12.29357143,11.761
51,2008,12.38528571,11.48557143
51,2009,12.29457143,10.76228571
51,2010,11.94557143,11.76885714
51,2011,12.08671429,11.97542857
51,2012,12.13857143,9.735142857
51,2013,12.27228571,11.60357143
51,2014,12.42571429,11.81442857
51,2015,12.13642857,10.40371429
51,2016,11.48428571,8.417571429
51,2017,12.04057143,8.464428571
51,2018,12.09185714,8.253
51,2019,12.07671429,8.836428571
51,2020,11.88714286,10.74285714
51,2021,12.05171429,9.657571429
51,2022,11.97442857,9.392857143
51,2023,12.47157143,7.958571429
51,2024,11.54614286,8.997142857
51,2025,,
52,1978,14.38366667,7.952333333
52,1979,13.936,6.615
52,1980,13.859,8.120666667
52,1981,13.92866667,8.884
52,1982,14.024,7.797333333
52,1983,13.39566667,9.119666667
52,1984,13.3795,8.24675
52,1985,13.60475,9.209
52,1986,13.664,8.22475
52,1987,,
52,1988,13.92085714,10.07085714
52,1989,13.81985714,7.457142857
52,1990,13.53328571,8.075714286
52,1991,13.49257143,8.123285714
52,1992,13.66314286,8.432285714
52,1993,13.68942857,8.224857143
52,1994,13.63157143,9.132857143
52,1995,13.48071429,8.516
52,1996,13.52514286,7.472857143
52,1997,13.54671429,8.306428571
52,1998,13.39457143,8.771714286
52,1999,13.07128571,9.164714286
52,2000,12.895,8.880285714
52,2001,13.30714286,8.187571429
52,2002,13.15114286,8.992857143
52,2003,13.22557143,8.775285714
52,2004,12.86142857,8.434
52,2005,12.53928571,8.292857143
52,2006,12.81571429,7.521428571
52,2007,12.825,10.30385714
52,2008,12.71814286,9.889142857
52,2009,12.675,9.362857143
52,2010,12.17142857,9.690571429
52,2011,12.52728571,10.21757143
52,2012,12.65228571,8.143285714
52,2013,12.58985714,9.957
52,2014,12.84314286,10.39014286
52,2015,12.47371429,9.249714286
52,2016,11.84014286,7.098571429
52,2017,12.24714286,7.161285714
52,2018,12.32942857,6.242428571
52,2019,12.55328571,7.324571429
52,2020,12.43828571,8.786714286
52,2021,12.64542857,7.584857143
52,2022,12.35428571,7.369857143
52,2023,12.96657143,6.945857143
52,2024,12.08014286,7.841714286
52,2025,,
53,1978,14.585,7.283
53,1979,14.092,6.124
53,1980,14.1325,6.906
53,1981,14.10166667,7.682333333
53,1982,14.162,6.933333333
53,1983,13.7415,7.731
53,1984,13.789,7.171
53,1985,13.701,8.132
53,1986,13.9965,7.1675
53,1987,,
53,1988,14.14142857,8.086285714
53,1989,14.099,6.885
53,1990,13.4615,7.2765
53,1991,13.911,7.104
53,1992,13.845,6.831
53,1993,13.92116667,7.097833333
53,1994,13.94557143,7.896714286
53,1995,13.702,7.837
53,1996,13.67,6.434333333
53,1997,13.89675,6.71775
53,1998,13.685,7.3002
53,1999,13.334,7.7825
53,2000,13.17771429,7.511285714
53,2001,13.4825,7.3175
53,2002,13.45466667,7.927
53,2003,13.3595,7.6985
53,2004,12.98316667,7.342666667
53,2005,12.93842857,6.806142857
53,2006,13.072,6.838
53,2007,13.033,9.3825
53,2008,12.94625,8.44925
53,2009,13.0348,8.1292
53,2010,12.4585,7.816666667
53,2011,12.91542857,8.317
53,2012,12.9165,7.2845
53,2013,12.84233333,8.882666667
53,2014,12.9875,9.6615
53,2015,12.7444,7.7926
53,2016,12.36928571,6.015714286
53,2017,12.397,6.591
53,2018,12.595,5.543
53,2019,12.84233333,6.586
53,2020,12.606,7.0958
53,2021,13.0065,6.2935
53,2022,12.52728571,5.441142857
53,2023,13.098,6.147
53,2024,12.35533333,7.215333333
53,2025,,
