Year,Age,RelMasc,AgeText
1950,0,1070,000
1950,1,1049,001
1950,2,1043,002
1950,3,1042,003
1950,4,1044,004
1950,5,1035,005
1950,6,1031,006
1950,7,1045,007
1950,8,1035,008
1950,9,1035,009
1950,10,1038,010
1950,11,1035,011
1950,12,1018,012
1950,13,1040,013
1950,14,1012,014
1950,15,1000,015
1950,16,1006,016
1950,17,993,017
1950,18,987,018
1950,19,942,019
1950,20,1085,020
1950,21,998,021
1950,22,993,022
1950,23,990,023
1950,24,966,024
1950,25,959,025
1950,26,964,026
1950,27,971,027
1950,28,987,028
1950,29,948,029
1950,30,997,030
1950,31,944,031
1950,32,949,032
1950,33,933,033
1950,34,941,034
1950,35,928,035
1950,36,932,036
1950,37,919,037
1950,38,940,038
1950,39,904,039
1950,40,945,040
1950,41,911,041
1950,42,879,042
1950,43,861,043
1950,44,875,044
1950,45,844,045
1950,46,841,046
1950,47,822,047
1950,48,863,048
1950,49,813,049
1950,50,868,050
1950,51,818,051
1950,52,813,052
1950,53,806,053
1950,54,802,054
1950,55,792,055
1950,56,796,056
1950,57,770,057
1950,58,807,058
1950,59,712,059
1950,60,811,060
1950,61,766,061
1950,62,758,062
1950,63,730,063
1950,64,698,064
1950,65,718,065
1950,66,720,066
1950,67,683,067
1950,68,749,068
1950,69,657,069
1950,70,755,070
1950,71,692,071
1950,72,732,072
1950,73,689,073
1950,74,618,074
1950,75,647,075
1950,76,647,076
1950,77,601,077
1950,78,634,078
1950,79,533,079
1950,80,530,080
1950,81,509,081
1950,82,485,082
1950,83,469,083
1950,84,446,084
1950,85,413,085
1950,86,394,086
1950,87,380,087
1950,88,364,088
1950,89,353,089
1950,90,332,090
1950,91,316,091
1950,92,271,092
1950,93,259,093
1950,94,243,094
1950,95,259,095
1950,96,301,096
1950,97,239,097
1950,98,253,098
1950,99,266,099
1950,100,158,100
1951,0,1057,000
1951,1,1053,001
1951,2,1037,002
1951,3,1036,003
1951,4,1036,004
1951,5,1040,005
1951,6,1029,006
1951,7,1029,007
1951,8,1046,008
1951,9,1034,009
1951,10,1030,010
1951,11,1038,011
1951,12,1033,012
1951,13,1014,013
1951,14,1040,014
1951,15,1007,015
1951,16,994,016
1951,17,1003,017
1951,18,989,018
1951,19,980,019
1951,20,928,020
1951,21,1089,021
1951,22,995,022
1951,23,990,023
1951,24,985,024
1951,25,957,025
1951,26,957,026
1951,27,960,027
1951,28,970,028
1951,29,987,029
1951,30,950,030
1951,31,977,031
1951,32,942,032
1951,33,943,033
1951,34,928,034
1951,35,939,035
1951,36,924,036
1951,37,929,037
1951,38,916,038
1951,39,937,039
1951,40,902,040
1951,41,941,041
1951,42,909,042
1951,43,876,043
1951,44,857,044
1951,45,877,045
1951,46,842,046
1951,47,837,047
1951,48,818,048
1951,49,858,049
1951,50,808,050
1951,51,864,051
1951,52,815,052
1951,53,810,053
1951,54,801,054
1951,55,795,055
1951,56,785,056
1951,57,790,057
1951,58,766,058
1951,59,804,059
1951,60,707,060
1951,61,806,061
1951,62,761,062
1951,63,753,063
1951,64,722,064
1951,65,687,065
1951,66,711,066
1951,67,711,067
1951,68,673,068
1951,69,739,069
1951,70,648,070
1951,71,744,071
1951,72,679,072
1951,73,721,073
1951,74,677,074
1951,75,608,075
1951,76,632,076
1951,77,637,077
1951,78,588,078
1951,79,621,079
1951,80,528,080
1951,81,515,081
1951,82,492,082
1951,83,467,083
1951,84,445,084
1951,85,423,085
1951,86,402,086
1951,87,379,087
1951,88,356,088
1951,89,339,089
1951,90,331,090
1951,91,311,091
1951,92,289,092
1951,93,251,093
1951,94,245,094
1951,95,232,095
1951,96,225,096
1951,97,242,097
1951,98,213,098
1951,99,220,099
1951,100,168,100
1952,0,1067,000
1952,1,1049,001
1952,2,1052,002
1952,3,1036,003
1952,4,1032,004
1952,5,1032,005
1952,6,1034,006
1952,7,1023,007
1952,8,1023,008
1952,9,1036,009
1952,10,1025,010
1952,11,1019,011
1952,12,1021,012
1952,13,1023,013
1952,14,1005,014
1952,15,1030,015
1952,16,999,016
1952,17,988,017
1952,18,996,018
1952,19,985,019
1952,20,978,020
1952,21,927,021
1952,22,1075,022
1952,23,987,023
1952,24,983,024
1952,25,979,025
1952,26,954,026
1952,27,953,027
1952,28,957,028
1952,29,966,029
1952,30,983,030
1952,31,947,031
1952,32,976,032
1952,33,940,033
1952,34,940,034
1952,35,926,035
1952,36,938,036
1952,37,924,037
1952,38,928,038
1952,39,913,039
1952,40,936,040
1952,41,898,041
1952,42,940,042
1952,43,907,043
1952,44,875,044
1952,45,854,045
1952,46,872,046
1952,47,840,047
1952,48,836,048
1952,49,817,049
1952,50,857,050
1952,51,802,051
1952,52,863,052
1952,53,813,053
1952,54,807,054
1952,55,798,055
1952,56,790,056
1952,57,781,057
1952,58,787,058
1952,59,763,059
1952,60,799,060
1952,61,704,061
1952,62,803,062
1952,63,757,063
1952,64,747,064
1952,65,717,065
1952,66,682,066
1952,67,705,067
1952,68,704,068
1952,69,665,069
1952,70,729,070
1952,71,640,071
1952,72,730,072
1952,73,667,073
1952,74,706,074
1952,75,660,075
1952,76,594,076
1952,77,613,077
1952,78,615,078
1952,79,571,079
1952,80,528,080
1952,81,511,081
1952,82,496,082
1952,83,470,083
1952,84,447,084
1952,85,427,085
1952,86,402,086
1952,87,379,087
1952,88,352,088
1952,89,334,089
1952,90,330,090
1952,91,320,091
1952,92,295,092
1952,93,277,093
1952,94,239,094
1952,95,232,095
1952,96,223,096
1952,97,191,097
1952,98,189,098
1952,99,143,099
1952,100,164,100
1953,0,1068,000
1953,1,1060,001
1953,2,1046,002
1953,3,1050,003
1953,4,1035,004
1953,5,1029,005
1953,6,1029,006
1953,7,1029,007
1953,8,1017,008
1953,9,1017,009
1953,10,1026,010
1953,11,1015,011
1953,12,1008,012
1953,13,1005,013
1953,14,1013,014
1953,15,997,015
1953,16,1020,016
1953,17,991,017
1953,18,982,018
1953,19,988,019
1953,20,979,020
1953,21,976,021
1953,22,926,022
1953,23,1062,023
1953,24,980,024
1953,25,975,025
1953,26,974,026
1953,27,951,027
1953,28,950,028
1953,29,954,029
1953,30,962,030
1953,31,979,031
1953,32,944,032
1953,33,975,033
1953,34,938,034
1953,35,937,035
1953,36,925,036
1953,37,937,037
1953,38,924,038
1953,39,928,039
1953,40,911,040
1953,41,935,041
1953,42,894,042
1953,43,939,043
1953,44,905,044
1953,45,875,045
1953,46,853,046
1953,47,867,047
1953,48,838,048
1953,49,836,049
1953,50,816,050
1953,51,857,051
1953,52,796,052
1953,53,862,053
1953,54,812,054
1953,55,806,055
1953,56,795,056
1953,57,785,057
1953,58,777,058
1953,59,784,059
1953,60,759,060
1953,61,795,061
1953,62,699,062
1953,63,797,063
1953,64,753,064
1953,65,743,065
1953,66,714,066
1953,67,675,067
1953,68,698,068
1953,69,698,069
1953,70,659,070
1953,71,722,071
1953,72,630,072
1953,73,713,073
1953,74,654,074
1953,75,690,075
1953,76,642,076
1953,77,578,077
1953,78,593,078
1953,79,597,079
1953,80,523,080
1953,81,515,081
1953,82,494,082
1953,83,480,083
1953,84,451,084
1953,85,427,085
1953,86,407,086
1953,87,382,087
1953,88,355,088
1953,89,330,089
1953,90,318,090
1953,91,319,091
1953,92,309,092
1953,93,271,093
1953,94,256,094
1953,95,233,095
1953,96,245,096
1953,97,229,097
1953,98,156,098
1953,99,140,099
1953,100,144,100
1954,0,1055,000
1954,1,1058,001
1954,2,1057,002
1954,3,1043,003
1954,4,1049,004
1954,5,1033,005
1954,6,1025,006
1954,7,1025,007
1954,8,1023,008
1954,9,1011,009
1954,10,1011,010
1954,11,1017,011
1954,12,1005,012
1954,13,997,013
1954,14,989,014
1954,15,1003,015
1954,16,989,016
1954,17,1010,017
1954,18,982,018
1954,19,976,019
1954,20,981,020
1954,21,974,021
1954,22,974,022
1954,23,925,023
1954,24,1048,024
1954,25,973,025
1954,26,968,026
1954,27,968,027
1954,28,948,028
1954,29,947,029
1954,30,952,030
1954,31,959,031
1954,32,975,032
1954,33,941,033
1954,34,975,034
1954,35,937,035
1954,36,935,036
1954,37,924,037
1954,38,936,038
1954,39,924,039
1954,40,927,040
1954,41,909,041
1954,42,934,042
1954,43,890,043
1954,44,939,044
1954,45,903,045
1954,46,875,046
1954,47,852,047
1954,48,863,048
1954,49,836,049
1954,50,835,050
1954,51,816,051
1954,52,858,052
1954,53,790,053
1954,54,861,054
1954,55,811,055
1954,56,803,056
1954,57,791,057
1954,58,780,058
1954,59,774,059
1954,60,781,060
1954,61,756,061
1954,62,790,062
1954,63,695,063
1954,64,792,064
1954,65,749,065
1954,66,737,066
1954,67,708,067
1954,68,669,068
1954,69,691,069
1954,70,692,070
1954,71,654,071
1954,72,713,072
1954,73,620,073
1954,74,695,074
1954,75,641,075
1954,76,675,076
1954,77,624,077
1954,78,566,078
1954,79,579,079
1954,80,511,080
1954,81,506,081
1954,82,499,082
1954,83,474,083
1954,84,452,084
1954,85,428,085
1954,86,416,086
1954,87,394,087
1954,88,359,088
1954,89,324,089
1954,90,302,090
1954,91,298,091
1954,92,295,092
1954,93,282,093
1954,94,240,094
1954,95,238,095
1954,96,229,096
1954,97,238,097
1954,98,235,098
1954,99,180,099
1954,100,130,100
1955,0,1059,000
1955,1,1046,001
1955,2,1055,002
1955,3,1055,003
1955,4,1041,004
1955,5,1048,005
1955,6,1032,006
1955,7,1022,007
1955,8,1022,008
1955,9,1017,009
1955,10,1006,010
1955,11,1004,011
1955,12,1007,012
1955,13,996,013
1955,14,986,014
1955,15,973,015
1955,16,992,016
1955,17,980,017
1955,18,999,018
1955,19,974,019
1955,20,969,020
1955,21,973,021
1955,22,968,022
1955,23,972,023
1955,24,924,024
1955,25,1034,025
1955,26,965,026
1955,27,960,027
1955,28,962,028
1955,29,944,029
1955,30,943,030
1955,31,949,031
1955,32,955,032
1955,33,971,033
1955,34,937,034
1955,35,974,035
1955,36,935,036
1955,37,932,037
1955,38,923,038
1955,39,935,039
1955,40,924,040
1955,41,926,041
1955,42,906,042
1955,43,932,043
1955,44,886,044
1955,45,938,045
1955,46,901,046
1955,47,874,047
1955,48,850,048
1955,49,858,049
1955,50,834,050
1955,51,834,051
1955,52,815,052
1955,53,858,053
1955,54,783,054
1955,55,860,055
1955,56,809,056
1955,57,799,057
1955,58,787,058
1955,59,775,059
1955,60,771,060
1955,61,779,061
1955,62,751,062
1955,63,785,063
1955,64,689,064
1955,65,787,065
1955,66,746,066
1955,67,732,067
1955,68,704,068
1955,69,662,069
1955,70,683,070
1955,71,686,071
1955,72,645,072
1955,73,700,073
1955,74,608,074
1955,75,679,075
1955,76,628,076
1955,77,656,077
1955,78,601,078
1955,79,547,079
1955,80,530,080
1955,81,493,081
1955,82,484,082
1955,83,475,083
1955,84,450,084
1955,85,433,085
1955,86,413,086
1955,87,392,087
1955,88,368,088
1955,89,341,089
1955,90,313,090
1955,91,289,091
1955,92,280,092
1955,93,271,093
1955,94,251,094
1955,95,207,095
1955,96,218,096
1955,97,221,097
1955,98,203,098
1955,99,156,099
1955,100,110,100
1956,0,1050,000
1956,1,1052,001
1956,2,1044,002
1956,3,1053,003
1956,4,1053,004
1956,5,1039,005
1956,6,1047,006
1956,7,1031,007
1956,8,1018,008
1956,9,1019,009
1956,10,1012,010
1956,11,1000,011
1956,12,998,012
1956,13,997,013
1956,14,985,014
1956,15,975,015
1956,16,956,016
1956,17,981,017
1956,18,971,018
1956,19,988,019
1956,20,965,020
1956,21,962,021
1956,22,965,022
1956,23,963,023
1956,24,970,024
1956,25,923,025
1956,26,1019,026
1956,27,957,027
1956,28,952,028
1956,29,956,029
1956,30,940,030
1956,31,940,031
1956,32,946,032
1956,33,951,033
1956,34,967,034
1956,35,934,035
1956,36,973,036
1956,37,932,037
1956,38,928,038
1956,39,921,039
1956,40,933,040
1956,41,923,041
1956,42,925,042
1956,43,902,043
1956,44,930,044
1956,45,881,045
1956,46,936,046
1956,47,898,047
1956,48,873,048
1956,49,848,049
1956,50,853,050
1956,51,832,051
1956,52,833,052
1956,53,813,053
1956,54,857,054
1956,55,775,055
1956,56,857,056
1956,57,807,057
1956,58,796,058
1956,59,782,059
1956,60,769,060
1956,61,766,061
1956,62,774,062
1956,63,745,063
1956,64,778,064
1956,65,683,065
1956,66,782,066
1956,67,740,067
1956,68,724,068
1956,69,698,069
1956,70,655,070
1956,71,675,071
1956,72,677,072
1956,73,635,073
1956,74,688,074
1956,75,596,075
1956,76,665,076
1956,77,612,077
1956,78,633,078
1956,79,578,079
1956,80,540,080
1956,81,513,081
1956,82,474,082
1956,83,466,083
1956,84,452,084
1956,85,428,085
1956,86,413,086
1956,87,391,087
1956,88,368,088
1956,89,343,089
1956,90,325,090
1956,91,297,091
1956,92,272,092
1956,93,265,093
1956,94,245,094
1956,95,227,095
1956,96,196,096
1956,97,229,097
1956,98,261,098
1956,99,246,099
1956,100,130,100
1957,0,1043,000
1957,1,1044,001
1957,2,1048,002
1957,3,1041,003
1957,4,1051,004
1957,5,1051,005
1957,6,1037,006
1957,7,1046,007
1957,8,1030,008
1957,9,1014,009
1957,10,1015,010
1957,11,1006,011
1957,12,994,012
1957,13,992,013
1957,14,987,014
1957,15,975,015
1957,16,964,016
1957,17,940,017
1957,18,970,018
1957,19,962,019
1957,20,976,020
1957,21,956,021
1957,22,955,022
1957,23,956,023
1957,24,956,024
1957,25,968,025
1957,26,921,026
1957,27,1004,027
1957,28,949,028
1957,29,944,029
1957,30,949,030
1957,31,937,031
1957,32,936,032
1957,33,943,033
1957,34,947,034
1957,35,963,035
1957,36,930,036
1957,37,972,037
1957,38,930,038
1957,39,925,039
1957,40,919,040
1957,41,932,041
1957,42,922,042
1957,43,923,043
1957,44,898,044
1957,45,928,045
1957,46,877,046
1957,47,935,047
1957,48,895,048
1957,49,872,049
1957,50,846,050
1957,51,847,051
1957,52,830,052
1957,53,831,053
1957,54,811,054
1957,55,855,055
1957,56,767,056
1957,57,855,057
1957,58,804,058
1957,59,792,059
1957,60,777,060
1957,61,761,061
1957,62,761,062
1957,63,769,063
1957,64,738,064
1957,65,770,065
1957,66,675,066
1957,67,775,067
1957,68,734,068
1957,69,714,069
1957,70,691,070
1957,71,647,071
1957,72,665,072
1957,73,666,073
1957,74,622,074
1957,75,675,075
1957,76,584,076
1957,77,647,077
1957,78,589,078
1957,79,611,079
1957,80,535,080
1957,81,524,081
1957,82,494,082
1957,83,446,083
1957,84,434,084
1957,85,422,085
1957,86,397,086
1957,87,386,087
1957,88,372,088
1957,89,349,089
1957,90,319,090
1957,91,305,091
1957,92,283,092
1957,93,248,093
1957,94,232,094
1957,95,239,095
1957,96,233,096
1957,97,182,097
1957,98,242,098
1957,99,269,099
1957,100,133,100
1958,0,1051,000
1958,1,1039,001
1958,2,1044,002
1958,3,1046,003
1958,4,1039,004
1958,5,1049,005
1958,6,1050,006
1958,7,1035,007
1958,8,1045,008
1958,9,1029,009
1958,10,1010,010
1958,11,1012,011
1958,12,1000,012
1958,13,988,013
1958,14,985,014
1958,15,978,015
1958,16,965,016
1958,17,953,017
1958,18,923,018
1958,19,959,019
1958,20,953,020
1958,21,965,021
1958,22,947,022
1958,23,947,023
1958,24,947,024
1958,25,950,025
1958,26,966,026
1958,27,920,027
1958,28,988,028
1958,29,940,029
1958,30,936,030
1958,31,943,031
1958,32,933,032
1958,33,932,033
1958,34,940,034
1958,35,943,035
1958,36,958,036
1958,37,927,037
1958,38,971,038
1958,39,927,039
1958,40,921,040
1958,41,917,041
1958,42,930,042
1958,43,922,043
1958,44,922,044
1958,45,895,045
1958,46,925,046
1958,47,872,047
1958,48,933,048
1958,49,893,049
1958,50,870,050
1958,51,842,051
1958,52,841,052
1958,53,826,053
1958,54,829,054
1958,55,808,055
1958,56,853,056
1958,57,759,057
1958,58,852,058
1958,59,800,059
1958,60,786,060
1958,61,770,061
1958,62,754,062
1958,63,755,063
1958,64,763,064
1958,65,732,065
1958,66,765,066
1958,67,668,067
1958,68,769,068
1958,69,727,069
1958,70,704,070
1958,71,683,071
1958,72,638,072
1958,73,654,073
1958,74,657,074
1958,75,613,075
1958,76,663,076
1958,77,568,077
1958,78,631,078
1958,79,574,079
1958,80,533,080
1958,81,515,081
1958,82,500,082
1958,83,472,083
1958,84,429,084
1958,85,415,085
1958,86,402,086
1958,87,379,087
1958,88,362,088
1958,89,348,089
1958,90,331,090
1958,91,299,091
1958,92,280,092
1958,93,264,093
1958,94,227,094
1958,95,213,095
1958,96,237,096
1958,97,259,097
1958,98,190,098
1958,99,200,099
1958,100,179,100
1959,0,1046,000
1959,1,1046,001
1959,2,1040,002
1959,3,1044,003
1959,4,1043,004
1959,5,1037,005
1959,6,1046,006
1959,7,1048,007
1959,8,1033,008
1959,9,1044,009
1959,10,1027,010
1959,11,1006,011
1959,12,1008,012
1959,13,994,013
1959,14,982,014
1959,15,978,015
1959,16,968,016
1959,17,955,017
1959,18,941,018
1959,19,906,019
1959,20,947,020
1959,21,944,021
1959,22,953,022
1959,23,937,023
1959,24,940,024
1959,25,939,025
1959,26,944,026
1959,27,964,027
1959,28,919,028
1959,29,973,029
1959,30,932,030
1959,31,927,031
1959,32,936,032
1959,33,929,033
1959,34,928,034
1959,35,937,035
1959,36,939,036
1959,37,954,037
1959,38,924,038
1959,39,970,039
1959,40,925,040
1959,41,917,041
1959,42,915,042
1959,43,928,043
1959,44,921,044
1959,45,921,045
1959,46,891,046
1959,47,923,047
1959,48,867,048
1959,49,931,049
1959,50,890,050
1959,51,869,051
1959,52,840,052
1959,53,834,053
1959,54,822,054
1959,55,828,055
1959,56,807,056
1959,57,853,057
1959,58,750,058
1959,59,849,059
1959,60,798,060
1959,61,782,061
1959,62,764,062
1959,63,747,063
1959,64,750,064
1959,65,759,065
1959,66,725,066
1959,67,758,067
1959,68,661,068
1959,69,762,069
1959,70,721,070
1959,71,694,071
1959,72,676,072
1959,73,629,073
1959,74,644,074
1959,75,651,075
1959,76,607,076
1959,77,653,077
1959,78,553,078
1959,79,617,079
1959,80,534,080
1959,81,521,081
1959,82,498,082
1959,83,481,083
1959,84,451,084
1959,85,408,085
1959,86,395,086
1959,87,384,087
1959,88,365,088
1959,89,347,089
1959,90,334,090
1959,91,314,091
1959,92,286,092
1959,93,255,093
1959,94,231,094
1959,95,215,095
1959,96,218,096
1959,97,229,097
1959,98,229,098
1959,99,125,099
1959,100,140,100
1960,0,1055,000
1960,1,1041,001
1960,2,1047,002
1960,3,1042,003
1960,4,1044,004
1960,5,1040,005
1960,6,1035,006
1960,7,1044,007
1960,8,1046,008
1960,9,1031,009
1960,10,1043,010
1960,11,1026,011
1960,12,1002,012
1960,13,1004,013
1960,14,989,014
1960,15,976,015
1960,16,971,016
1960,17,958,017
1960,18,944,018
1960,19,930,019
1960,20,888,020
1960,21,935,021
1960,22,934,022
1960,23,941,023
1960,24,927,024
1960,25,932,025
1960,26,929,026
1960,27,937,027
1960,28,961,028
1960,29,918,029
1960,30,956,030
1960,31,922,031
1960,32,918,032
1960,33,929,033
1960,34,925,034
1960,35,924,035
1960,36,933,036
1960,37,934,037
1960,38,949,038
1960,39,920,039
1960,40,969,040
1960,41,923,041
1960,42,914,042
1960,43,913,043
1960,44,926,044
1960,45,920,045
1960,46,918,046
1960,47,887,047
1960,48,920,048
1960,49,862,049
1960,50,930,050
1960,51,886,051
1960,52,868,052
1960,53,838,053
1960,54,828,054
1960,55,818,055
1960,56,826,056
1960,57,804,057
1960,58,850,058
1960,59,742,059
1960,60,845,060
1960,61,793,061
1960,62,777,062
1960,63,757,063
1960,64,737,064
1960,65,743,065
1960,66,753,066
1960,67,718,067
1960,68,749,068
1960,69,651,069
1960,70,755,070
1960,71,714,071
1960,72,684,072
1960,73,668,073
1960,74,619,074
1960,75,634,075
1960,76,643,076
1960,77,597,077
1960,78,642,078
1960,79,537,079
1960,80,536,080
1960,81,520,081
1960,82,503,082
1960,83,479,083
1960,84,463,084
1960,85,431,085
1960,86,390,086
1960,87,379,087
1960,88,360,088
1960,89,336,089
1960,90,321,090
1960,91,313,091
1960,92,289,092
1960,93,254,093
1960,94,232,094
1960,95,211,095
1960,96,179,096
1960,97,187,097
1960,98,202,098
1960,99,218,099
1960,100,151,100
1961,0,1068,000
1961,1,1054,001
1961,2,1042,002
1961,3,1048,003
1961,4,1043,004
1961,5,1043,005
1961,6,1038,006
1961,7,1032,007
1961,8,1041,008
1961,9,1044,009
1961,10,1028,010
1961,11,1042,011
1961,12,1024,012
1961,13,998,013
1961,14,1001,014
1961,15,983,015
1961,16,970,016
1961,17,964,017
1961,18,948,018
1961,19,933,019
1961,20,918,020
1961,21,872,021
1961,22,923,022
1961,23,925,023
1961,24,928,024
1961,25,918,025
1961,26,924,026
1961,27,920,027
1961,28,930,028
1961,29,959,029
1961,30,917,030
1961,31,940,031
1961,32,913,032
1961,33,910,033
1961,34,922,034
1961,35,921,035
1961,36,920,036
1961,37,930,037
1961,38,929,038
1961,39,945,039
1961,40,916,040
1961,41,967,041
1961,42,919,042
1961,43,910,043
1961,44,911,044
1961,45,925,045
1961,46,919,046
1961,47,917,047
1961,48,882,048
1961,49,917,049
1961,50,857,050
1961,51,928,051
1961,52,883,052
1961,53,866,053
1961,54,835,054
1961,55,821,055
1961,56,814,056
1961,57,823,057
1961,58,801,058
1961,59,847,059
1961,60,732,060
1961,61,840,061
1961,62,788,062
1961,63,771,063
1961,64,750,064
1961,65,728,065
1961,66,735,066
1961,67,747,067
1961,68,710,068
1961,69,743,069
1961,70,642,070
1961,71,747,071
1961,72,708,072
1961,73,673,073
1961,74,657,074
1961,75,608,075
1961,76,621,076
1961,77,634,077
1961,78,590,078
1961,79,636,079
1961,80,541,080
1961,81,519,081
1961,82,502,082
1961,83,482,083
1961,84,459,084
1961,85,444,085
1961,86,409,086
1961,87,371,087
1961,88,359,088
1961,89,335,089
1961,90,317,090
1961,91,311,091
1961,92,301,092
1961,93,267,093
1961,94,223,094
1961,95,219,095
1961,96,214,096
1961,97,168,097
1961,98,170,098
1961,99,203,099
1961,100,145,100
1962,0,1049,000
1962,1,1059,001
1962,2,1054,002
1962,3,1039,003
1962,4,1044,004
1962,5,1039,005
1962,6,1038,006
1962,7,1031,007
1962,8,1024,008
1962,9,1029,009
1962,10,1034,010
1962,11,1018,011
1962,12,1031,012
1962,13,1013,013
1962,14,989,014
1962,15,996,015
1962,16,975,016
1962,17,962,017
1962,18,959,018
1962,19,940,019
1962,20,929,020
1962,21,916,021
1962,22,873,022
1962,23,921,023
1962,24,922,024
1962,25,923,025
1962,26,916,026
1962,27,921,027
1962,28,918,028
1962,29,926,029
1962,30,955,030
1962,31,915,031
1962,32,939,032
1962,33,913,033
1962,34,908,034
1962,35,919,035
1962,36,919,036
1962,37,917,037
1962,38,928,038
1962,39,925,039
1962,40,945,040
1962,41,915,041
1962,42,964,042
1962,43,917,043
1962,44,909,044
1962,45,909,045
1962,46,925,046
1962,47,916,047
1962,48,917,048
1962,49,881,049
1962,50,916,050
1962,51,855,051
1962,52,927,052
1962,53,879,053
1962,54,863,054
1962,55,831,055
1962,56,817,056
1962,57,809,057
1962,58,819,058
1962,59,798,059
1962,60,843,060
1962,61,728,061
1962,62,833,062
1962,63,781,063
1962,64,766,064
1962,65,743,065
1962,66,723,066
1962,67,728,067
1962,68,739,068
1962,69,702,069
1962,70,731,070
1962,71,631,071
1962,72,733,072
1962,73,699,073
1962,74,662,074
1962,75,641,075
1962,76,593,076
1962,77,604,077
1962,78,618,078
1962,79,573,079
1962,80,540,080
1962,81,523,081
1962,82,502,082
1962,83,487,083
1962,84,464,084
1962,85,442,085
1962,86,426,086
1962,87,390,087
1962,88,348,088
1962,89,341,089
1962,90,323,090
1962,91,303,091
1962,92,289,092
1962,93,276,093
1962,94,244,094
1962,95,202,095
1962,96,171,096
1962,97,175,097
1962,98,163,098
1962,99,152,099
1962,100,138,100
1963,0,1060,000
1963,1,1043,001
1963,2,1056,002
1963,3,1055,003
1963,4,1037,004
1963,5,1041,005
1963,6,1034,006
1963,7,1032,007
1963,8,1025,008
1963,9,1016,009
1963,10,1017,010
1963,11,1023,011
1963,12,1008,012
1963,13,1020,013
1963,14,1000,014
1963,15,979,015
1963,16,991,016
1963,17,966,017
1963,18,954,018
1963,19,953,019
1963,20,931,020
1963,21,925,021
1963,22,914,022
1963,23,874,023
1963,24,918,024
1963,25,918,025
1963,26,918,026
1963,27,914,027
1963,28,919,028
1963,29,916,029
1963,30,923,030
1963,31,952,031
1963,32,913,032
1963,33,938,033
1963,34,913,034
1963,35,907,035
1963,36,917,036
1963,37,917,037
1963,38,914,038
1963,39,926,039
1963,40,921,040
1963,41,944,041
1963,42,914,042
1963,43,961,043
1963,44,913,044
1963,45,907,045
1963,46,906,046
1963,47,924,047
1963,48,912,048
1963,49,918,049
1963,50,880,050
1963,51,914,051
1963,52,852,052
1963,53,924,053
1963,54,874,054
1963,55,859,055
1963,56,827,056
1963,57,814,057
1963,58,805,058
1963,59,814,059
1963,60,794,060
1963,61,838,061
1963,62,723,062
1963,63,824,063
1963,64,773,064
1963,65,759,065
1963,66,736,066
1963,67,718,067
1963,68,720,068
1963,69,730,069
1963,70,694,070
1963,71,721,071
1963,72,620,072
1963,73,719,073
1963,74,690,074
1963,75,650,075
1963,76,624,076
1963,77,581,077
1963,78,590,078
1963,79,598,079
1963,80,543,080
1963,81,519,081
1963,82,498,082
1963,83,479,083
1963,84,466,084
1963,85,444,085
1963,86,422,086
1963,87,407,087
1963,88,373,088
1963,89,339,089
1963,90,328,090
1963,91,299,091
1963,92,280,092
1963,93,261,093
1963,94,252,094
1963,95,234,095
1963,96,177,096
1963,97,148,097
1963,98,187,098
1963,99,156,099
1963,100,120,100
1964,0,1057,000
1964,1,1054,001
1964,2,1043,002
1964,3,1053,003
1964,4,1055,004
1964,5,1035,005
1964,6,1037,006
1964,7,1030,007
1964,8,1026,008
1964,9,1019,009
1964,10,1008,010
1964,11,1005,011
1964,12,1012,012
1964,13,998,013
1964,14,1009,014
1964,15,988,015
1964,16,969,016
1964,17,985,017
1964,18,957,018
1964,19,946,019
1964,20,947,020
1964,21,922,021
1964,22,920,022
1964,23,912,023
1964,24,875,024
1964,25,915,025
1964,26,915,026
1964,27,913,027
1964,28,911,028
1964,29,916,029
1964,30,913,030
1964,31,918,031
1964,32,947,032
1964,33,910,033
1964,34,937,034
1964,35,912,035
1964,36,905,036
1964,37,913,037
1964,38,915,038
1964,39,910,039
1964,40,924,040
1964,41,917,041
1964,42,943,042
1964,43,911,043
1964,44,957,044
1964,45,910,045
1964,46,905,046
1964,47,903,047
1964,48,923,048
1964,49,908,049
1964,50,917,050
1964,51,879,051
1964,52,912,052
1964,53,849,053
1964,54,922,054
1964,55,869,055
1964,56,854,056
1964,57,822,057
1964,58,810,058
1964,59,799,059
1964,60,808,060
1964,61,789,061
1964,62,833,062
1964,63,717,063
1964,64,815,064
1964,65,765,065
1964,66,751,066
1964,67,726,067
1964,68,710,068
1964,69,710,069
1964,70,718,070
1964,71,682,071
1964,72,707,072
1964,73,606,073
1964,74,701,074
1964,75,678,075
1964,76,637,076
1964,77,609,077
1964,78,567,078
1964,79,572,079
1964,80,527,080
1964,81,519,081
1964,82,497,082
1964,83,479,083
1964,84,460,084
1964,85,444,085
1964,86,429,086
1964,87,404,087
1964,88,388,088
1964,89,352,089
1964,90,312,090
1964,91,296,091
1964,92,265,092
1964,93,241,093
1964,94,216,094
1964,95,219,095
1964,96,221,096
1964,97,168,097
1964,98,151,098
1964,99,185,099
1964,100,114,100
1965,0,1064,000
1965,1,1050,001
1965,2,1053,002
1965,3,1042,003
1965,4,1050,004
1965,5,1056,005
1965,6,1033,006
1965,7,1034,007
1965,8,1025,008
1965,9,1020,009
1965,10,1012,010
1965,11,1000,011
