Year,Age,RelMasc
1950,0,1070
1950,1,1049
1950,2,1043
1950,3,1042
1950,4,1044
1950,5,1035
1950,6,1031
1950,7,1045
1950,8,1035
1950,9,1035
1950,10,1038
1950,11,1035
1950,12,1018
1950,13,1040
1950,14,1012
1950,15,1000
1950,16,1006
1950,17,993
1950,18,987
1950,19,942
1950,20,1085
1950,21,998
1950,22,993
1950,23,990
1950,24,966
1950,25,959
1950,26,964
1950,27,971
1950,28,987
1950,29,948
1950,30,997
1950,31,944
1950,32,949
1950,33,933
1950,34,941
1950,35,928
1950,36,932
1950,37,919
1950,38,940
1950,39,904
1950,40,945
1950,41,911
1950,42,879
1950,43,861
1950,44,875
1950,45,844
1950,46,841
1950,47,822
1950,48,863
1950,49,813
1950,50,868
1950,51,818
1950,52,813
1950,53,806
1950,54,802
1950,55,792
1950,56,796
1950,57,770
1950,58,807
1950,59,712
1950,60,811
1950,61,766
1950,62,758
1950,63,730
1950,64,698
1950,65,718
1950,66,720
1950,67,683
1950,68,749
1950,69,657
1950,70,755
1950,71,692
1950,72,732
1950,73,689
1950,74,618
1950,75,647
1950,76,647
1950,77,601
1950,78,634
1950,79,533
1950,80,530
1950,81,509
1950,82,485
1950,83,469
1950,84,446
1950,85,413
1950,86,394
1950,87,380
1950,88,364
1950,89,353
1950,90,332
1950,91,316
1950,92,271
1950,93,259
1950,94,243
1950,95,259
1950,96,301
1950,97,239
1950,98,253
1950,99,266
1950,100,158
1951,0,1057
1951,1,1053
1951,2,1037
1951,3,1036
1951,4,1036
1951,5,1040
1951,6,1029
1951,7,1029
1951,8,1046
1951,9,1034
1951,10,1030
1951,11,1038
1951,12,1033
1951,13,1014
1951,14,1040
1951,15,1007
1951,16,994
1951,17,1003
1951,18,989
1951,19,980
1951,20,928
1951,21,1089
1951,22,995
1951,23,990
1951,24,985
1951,25,957
1951,26,957
1951,27,960
1951,28,970
1951,29,987
1951,30,950
1951,31,977
1951,32,942
1951,33,943
1951,34,928
1951,35,939
1951,36,924
1951,37,929
1951,38,916
1951,39,937
1951,40,902
1951,41,941
1951,42,909
1951,43,876
1951,44,857
1951,45,877
1951,46,842
1951,47,837
1951,48,818
1951,49,858
1951,50,808
1951,51,864
1951,52,815
1951,53,810
1951,54,801
1951,55,795
1951,56,785
1951,57,790
1951,58,766
1951,59,804
1951,60,707
1951,61,806
1951,62,761
1951,63,753
1951,64,722
1951,65,687
1951,66,711
1951,67,711
1951,68,673
1951,69,739
1951,70,648
1951,71,744
1951,72,679
1951,73,721
1951,74,677
1951,75,608
1951,76,632
1951,77,637
1951,78,588
1951,79,621
1951,80,528
1951,81,515
1951,82,492
1951,83,467
1951,84,445
1951,85,423
1951,86,402
1951,87,379
1951,88,356
1951,89,339
1951,90,331
1951,91,311
1951,92,289
1951,93,251
1951,94,245
1951,95,232
1951,96,225
1951,97,242
1951,98,213
1951,99,220
1951,100,168
1952,0,1067
1952,1,1049
1952,2,1052
1952,3,1036
1952,4,1032
1952,5,1032
1952,6,1034
1952,7,1023
1952,8,1023
1952,9,1036
1952,10,1025
1952,11,1019
1952,12,1021
1952,13,1023
1952,14,1005
1952,15,1030
1952,16,999
1952,17,988
1952,18,996
1952,19,985
1952,20,978
1952,21,927
1952,22,1075
1952,23,987
1952,24,983
1952,25,979
1952,26,954
1952,27,953
1952,28,957
1952,29,966
1952,30,983
1952,31,947
1952,32,976
1952,33,940
1952,34,940
1952,35,926
1952,36,938
1952,37,924
1952,38,928
1952,39,913
1952,40,936
1952,41,898
1952,42,940
1952,43,907
1952,44,875
1952,45,854
1952,46,872
1952,47,840
1952,48,836
1952,49,817
1952,50,857
1952,51,802
1952,52,863
1952,53,813
1952,54,807
1952,55,798
1952,56,790
1952,57,781
1952,58,787
1952,59,763
1952,60,799
1952,61,704
1952,62,803
1952,63,757
1952,64,747
1952,65,717
1952,66,682
1952,67,705
1952,68,704
1952,69,665
1952,70,729
1952,71,640
1952,72,730
1952,73,667
1952,74,706
1952,75,660
1952,76,594
1952,77,613
1952,78,615
1952,79,571
1952,80,528
1952,81,511
1952,82,496
1952,83,470
1952,84,447
1952,85,427
1952,86,402
1952,87,379
1952,88,352
1952,89,334
1952,90,330
1952,91,320
1952,92,295
1952,93,277
1952,94,239
1952,95,232
1952,96,223
1952,97,191
1952,98,189
1952,99,143
1952,100,164
1953,0,1068
1953,1,1060
1953,2,1046
1953,3,1050
1953,4,1035
1953,5,1029
1953,6,1029
1953,7,1029
1953,8,1017
1953,9,1017
1953,10,1026
1953,11,1015
1953,12,1008
1953,13,1005
1953,14,1013
1953,15,997
1953,16,1020
1953,17,991
1953,18,982
1953,19,988
1953,20,979
1953,21,976
1953,22,926
1953,23,1062
1953,24,980
1953,25,975
1953,26,974
1953,27,951
1953,28,950
1953,29,954
1953,30,962
1953,31,979
1953,32,944
1953,33,975
1953,34,938
1953,35,937
1953,36,925
1953,37,937
1953,38,924
1953,39,928
1953,40,911
1953,41,935
1953,42,894
1953,43,939
1953,44,905
1953,45,875
1953,46,853
1953,47,867
1953,48,838
1953,49,836
1953,50,816
1953,51,857
1953,52,796
1953,53,862
1953,54,812
1953,55,806
1953,56,795
1953,57,785
1953,58,777
1953,59,784
1953,60,759
1953,61,795
1953,62,699
1953,63,797
1953,64,753
1953,65,743
1953,66,714
1953,67,675
1953,68,698
1953,69,698
1953,70,659
1953,71,722
1953,72,630
1953,73,713
1953,74,654
1953,75,690
1953,76,642
1953,77,578
1953,78,593
1953,79,597
1953,80,523
1953,81,515
1953,82,494
1953,83,480
1953,84,451
1953,85,427
1953,86,407
1953,87,382
1953,88,355
1953,89,330
1953,90,318
1953,91,319
1953,92,309
1953,93,271
1953,94,256
1953,95,233
1953,96,245
1953,97,229
1953,98,156
1953,99,140
1953,100,144
1954,0,1055
1954,1,1058
1954,2,1057
1954,3,1043
1954,4,1049
1954,5,1033
1954,6,1025
1954,7,1025
1954,8,1023
1954,9,1011
1954,10,1011
1954,11,1017
1954,12,1005
1954,13,997
1954,14,989
1954,15,1003
1954,16,989
1954,17,1010
1954,18,982
1954,19,976
1954,20,981
1954,21,974
1954,22,974
1954,23,925
1954,24,1048
1954,25,973
1954,26,968
1954,27,968
1954,28,948
1954,29,947
1954,30,952
1954,31,959
1954,32,975
1954,33,941
1954,34,975
1954,35,937
1954,36,935
1954,37,924
1954,38,936
1954,39,924
1954,40,927
1954,41,909
1954,42,934
1954,43,890
1954,44,939
1954,45,903
1954,46,875
1954,47,852
1954,48,863
1954,49,836
1954,50,835
1954,51,816
1954,52,858
1954,53,790
1954,54,861
1954,55,811
1954,56,803
1954,57,791
1954,58,780
1954,59,774
1954,60,781
1954,61,756
1954,62,790
1954,63,695
1954,64,792
1954,65,749
1954,66,737
1954,67,708
1954,68,669
1954,69,691
1954,70,692
1954,71,654
1954,72,713
1954,73,620
1954,74,695
1954,75,641
1954,76,675
1954,77,624
1954,78,566
1954,79,579
1954,80,511
1954,81,506
1954,82,499
1954,83,474
1954,84,452
1954,85,428
1954,86,416
1954,87,394
1954,88,359
1954,89,324
1954,90,302
1954,91,298
1954,92,295
1954,93,282
1954,94,240
1954,95,238
1954,96,229
1954,97,238
1954,98,235
1954,99,180
1954,100,130
1955,0,1059
1955,1,1046
1955,2,1055
1955,3,1055
1955,4,1041
1955,5,1048
1955,6,1032
1955,7,1022
1955,8,1022
1955,9,1017
1955,10,1006
1955,11,1004
1955,12,1007
1955,13,996
1955,14,986
1955,15,973
1955,16,992
1955,17,980
1955,18,999
1955,19,974
1955,20,969
1955,21,973
1955,22,968
1955,23,972
1955,24,924
1955,25,1034
1955,26,965
1955,27,960
1955,28,962
1955,29,944
1955,30,943
1955,31,949
1955,32,955
1955,33,971
1955,34,937
1955,35,974
1955,36,935
1955,37,932
1955,38,923
1955,39,935
1955,40,924
1955,41,926
1955,42,906
1955,43,932
1955,44,886
1955,45,938
1955,46,901
1955,47,874
1955,48,850
1955,49,858
1955,50,834
1955,51,834
1955,52,815
1955,53,858
1955,54,783
1955,55,860
1955,56,809
1955,57,799
1955,58,787
1955,59,775
1955,60,771
1955,61,779
1955,62,751
1955,63,785
1955,64,689
1955,65,787
1955,66,746
1955,67,732
1955,68,704
1955,69,662
1955,70,683
1955,71,686
1955,72,645
1955,73,700
1955,74,608
1955,75,679
1955,76,628
1955,77,656
1955,78,601
1955,79,547
1955,80,530
1955,81,493
1955,82,484
1955,83,475
1955,84,450
1955,85,433
1955,86,413
1955,87,392
1955,88,368
1955,89,341
1955,90,313
1955,91,289
1955,92,280
1955,93,271
1955,94,251
1955,95,207
1955,96,218
1955,97,221
1955,98,203
1955,99,156
1955,100,110
1956,0,1050
1956,1,1052
1956,2,1044
1956,3,1053
1956,4,1053
1956,5,1039
1956,6,1047
1956,7,1031
1956,8,1018
1956,9,1019
1956,10,1012
1956,11,1000
1956,12,998
1956,13,997
1956,14,985
1956,15,975
1956,16,956
1956,17,981
1956,18,971
1956,19,988
1956,20,965
1956,21,962
1956,22,965
1956,23,963
1956,24,970
1956,25,923
1956,26,1019
1956,27,957
1956,28,952
1956,29,956
1956,30,940
1956,31,940
1956,32,946
1956,33,951
1956,34,967
1956,35,934
1956,36,973
1956,37,932
1956,38,928
1956,39,921
1956,40,933
1956,41,923
1956,42,925
1956,43,902
1956,44,930
1956,45,881
1956,46,936
1956,47,898
1956,48,873
1956,49,848
1956,50,853
1956,51,832
1956,52,833
1956,53,813
1956,54,857
1956,55,775
1956,56,857
1956,57,807
1956,58,796
1956,59,782
1956,60,769
1956,61,766
1956,62,774
1956,63,745
1956,64,778
1956,65,683
1956,66,782
1956,67,740
1956,68,724
1956,69,698
1956,70,655
1956,71,675
1956,72,677
1956,73,635
1956,74,688
1956,75,596
1956,76,665
1956,77,612
1956,78,633
1956,79,578
1956,80,540
1956,81,513
1956,82,474
1956,83,466
1956,84,452
1956,85,428
1956,86,413
1956,87,391
1956,88,368
1956,89,343
1956,90,325
1956,91,297
1956,92,272
1956,93,265
1956,94,245
1956,95,227
1956,96,196
1956,97,229
1956,98,261
1956,99,246
1956,100,130
1957,0,1043
1957,1,1044
1957,2,1048
1957,3,1041
1957,4,1051
1957,5,1051
1957,6,1037
1957,7,1046
1957,8,1030
1957,9,1014
1957,10,1015
1957,11,1006
1957,12,994
1957,13,992
1957,14,987
1957,15,975
1957,16,964
1957,17,940
1957,18,970
1957,19,962
1957,20,976
1957,21,956
1957,22,955
1957,23,956
1957,24,956
1957,25,968
1957,26,921
1957,27,1004
1957,28,949
1957,29,944
1957,30,949
1957,31,937
1957,32,936
1957,33,943
1957,34,947
1957,35,963
1957,36,930
1957,37,972
1957,38,930
1957,39,925
1957,40,919
1957,41,932
1957,42,922
1957,43,923
1957,44,898
1957,45,928
1957,46,877
1957,47,935
1957,48,895
1957,49,872
1957,50,846
1957,51,847
1957,52,830
1957,53,831
1957,54,811
1957,55,855
1957,56,767
1957,57,855
1957,58,804
1957,59,792
1957,60,777
1957,61,761
1957,62,761
1957,63,769
1957,64,738
1957,65,770
1957,66,675
1957,67,775
1957,68,734
1957,69,714
1957,70,691
1957,71,647
1957,72,665
1957,73,666
1957,74,622
1957,75,675
1957,76,584
1957,77,647
1957,78,589
1957,79,611
1957,80,535
1957,81,524
1957,82,494
1957,83,446
1957,84,434
1957,85,422
1957,86,397
1957,87,386
1957,88,372
1957,89,349
1957,90,319
1957,91,305
1957,92,283
1957,93,248
1957,94,232
1957,95,239
1957,96,233
1957,97,182
1957,98,242
1957,99,269
1957,100,133
1958,0,1051
1958,1,1039
1958,2,1044
1958,3,1046
1958,4,1039
1958,5,1049
1958,6,1050
1958,7,1035
1958,8,1045
1958,9,1029
1958,10,1010
1958,11,1012
1958,12,1000
1958,13,988
1958,14,985
1958,15,978
1958,16,965
1958,17,953
1958,18,923
1958,19,959
1958,20,953
1958,21,965
1958,22,947
1958,23,947
1958,24,947
1958,25,950
1958,26,966
1958,27,920
1958,28,988
1958,29,940
1958,30,936
1958,31,943
1958,32,933
1958,33,932
1958,34,940
1958,35,943
1958,36,958
1958,37,927
1958,38,971
1958,39,927
1958,40,921
1958,41,917
1958,42,930
1958,43,922
1958,44,922
1958,45,895
1958,46,925
1958,47,872
1958,48,933
1958,49,893
1958,50,870
1958,51,842
1958,52,841
1958,53,826
1958,54,829
1958,55,808
1958,56,853
1958,57,759
1958,58,852
1958,59,800
1958,60,786
1958,61,770
1958,62,754
1958,63,755
1958,64,763
1958,65,732
1958,66,765
1958,67,668
1958,68,769
1958,69,727
1958,70,704
1958,71,683
1958,72,638
1958,73,654
1958,74,657
1958,75,613
1958,76,663
1958,77,568
1958,78,631
1958,79,574
1958,80,533
1958,81,515
1958,82,500
1958,83,472
1958,84,429
1958,85,415
1958,86,402
1958,87,379
1958,88,362
1958,89,348
1958,90,331
1958,91,299
1958,92,280
1958,93,264
1958,94,227
1958,95,213
1958,96,237
1958,97,259
1958,98,190
1958,99,200
1958,100,179
1959,0,1046
1959,1,1046
1959,2,1040
1959,3,1044
1959,4,1043
1959,5,1037
1959,6,1046
1959,7,1048
1959,8,1033
1959,9,1044
1959,10,1027
1959,11,1006
1959,12,1008
1959,13,994
1959,14,982
1959,15,978
1959,16,968
1959,17,955
1959,18,941
1959,19,906
1959,20,947
1959,21,944
1959,22,953
1959,23,937
1959,24,940
1959,25,939
1959,26,944
1959,27,964
1959,28,919
1959,29,973
1959,30,932
1959,31,927
1959,32,936
1959,33,929
1959,34,928
1959,35,937
1959,36,939
1959,37,954
1959,38,924
1959,39,970
1959,40,925
1959,41,917
1959,42,915
1959,43,928
1959,44,921
1959,45,921
1959,46,891
1959,47,923
1959,48,867
1959,49,931
1959,50,890
1959,51,869
1959,52,840
1959,53,834
1959,54,822
1959,55,828
1959,56,807
1959,57,853
1959,58,750
1959,59,849
1959,60,798
1959,61,782
1959,62,764
1959,63,747
1959,64,750
1959,65,759
1959,66,725
1959,67,758
1959,68,661
1959,69,762
1959,70,721
1959,71,694
1959,72,676
1959,73,629
1959,74,644
1959,75,651
1959,76,607
1959,77,653
1959,78,553
1959,79,617
1959,80,534
1959,81,521
1959,82,498
1959,83,481
1959,84,451
1959,85,408
1959,86,395
1959,87,384
1959,88,365
1959,89,347
1959,90,334
1959,91,314
1959,92,286
1959,93,255
1959,94,231
1959,95,215
1959,96,218
1959,97,229
1959,98,229
1959,99,125
1959,100,140
1960,0,1055
1960,1,1041
1960,2,1047
1960,3,1042
1960,4,1044
1960,5,1040
1960,6,1035
1960,7,1044
1960,8,1046
1960,9,1031
1960,10,1043
1960,11,1026
1960,12,1002
1960,13,1004
1960,14,989
1960,15,976
1960,16,971
1960,17,958
1960,18,944
1960,19,930
1960,20,888
1960,21,935
1960,22,934
1960,23,941
1960,24,927
1960,25,932
1960,26,929
1960,27,937
1960,28,961
1960,29,918
1960,30,956
1960,31,922
1960,32,918
1960,33,929
1960,34,925
1960,35,924
1960,36,933
1960,37,934
1960,38,949
1960,39,920
1960,40,969
1960,41,923
1960,42,914
1960,43,913
1960,44,926
1960,45,920
1960,46,918
1960,47,887
1960,48,920
1960,49,862
1960,50,930
1960,51,886
1960,52,868
1960,53,838
1960,54,828
1960,55,818
1960,56,826
1960,57,804
1960,58,850
1960,59,742
1960,60,845
1960,61,793
1960,62,777
1960,63,757
1960,64,737
1960,65,743
1960,66,753
1960,67,718
1960,68,749
1960,69,651
1960,70,755
1960,71,714
1960,72,684
1960,73,668
1960,74,619
1960,75,634
1960,76,643
1960,77,597
1960,78,642
1960,79,537
1960,80,536
1960,81,520
1960,82,503
1960,83,479
1960,84,463
1960,85,431
1960,86,390
1960,87,379
1960,88,360
1960,89,336
1960,90,321
1960,91,313
1960,92,289
1960,93,254
1960,94,232
1960,95,211
1960,96,179
1960,97,187
1960,98,202
1960,99,218
1960,100,151
1961,0,1068
1961,1,1054
1961,2,1042
1961,3,1048
1961,4,1043
1961,5,1043
1961,6,1038
1961,7,1032
1961,8,1041
1961,9,1044
1961,10,1028
1961,11,1042
1961,12,1024
1961,13,998
1961,14,1001
1961,15,983
1961,16,970
1961,17,964
1961,18,948
1961,19,933
1961,20,918
1961,21,872
1961,22,923
1961,23,925
1961,24,928
1961,25,918
1961,26,924
1961,27,920
1961,28,930
1961,29,959
1961,30,917
1961,31,940
1961,32,913
1961,33,910
1961,34,922
1961,35,921
1961,36,920
1961,37,930
1961,38,929
1961,39,945
1961,40,916
1961,41,967
1961,42,919
1961,43,910
1961,44,911
1961,45,925
1961,46,919
1961,47,917
1961,48,882
1961,49,917
1961,50,857
1961,51,928
1961,52,883
1961,53,866
1961,54,835
1961,55,821
1961,56,814
1961,57,823
1961,58,801
1961,59,847
1961,60,732
1961,61,840
1961,62,788
1961,63,771
1961,64,750
1961,65,728
1961,66,735
1961,67,747
1961,68,710
1961,69,743
1961,70,642
1961,71,747
1961,72,708
1961,73,673
1961,74,657
1961,75,608
1961,76,621
1961,77,634
1961,78,590
1961,79,636
1961,80,541
1961,81,519
1961,82,502
1961,83,482
1961,84,459
1961,85,444
1961,86,409
1961,87,371
1961,88,359
1961,89,335
1961,90,317
1961,91,311
1961,92,301
1961,93,267
1961,94,223
1961,95,219
1961,96,214
1961,97,168
1961,98,170
1961,99,203
1961,100,145
1962,0,1049
1962,1,1059
1962,2,1054
1962,3,1039
1962,4,1044
1962,5,1039
1962,6,1038
1962,7,1031
1962,8,1024
1962,9,1029
1962,10,1034
1962,11,1018
1962,12,1031
1962,13,1013
1962,14,989
1962,15,996
1962,16,975
1962,17,962
1962,18,959
1962,19,940
1962,20,929
1962,21,916
1962,22,873
1962,23,921
1962,24,922
1962,25,923
1962,26,916
1962,27,921
1962,28,918
1962,29,926
1962,30,955
1962,31,915
1962,32,939
1962,33,913
1962,34,908
1962,35,919
1962,36,919
1962,37,917
1962,38,928
1962,39,925
1962,40,945
1962,41,915
1962,42,964
1962,43,917
1962,44,909
1962,45,909
1962,46,925
1962,47,916
1962,48,917
1962,49,881
1962,50,916
1962,51,855
1962,52,927
1962,53,879
1962,54,863
1962,55,831
1962,56,817
1962,57,809
1962,58,819
1962,59,798
1962,60,843
1962,61,728
1962,62,833
1962,63,781
1962,64,766
1962,65,743
1962,66,723
1962,67,728
1962,68,739
1962,69,702
1962,70,731
1962,71,631
1962,72,733
1962,73,699
1962,74,662
1962,75,641
1962,76,593
1962,77,604
1962,78,618
1962,79,573
1962,80,540
1962,81,523
1962,82,502
1962,83,487
1962,84,464
1962,85,442
1962,86,426
1962,87,390
1962,88,348
1962,89,341
1962,90,323
1962,91,303
1962,92,289
1962,93,276
1962,94,244
1962,95,202
1962,96,171
1962,97,175
1962,98,163
1962,99,152
1962,100,138
1963,0,1060
1963,1,1043
1963,2,1056
1963,3,1055
1963,4,1037
1963,5,1041
1963,6,1034
1963,7,1032
1963,8,1025
1963,9,1016
1963,10,1017
1963,11,1023
1963,12,1008
1963,13,1020
1963,14,1000
1963,15,979
1963,16,991
1963,17,966
1963,18,954
1963,19,953
1963,20,931
1963,21,925
1963,22,914
1963,23,874
1963,24,918
1963,25,918
1963,26,918
1963,27,914
1963,28,919
1963,29,916
1963,30,923
1963,31,952
1963,32,913
1963,33,938
1963,34,913
1963,35,907
1963,36,917
1963,37,917
1963,38,914
1963,39,926
1963,40,921
1963,41,944
1963,42,914
1963,43,961
1963,44,913
1963,45,907
1963,46,906
1963,47,924
1963,48,912
1963,49,918
1963,50,880
1963,51,914
1963,52,852
1963,53,924
1963,54,874
1963,55,859
1963,56,827
1963,57,814
1963,58,805
1963,59,814
1963,60,794
1963,61,838
1963,62,723
1963,63,824
1963,64,773
1963,65,759
1963,66,736
1963,67,718
1963,68,720
1963,69,730
1963,70,694
1963,71,721
1963,72,620
1963,73,719
1963,74,690
1963,75,650
1963,76,624
1963,77,581
1963,78,590
1963,79,598
1963,80,543
1963,81,519
1963,82,498
1963,83,479
1963,84,466
1963,85,444
1963,86,422
1963,87,407
1963,88,373
1963,89,339
1963,90,328
1963,91,299
1963,92,280
1963,93,261
1963,94,252
1963,95,234
1963,96,177
1963,97,148
1963,98,187
1963,99,156
1963,100,120
1964,0,1057
1964,1,1054
1964,2,1043
1964,3,1053
1964,4,1055
1964,5,1035
1964,6,1037
1964,7,1030
1964,8,1026
1964,9,1019
1964,10,1008
1964,11,1005
1964,12,1012
1964,13,998
1964,14,1009
1964,15,988
1964,16,969
1964,17,985
1964,18,957
1964,19,946
1964,20,947
1964,21,922
1964,22,920
1964,23,912
1964,24,875
1964,25,915
1964,26,915
1964,27,913
1964,28,911
1964,29,916
1964,30,913
1964,31,918
1964,32,947
1964,33,910
1964,34,937
1964,35,912
1964,36,905
1964,37,913
1964,38,915
1964,39,910
1964,40,924
1964,41,917
1964,42,943
1964,43,911
1964,44,957
1964,45,910
1964,46,905
1964,47,903
1964,48,923
1964,49,908
1964,50,917
1964,51,879
1964,52,912
1964,53,849
1964,54,922
1964,55,869
1964,56,854
1964,57,822
1964,58,810
1964,59,799
1964,60,808
1964,61,789
1964,62,833
1964,63,717
1964,64,815
1964,65,765
1964,66,751
1964,67,726
1964,68,710
1964,69,710
1964,70,718
1964,71,682
1964,72,707
1964,73,606
1964,74,701
1964,75,678
1964,76,637
1964,77,609
1964,78,567
1964,79,572
1964,80,527
1964,81,519
1964,82,497
1964,83,479
1964,84,460
1964,85,444
1964,86,429
1964,87,404
1964,88,388
1964,89,352
1964,90,312
1964,91,296
1964,92,265
1964,93,241
1964,94,216
1964,95,219
1964,96,221
1964,97,168
1964,98,151
1964,99,185
1964,100,114
1965,0,1064
1965,1,1050
1965,2,1053
1965,3,1042
1965,4,1050
1965,5,1056
1965,6,1033
1965,7,1034
1965,8,1025
1965,9,1020
1965,10,1012
1965,11,1000
1965,12,993
1965,13,1001
1965,14,987
1965,15,997
1965,16,974
1965,17,958
1965,18,979
1965,19,946
1965,20,936
1965,21,941
1965,22,913
1965,23,915
1965,24,910
1965,25,877
1965,26,911
1965,27,911
1965,28,907
1965,29,909
1965,30,914
1965,31,911
1965,32,914
1965,33,943
1965,34,908
1965,35,936
1965,36,912
1965,37,903
1965,38,910
1965,39,913
1965,40,907
1965,41,922
1965,42,912
1965,43,942
1965,44,909
1965,45,953
1965,46,906
1965,47,903
1965,48,900
1965,49,923
1965,50,904
1965,51,917
1965,52,877
1965,53,909
1965,54,846
1965,55,918
1965,56,863
1965,57,848
1965,58,816
1965,59,805
1965,60,793
1965,61,803
1965,62,785
1965,63,827
1965,64,712
1965,65,805
1965,66,756
1965,67,744
1965,68,717
1965,69,704
1965,70,701
1965,71,707
1965,72,672
1965,73,694
1965,74,592
1965,75,682
1965,76,667
1965,77,623
1965,78,590
1965,79,551
1965,80,529
1965,81,509
1965,82,501
1965,83,482
1965,84,463
1965,85,441
1965,86,427
1965,87,412
1965,88,386
1965,89,376
1965,90,332
1965,91,281
1965,92,278
1965,93,248
1965,94,225
1965,95,211
1965,96,205
1965,97,212
1965,98,180
1965,99,175
1965,100,156
1966,0,1057
1966,1,1055
1966,2,1048
1966,3,1052
1966,4,1042
1966,5,1047
1966,6,1056
1966,7,1030
1966,8,1030
1966,9,1021
1966,10,1014
1966,11,1006
1966,12,992
1966,13,980
1966,14,989
1966,15,976
1966,16,984
1966,17,960
1966,18,946
1966,19,972
1966,20,936
1966,21,926
1966,22,935
1966,23,903
1966,24,910
1966,25,907
1966,26,878
1966,27,908
1966,28,906
1966,29,901
1966,30,907
1966,31,911
1966,32,909
1966,33,910
1966,34,939
1966,35,905
1966,36,934
1966,37,912
1966,38,902
1966,39,907
1966,40,911
1966,41,904
1966,42,920
1966,43,907
1966,44,940
1966,45,906
1966,46,948
1966,47,902
1966,48,902
1966,49,896
1966,50,921
1966,51,899
1966,52,916
1966,53,874
1966,54,906
1966,55,842
1966,56,914
1966,57,857
1966,58,843
1966,59,809
1966,60,799
1966,61,786
1966,62,795
1966,63,779
1966,64,820
1966,65,705
1966,66,795
1966,67,746
1966,68,736
1966,69,708
1966,70,696
1966,71,691
1966,72,696
1966,73,662
1966,74,682
1966,75,578
1966,76,665
1966,77,654
1966,78,606
1966,79,569
1966,80,533
1966,81,513
1966,82,491
1966,83,484
1966,84,460
1966,85,439
1966,86,421
1966,87,408
1966,88,392
1966,89,364
1966,90,350
1966,91,302
1966,92,259
1966,93,257
1966,94,222
1966,95,198
1966,96,196
1966,97,194
1966,98,180
1966,99,138
1966,100,143
1967,0,1063
1967,1,1048
1967,2,1050
1967,3,1045
1967,4,1050
1967,5,1042
1967,6,1044
1967,7,1057
1967,8,1028
1967,9,1026
1967,10,1016
1967,11,1008
1967,12,999
1967,13,983
1967,14,968
1967,15,977
1967,16,964
1967,17,971
1967,18,944
1967,19,934
1967,20,965
1967,21,925
1967,22,916
1967,23,927
1967,24,893
1967,25,904
1967,26,905
1967,27,879
1967,28,904
1967,29,902
1967,30,895
1967,31,904
1967,32,908
1967,33,906
1967,34,905
1967,35,935
1967,36,903
1967,37,933
1967,38,911
1967,39,899
1967,40,903
1967,41,908
1967,42,900
1967,43,917
1967,44,901
1967,45,938
1967,46,904
1967,47,943
1967,48,898
1967,49,899
1967,50,891
1967,51,919
1967,52,894
1967,53,914
1967,54,870
1967,55,902
1967,56,837
1967,57,908
1967,58,849
1967,59,835
1967,60,800
1967,61,792
1967,62,778
1967,63,786
1967,64,771
1967,65,811
1967,66,698
1967,67,782
1967,68,734
1967,69,726
1967,70,696
1967,71,687
1967,72,680
1967,73,684
1967,74,653
1967,75,669
1967,76,562
1967,77,646
1967,78,639
1967,79,588
1967,80,522
1967,81,514
1967,82,489
1967,83,468
1967,84,464
1967,85,441
1967,86,422
1967,87,405
1967,88,383
1967,89,370
1967,90,343
1967,91,317
1967,92,273
1967,93,238
1967,94,230
1967,95,209
1967,96,191
1967,97,196
1967,98,192
1967,99,132
1967,100,116
1968,0,1049
1968,1,1052
1968,2,1045
1968,3,1045
1968,4,1043
1968,5,1049
1968,6,1041
1968,7,1041
1968,8,1057
1968,9,1025
1968,10,1022
1968,11,1011
1968,12,1002
1968,13,992
1968,14,975
1968,15,955
1968,16,964
1968,17,952
1968,18,957
1968,19,929
1968,20,920
1968,21,958
1968,22,913
1968,23,905
1968,24,920
1968,25,881
1968,26,898
1968,27,902
1968,28,881
1968,29,901
1968,30,897
1968,31,888
1968,32,901
1968,33,905
1968,34,903
1968,35,900
1968,36,930
1968,37,901
1968,38,931
1968,39,910
1968,40,897
1968,41,899
1968,42,905
1968,43,896
1968,44,914
1968,45,895
1968,46,936
1968,47,901
1968,48,938
1968,49,894
1968,50,896
1968,51,887
1968,52,917
1968,53,888
1968,54,912
1968,55,866
1968,56,898
1968,57,833
1968,58,903
1968,59,840
1968,60,828
1968,61,792
1968,62,786
1968,63,770
1968,64,777
1968,65,764
1968,66,803
1968,67,690
1968,68,770
1968,69,723
1968,70,716
1968,71,684
1968,72,678
1968,73,668
1968,74,671
1968,75,640
1968,76,657
1968,77,548
1968,78,629
1968,79,628
1968,80,533
1968,81,502
1968,82,492
1968,83,467
1968,84,448
1968,85,446
1968,86,421
1968,87,406
1968,88,393
1968,89,368
1968,90,357
1968,91,328
1968,92,295
1968,93,247
1968,94,218
1968,95,222
1968,96,192
1968,97,187
1968,98,211
1968,99,207
1968,100,100
1969,0,1063
1969,1,1043
1969,2,1045
1969,3,1041
1969,4,1040
1969,5,1040
1969,6,1048
1969,7,1041
1969,8,1038
1969,9,1058
1969,10,1022
1969,11,1019
1969,12,1006
1969,13,995
1969,14,985
1969,15,966
1969,16,941
1969,17,951
1969,18,940
1969,19,943
1969,20,912
1969,21,906
1969,22,950
1969,23,901
1969,24,892
1969,25,911
1969,26,869
1969,27,891
1969,28,899
1969,29,882
1969,30,896
1969,31,892
1969,32,881
1969,33,899
1969,34,901
1969,35,899
1969,36,896
1969,37,926
