Country,Year,Age,PopMale,PopFemale,PopTotal,RelMasc
Portugal,1970,83,4858,10519,15377,46.1831
Portugal,1970,84,3979,8783,12762,45.3034
Portugal,1970,85,3122,7240,10362,43.1215
Portugal,1970,86,2417,5898,8315,40.98
Portugal,1970,87,1893,4762,6655,39.7522
Portugal,1970,88,1436,3866,5302,37.1443
Portugal,1970,89,1072,2969,4041,36.1064
Portugal,1970,90,759,2195,2954,34.5786
Portugal,1970,91,530,1642,2172,32.2777
Portugal,1970,92,394,1232,1626,31.9805
Portugal,1970,93,266,869,1135,30.6099
Portugal,1970,94,175,623,798,28.0899
Portugal,1970,95,101,444,545,22.7477
Portugal,1970,96,53,286,339,18.5315
Portugal,1970,97,37,188,225,19.6809
Portugal,1970,98,21,122,143,17.2131
Portugal,1970,99,10,67,77,14.9254
Portugal,1970,100,12,82,94,14.6341
Portugal,1971,0,73806,70340,144146,104.9275
Portugal,1971,1,74774,71451,146225,104.6507
Portugal,1971,2,83358,80712,164070,103.2783
Portugal,1971,3,83928,80907,164835,103.7339
Portugal,1971,4,86191,83595,169786,103.1054
Portugal,1971,5,87164,84429,171593,103.2394
Portugal,1971,6,86668,84265,170933,102.8517
Portugal,1971,7,85293,82486,167779,103.403
Portugal,1971,8,88738,84924,173662,104.4911
Portugal,1971,9,84656,81372,166028,104.0358
Portugal,1971,10,87669,84982,172651,103.1618
Portugal,1971,11,82335,77800,160135,105.829
Portugal,1971,12,83780,82380,166160,101.6994
Portugal,1971,13,79327,78504,157831,101.0484
Portugal,1971,14,77929,78215,156144,99.6343
Portugal,1971,15,75381,76724,152105,98.2496
Portugal,1971,16,73552,75751,149303,97.0971
Portugal,1971,17,70594,74532,145126,94.7164
Portugal,1971,18,72662,79458,152120,91.4471
Portugal,1971,19,63846,69211,133057,92.2483
Portugal,1971,20,68266,74590,142856,91.5217
Portugal,1971,21,60430,66271,126701,91.1862
Portugal,1971,22,61179,69717,130896,87.7533
Portugal,1971,23,53838,61384,115222,87.7069
Portugal,1971,24,54641,58543,113184,93.3348
Portugal,1971,25,54592,62454,117046,87.4115
Portugal,1971,26,49048,56667,105715,86.5548
Portugal,1971,27,49247,55107,104354,89.3661
Portugal,1971,28,46932,55600,102532,84.4101
Portugal,1971,29,42193,48111,90304,87.6993
Portugal,1971,30,53172,59482,112654,89.3917
Portugal,1971,31,46106,52075,98181,88.5377
Portugal,1971,32,50249,56627,106876,88.7368
Portugal,1971,33,50307,57028,107335,88.2146
Portugal,1971,34,50273,58052,108325,86.5999
Portugal,1971,35,55392,62023,117415,89.3088
Portugal,1971,36,50553,56528,107081,89.43
Portugal,1971,37,51303,57452,108755,89.2972
Portugal,1971,38,54894,62000,116894,88.5387
Portugal,1971,39,50606,55282,105888,91.5416
Portugal,1971,40,59293,66498,125791,89.1651
Portugal,1971,41,47657,51509,99166,92.5217
Portugal,1971,42,53748,59242,112990,90.7262
Portugal,1971,43,49310,55448,104758,88.9302
Portugal,1971,44,51054,57601,108655,88.6339
Portugal,1971,45,53707,59910,113617,89.6461
Portugal,1971,46,48195,54635,102830,88.2127
Portugal,1971,47,47271,52239,99510,90.4899
Portugal,1971,48,48265,54988,103253,87.7737
Portugal,1971,49,45655,49127,94782,92.9326
Portugal,1971,50,55158,61804,116962,89.2467
Portugal,1971,51,36208,39261,75469,92.2238
Portugal,1971,52,39436,44868,84304,87.8934
Portugal,1971,53,39664,44702,84366,88.7298
Portugal,1971,54,39092,44865,83957,87.1325
Portugal,1971,55,43934,48322,92256,90.9193
Portugal,1971,56,41474,47792,89266,86.7802
Portugal,1971,57,40516,44888,85404,90.2602
Portugal,1971,58,41785,48966,90751,85.3347
Portugal,1971,59,38475,43675,82150,88.0939
Portugal,1971,60,47762,58519,106281,81.6179
Portugal,1971,61,34154,38652,72806,88.3628
Portugal,1971,62,35819,44010,79829,81.3883
Portugal,1971,63,34406,42919,77325,80.165
Portugal,1971,64,32062,41977,74039,76.3799
Portugal,1971,65,33973,44490,78463,76.361
Portugal,1971,66,29212,39373,68585,74.193
Portugal,1971,67,27474,36780,64254,74.6982
Portugal,1971,68,26680,36200,62880,73.7017
Portugal,1971,69,22944,29760,52704,77.0968
Portugal,1971,70,28449,42902,71351,66.3116
Portugal,1971,71,16639,22997,39636,72.3529
Portugal,1971,72,18450,27065,45515,68.1692
Portugal,1971,73,16006,23566,39572,67.9199
Portugal,1971,74,14835,23010,37845,64.472
Portugal,1971,75,14887,22840,37727,65.1795
Portugal,1971,76,11806,18765,30571,62.915
Portugal,1971,77,11447,17997,29444,63.605
Portugal,1971,78,11002,18106,29108,60.7644
Portugal,1971,79,7650,12429,20079,61.5496
Portugal,1971,80,8728,16198,24926,53.8832
Portugal,1971,81,7505,14396,21901,52.1325
Portugal,1971,82,6245,12498,18743,49.968
Portugal,1971,83,5132,10872,16004,47.2038
Portugal,1971,84,4044,9171,13215,44.0955
Portugal,1971,85,3251,7549,10800,43.0653
Portugal,1971,86,2533,6107,8640,41.477
Portugal,1971,87,1937,4886,6823,39.6439
Portugal,1971,88,1485,3865,5350,38.4217
Portugal,1971,89,1102,3064,4166,35.9661
Portugal,1971,90,810,2310,3120,35.0649
Portugal,1971,91,567,1704,2271,33.2746
Portugal,1971,92,388,1259,1647,30.8181
Portugal,1971,93,282,906,1188,31.1258
Portugal,1971,94,183,623,806,29.374
Portugal,1971,95,116,439,555,26.4237
Portugal,1971,96,65,314,379,20.7006
Portugal,1971,97,32,194,226,16.4948
Portugal,1971,98,23,120,143,19.1667
Portugal,1971,99,13,81,94,16.0494
Portugal,1971,100,11,91,102,12.0879
Portugal,1972,0,93004,88464,181468,105.132
Portugal,1972,1,73840,70690,144530,104.4561
Portugal,1972,2,75725,72381,148106,104.62
Portugal,1972,3,83510,80887,164397,103.2428
Portugal,1972,4,84088,81103,165191,103.6805
Portugal,1972,5,86320,83714,170034,103.113
Portugal,1972,6,87237,84577,171814,103.1451
Portugal,1972,7,86785,84511,171296,102.6908
Portugal,1972,8,85448,82746,168194,103.2654
Portugal,1972,9,88405,84839,173244,104.2033
Portugal,1972,10,84610,81468,166078,103.8567
Portugal,1972,11,87179,84571,171750,103.0838
Portugal,1972,12,81993,77800,159793,105.3895
Portugal,1972,13,83177,81810,164987,101.6709
Portugal,1972,14,78975,78131,157106,101.0802
Portugal,1972,15,77266,77488,154754,99.7135
Portugal,1972,16,74966,76165,151131,98.4258
Portugal,1972,17,73092,75120,148212,97.3003
Portugal,1972,18,70157,73819,143976,95.0392
Portugal,1972,19,71987,78325,150312,91.9081
Portugal,1972,20,63995,68956,132951,92.8056
Portugal,1972,21,67974,73756,141730,92.1606
Portugal,1972,22,60756,66175,126931,91.8111
Portugal,1972,23,61364,69384,130748,88.4411
Portugal,1972,24,54271,61529,115800,88.2039
Portugal,1972,25,54757,58809,113566,93.1099
Portugal,1972,26,54844,62576,117420,87.6438
Portugal,1972,27,49616,57106,106722,86.884
Portugal,1972,28,49754,55493,105247,89.6582
Portugal,1972,29,47427,55723,103150,85.1121
Portugal,1972,30,42971,48746,91717,88.1529
Portugal,1972,31,53178,59343,112521,89.6112
Portugal,1972,32,47009,52892,99901,88.8773
Portugal,1972,33,50797,57080,107877,88.9926
Portugal,1972,34,50816,57414,108230,88.508
Portugal,1972,35,50874,58457,109331,87.0281
Portugal,1972,36,55546,62096,117642,89.4518
Portugal,1972,37,50987,56938,107925,89.5483
Portugal,1972,38,51762,57876,109638,89.436
Portugal,1972,39,55072,62060,117132,88.7399
Portugal,1972,40,51198,55951,107149,91.5051
Portugal,1972,41,59026,66087,125113,89.3156
Portugal,1972,42,48288,52350,100638,92.2407
Portugal,1972,43,53797,59401,113198,90.5658
Portugal,1972,44,49684,55843,105527,88.9709
Portugal,1972,45,51404,57981,109385,88.6566
Portugal,1972,46,53675,59906,113581,89.5987
Portugal,1972,47,48627,55035,103662,88.3565
Portugal,1972,48,47605,52681,100286,90.3646
Portugal,1972,49,48377,54969,103346,88.0078
Portugal,1972,50,46015,49676,95691,92.6302
Portugal,1972,51,54455,61064,115519,89.1769
Portugal,1972,52,36629,39920,76549,91.756
Portugal,1972,53,39281,44721,84002,87.8357
Portugal,1972,54,39623,44784,84407,88.4758
Portugal,1972,55,39190,45049,84239,86.9942
Portugal,1972,56,43567,48225,91792,90.3411
Portugal,1972,57,41330,47802,89132,86.4608
Portugal,1972,58,40365,45087,85452,89.5269
Portugal,1972,59,41396,48697,90093,85.0073
Portugal,1972,60,38262,43944,82206,87.0699
Portugal,1972,61,46607,57318,103925,81.313
Portugal,1972,62,33985,39019,73004,87.0986
Portugal,1972,63,35185,43609,78794,80.6829
Portugal,1972,64,33710,42508,76218,79.3027
Portugal,1972,65,31367,41433,72800,75.7054
Portugal,1972,66,32841,43469,76310,75.5504
Portugal,1972,67,28316,38678,66994,73.2096
Portugal,1972,68,26545,36229,62774,73.27
Portugal,1972,69,25592,35356,60948,72.3838
Portugal,1972,70,22072,29284,51356,75.3722
Portugal,1972,71,26817,40990,67807,65.4233
Portugal,1972,72,15856,22591,38447,70.1872
Portugal,1972,73,17304,26052,43356,66.421
Portugal,1972,74,14915,22626,37541,65.9197
Portugal,1972,75,13675,21820,35495,62.6719
Portugal,1972,76,13578,21438,35016,63.3361
Portugal,1972,77,10699,17616,28315,60.7346
Portugal,1972,78,10249,16737,26986,61.2356
Portugal,1972,79,9759,16686,26445,58.4862
Portugal,1972,80,8906,16347,25253,54.4809
Portugal,1972,81,7587,14581,22168,52.0335
Portugal,1972,82,6441,12825,19266,50.2222
Portugal,1972,83,5274,10990,16264,47.9891
Portugal,1972,84,4234,9391,13625,45.0857
Portugal,1972,85,3278,7791,11069,42.0742
Portugal,1972,86,2597,6314,8911,41.1308
Portugal,1972,87,1984,5000,6984,39.68
Portugal,1972,88,1482,3903,5385,37.9708
Portugal,1972,89,1099,3029,4128,36.2826
Portugal,1972,90,796,2385,3181,33.3753
Portugal,1972,91,586,1753,2339,33.4284
Portugal,1972,92,390,1253,1643,31.1253
Portugal,1972,93,270,905,1175,29.8343
Portugal,1972,94,206,636,842,32.3899
Portugal,1972,95,121,430,551,28.1395
Portugal,1972,96,76,290,366,26.2069
Portugal,1972,97,44,198,242,22.2222
Portugal,1972,98,20,122,142,16.3934
Portugal,1972,99,15,75,90,20
Portugal,1972,100,14,96,110,14.5833
Portugal,1973,0,87381,82272,169653,106.2099
Portugal,1973,1,91365,87173,178538,104.8088
Portugal,1973,2,75143,71971,147114,104.4073
Portugal,1973,3,76855,73507,150362,104.5547
Portugal,1973,4,83756,81138,164894,103.2266
Portugal,1973,5,84306,81335,165641,103.6528
Portugal,1973,6,86482,83863,170345,103.123
Portugal,1973,7,87347,84768,172115,103.0424
Portugal,1973,8,86931,84788,171719,102.5275
Portugal,1973,9,85619,83014,168633,103.138
Portugal,1973,10,88087,84763,172850,103.9215
Portugal,1973,11,84576,81576,166152,103.6776
Portugal,1973,12,86689,84166,170855,102.9976
Portugal,1973,13,81649,77804,159453,104.9419
Portugal,1973,14,82577,81240,163817,101.6457
Portugal,1973,15,78618,77761,156379,101.1021
Portugal,1973,16,76598,76768,153366,99.7786
Portugal,1973,17,74550,75605,150155,98.6046
Portugal,1973,18,72618,74486,147104,97.4921
Portugal,1973,19,69706,73107,142813,95.3479
Portugal,1973,20,71319,77189,148508,92.3953
Portugal,1973,21,64167,68699,132866,93.4031
Portugal,1973,22,67705,72932,140637,92.833
Portugal,1973,23,61094,66091,127185,92.4392
Portugal,1973,24,61533,69051,130584,89.1124
Portugal,1973,25,54716,61664,116380,88.7325
Portugal,1973,26,54906,59073,113979,92.946
Portugal,1973,27,55118,62700,117818,87.9075
Portugal,1973,28,50201,57547,107748,87.2348
Portugal,1973,29,50278,55890,106168,89.9588
Portugal,1973,30,47932,55853,103785,85.8181
Portugal,1973,31,43754,49383,93137,88.6013
Portugal,1973,32,53182,59209,112391,89.8208
Portugal,1973,33,47915,53719,101634,89.1956
Portugal,1973,34,51349,57544,108893,89.2343
Portugal,1973,35,51324,57810,109134,88.7805
Portugal,1973,36,51480,58860,110340,87.4618
Portugal,1973,37,55700,62173,117873,89.5887
Portugal,1973,38,51421,57357,108778,89.6508
Portugal,1973,39,52241,58328,110569,89.5642
Portugal,1973,40,55286,62146,117432,88.9615
Portugal,1973,41,51831,56622,108453,91.5386
Portugal,1973,42,58792,65669,124461,89.5278
Portugal,1973,43,48929,53183,102112,92.0012
Portugal,1973,44,53856,59561,113417,90.4216
Portugal,1973,45,50080,56237,106317,89.0517
Portugal,1973,46,51778,58358,110136,88.7248
Portugal,1973,47,53671,59925,113596,89.5636
Portugal,1973,48,49061,55444,104505,88.4875
Portugal,1973,49,47906,53126,101032,90.1743
Portugal,1973,50,48455,54978,103433,88.1353
Portugal,1973,51,46359,50239,96598,92.2769
Portugal,1973,52,53740,60318,114058,89.0945
Portugal,1973,53,37045,40565,77610,91.3226
Portugal,1973,54,39115,44564,83679,87.7726
Portugal,1973,55,39564,44865,84429,88.1846
Portugal,1973,56,39303,45238,84541,86.8805
Portugal,1973,57,43221,48131,91352,89.7987
Portugal,1973,58,41189,47791,88980,86.1857
Portugal,1973,59,40207,45287,85494,88.7827
Portugal,1973,60,40994,48430,89424,84.6459
Portugal,1973,61,38068,44186,82254,86.154
Portugal,1973,62,45431,56100,101531,80.9822
Portugal,1973,63,33778,39360,73138,85.8181
Portugal,1973,64,34562,43185,77747,80.0324
Portugal,1973,65,33024,42084,75108,78.4716
Portugal,1973,66,30696,40902,71598,75.0477
Portugal,1973,67,31726,42454,74180,74.7303
Portugal,1973,68,27430,37970,65400,72.2412
Portugal,1973,69,25696,35658,61354,72.0624
Portugal,1973,70,24573,34491,59064,71.2447
Portugal,1973,71,21234,28811,50045,73.701
Portugal,1973,72,25239,39096,64335,64.5565
Portugal,1973,73,15126,22199,37325,68.1382
Portugal,1973,74,16234,25011,41245,64.9074
Portugal,1973,75,13890,21650,35540,64.157
Portugal,1973,76,12643,20686,33329,61.1186
Portugal,1973,77,12444,20149,32593,61.7599
Portugal,1973,78,9691,16521,26212,58.6587
Portugal,1973,79,9189,15522,24711,59.1998
Portugal,1973,80,9148,17081,26229,53.5566
Portugal,1973,81,7808,14879,22687,52.4766
Portugal,1973,82,6560,13097,19657,50.0878
Portugal,1973,83,5512,11358,16870,48.5297
Portugal,1973,84,4465,9647,14112,46.2838
Portugal,1973,85,3507,8090,11597,43.3498
Portugal,1973,86,2678,6614,9292,40.4899
Portugal,1973,87,2070,5249,7319,39.4361
Portugal,1973,88,1535,4078,5613,37.641
Portugal,1973,89,1108,3112,4220,35.6041
Portugal,1973,90,812,2365,3177,34.334
Portugal,1973,91,597,1840,2437,32.4457
Portugal,1973,92,424,1327,1751,31.9518
Portugal,1973,93,277,934,1211,29.6574
Portugal,1973,94,201,665,866,30.2256
Portugal,1973,95,145,458,603,31.6594
Portugal,1973,96,79,295,374,26.7797
Portugal,1973,97,49,189,238,25.9259
Portugal,1973,98,28,128,156,21.875
Portugal,1973,99,11,78,89,14.1026
Portugal,1973,100,16,101,117,15.8416
Portugal,1974,0,85634,81294,166928,105.3386
Portugal,1974,1,86397,81795,168192,105.6263
Portugal,1974,2,90651,86550,177201,104.7383
Portugal,1974,3,76577,73349,149926,104.4009
Portugal,1974,4,78051,74658,152709,104.5447
Portugal,1974,5,84023,81406,165429,103.2148
Portugal,1974,6,84536,81584,166120,103.6184
Portugal,1974,7,86647,84016,170663,103.1315
Portugal,1974,8,87458,84949,172407,102.9535
Portugal,1974,9,87077,85059,172136,102.3725
Portugal,1974,10,85780,83285,169065,102.9957
Portugal,1974,11,87763,84690,172453,103.6285
Portugal,1974,12,84544,81681,166225,103.5051
Portugal,1974,13,86195,83764,169959,102.9022
Portugal,1974,14,81285,77810,159095,104.466
Portugal,1974,15,81957,80665,162622,101.6017
Portugal,1974,16,78252,77386,155638,101.1191
Portugal,1974,17,75917,76047,151964,99.8291
Portugal,1974,18,74113,75042,149155,98.762
Portugal,1974,19,72121,73846,145967,97.6641
Portugal,1974,20,69234,72390,141624,95.6403
Portugal,1974,21,70651,76048,146699,92.9032
Portugal,1974,22,64354,68443,132797,94.0257
Portugal,1974,23,67454,72106,139560,93.5484
Portugal,1974,24,61425,66003,127428,93.064
Portugal,1974,25,61701,68725,130426,89.7796
Portugal,1974,26,55162,61803,116965,89.2546
Portugal,1974,27,55047,59333,114380,92.7764
Portugal,1974,28,55389,62826,118215,88.1625
Portugal,1974,29,50769,57990,108759,87.5479
Portugal,1974,30,50766,56283,107049,90.1978
Portugal,1974,31,48420,55986,104406,86.4859
Portugal,1974,32,44529,50018,94547,89.026
Portugal,1974,33,53165,59069,112234,90.0049
Portugal,1974,34,48805,54542,103347,89.4815
Portugal,1974,35,51906,58003,109909,89.4885
Portugal,1974,36,51830,58199,110029,89.0565
Portugal,1974,37,52081,59248,111329,87.9034
Portugal,1974,38,55864,62228,118092,89.7731
Portugal,1974,39,51843,57759,109602,89.7574
Portugal,1974,40,52679,58756,111435,89.6572
Portugal,1974,41,55451,62204,117655,89.1438
Portugal,1974,42,52410,57265,109675,91.5219
Portugal,1974,43,58510,65232,123742,89.6952
Portugal,1974,44,49542,54007,103549,91.7326
Portugal,1974,45,53875,59717,113592,90.2172
Portugal,1974,46,50430,56628,107058,89.0549
Portugal,1974,47,52131,58717,110848,88.7835
Portugal,1974,48,53645,59910,113555,89.5426
Portugal,1974,49,49470,55831,105301,88.6067
Portugal,1974,50,48199,53538,101737,90.0276
Portugal,1974,51,48523,54940,103463,88.32
Portugal,1974,52,46674,50770,97444,91.9322
Portugal,1974,53,52960,59549,112509,88.9352
Portugal,1974,54,37440,41199,78639,90.876
Portugal,1974,55,38973,44383,83356,87.8106
Portugal,1974,56,39497,44896,84393,87.9744
Portugal,1974,57,39350,45382,84732,86.7084
Portugal,1974,58,42799,47999,90798,89.1664
Portugal,1974,59,40981,47753,88734,85.8187
Portugal,1974,60,39993,45452,85445,87.9895
Portugal,1974,61,40583,48101,88684,84.3704
Portugal,1974,62,37847,44373,82220,85.2929
Portugal,1974,63,44197,54820,99017,80.622
Portugal,1974,64,33526,39633,73159,84.5911
Portugal,1974,65,33898,42699,76597,79.3883
Portugal,1974,66,32264,41595,73859,77.567
Portugal,1974,67,29919,40297,70216,74.2462
Portugal,1974,68,30494,41365,71859,73.7193
Portugal,1974,69,26413,37155,63568,71.0887
Portugal,1974,70,24714,34976,59690,70.6599
Portugal,1974,71,23457,33534,56991,69.9499
Portugal,1974,72,20280,28211,48491,71.8869
Portugal,1974,73,23563,37055,60618,63.5893
Portugal,1974,74,14323,21651,35974,66.154
Portugal,1974,75,15047,23825,38872,63.1563
Portugal,1974,76,12814,20556,33370,62.337
Portugal,1974,77,11527,19433,30960,59.3166
Portugal,1974,78,11191,18688,29879,59.8833
Portugal,1974,79,8658,15231,23889,56.8446
Portugal,1974,80,9405,17275,26680,54.4428
Portugal,1974,81,8002,15463,23465,51.7493
Portugal,1974,82,6720,13307,20027,50.4997
Portugal,1974,83,5548,11544,17092,48.0596
Portugal,1974,84,4576,9871,14447,46.358
Portugal,1974,85,3649,8277,11926,44.086
Portugal,1974,86,2827,6811,9638,41.5064
Portugal,1974,87,2119,5474,7593,38.7103
Portugal,1974,88,1598,4249,5847,37.6088
Portugal,1974,89,1145,3233,4378,35.416
Portugal,1974,90,802,2425,3227,33.0722
Portugal,1974,91,598,1806,2404,33.1118
Portugal,1974,92,433,1399,1832,30.9507
Portugal,1974,93,303,999,1302,30.3303
Portugal,1974,94,189,676,865,27.9586
Portugal,1974,95,135,467,602,28.9079
Portugal,1974,96,96,323,419,29.7214
Portugal,1974,97,50,199,249,25.1256
Portugal,1974,98,31,114,145,27.193
Portugal,1974,99,16,75,91,21.3333
Portugal,1974,100,16,103,119,15.534
Portugal,1975,0,85505,82016,167521,104.254
Portugal,1975,1,85006,81036,166042,104.8991
Portugal,1975,2,86495,82145,168640,105.2955
Portugal,1975,3,90132,86106,176238,104.6756
Portugal,1975,4,78066,74793,152859,104.3761
Portugal,1975,5,79275,75854,155129,104.51
Portugal,1975,6,84321,81693,166014,103.2169
Portugal,1975,7,84790,81841,166631,103.6033
Portugal,1975,8,86839,84187,171026,103.1501
Portugal,1975,9,87589,85139,172728,102.8776
Portugal,1975,10,87234,85332,172566,102.2289
Portugal,1975,11,85951,83560,169511,102.8614
Portugal,1975,12,87447,84616,172063,103.3457
Portugal,1975,13,84510,81786,166296,103.3306
Portugal,1975,14,85699,83360,169059,102.8059
Portugal,1975,15,80925,77818,158743,103.9926
Portugal,1975,16,81325,80095,161420,101.5357
Portugal,1975,17,77858,77007,154865,101.1051
Portugal,1975,18,75221,75317,150538,99.8725
Portugal,1975,19,73658,74475,148133,98.903
Portugal,1975,20,71597,73203,144800,97.8061
Portugal,1975,21,68742,71671,140413,95.9133
Portugal,1975,22,69966,74910,144876,93.4001
Portugal,1975,23,64531,68187,132718,94.6383
Portugal,1975,24,67175,71279,138454,94.2423
Portugal,1975,25,61726,65913,127639,93.6477
Portugal,1975,26,61858,68395,130253,90.4423
Portugal,1975,27,55607,61948,117555,89.764
Portugal,1975,28,55185,59602,114787,92.5892
Portugal,1975,29,55661,62956,118617,88.4125
Portugal,1975,30,51339,58435,109774,87.8566
Portugal,1975,31,51266,56668,107934,90.4673
Portugal,1975,32,48910,56095,105005,87.1914
Portugal,1975,33,45301,50644,95945,89.4499
Portugal,1975,34,53153,58933,112086,90.1923
Portugal,1975,35,49682,55350,105032,89.7597
Portugal,1975,36,52444,58447,110891,89.7292
Portugal,1975,37,52321,58591,110912,89.2987
Portugal,1975,38,52640,59640,112280,88.2629
Portugal,1975,39,55989,62276,118265,89.9046
Portugal,1975,40,52262,58153,110415,89.8698
Portugal,1975,41,53115,59186,112301,89.7425
Portugal,1975,42,55591,62269,117860,89.2756
Portugal,1975,43,52950,57915,110865,91.4271
Portugal,1975,44,58184,64795,122979,89.7971
Portugal,1975,45,50118,54821,104939,91.4212
Portugal,1975,46,53877,59847,113724,90.0246
Portugal,1975,47,50765,56998,107763,89.0645
Portugal,1975,48,52452,59072,111524,88.7933
Portugal,1975,49,53568,59887,113455,89.4485
Portugal,1975,50,49825,56189,106014,88.6739
Portugal,1975,51,48483,53925,102408,89.9082
Portugal,1975,52,48550,54884,103434,88.4593
Portugal,1975,53,46921,51266,98187,91.5246
Portugal,1975,54,52164,58759,110923,88.7762
Portugal,1975,55,37794,41818,79612,90.3773
Portugal,1975,56,38778,44195,82973,87.743
Portugal,1975,57,39386,44945,84331,87.6315
Portugal,1975,58,39341,45533,84874,86.4011
Portugal,1975,59,42336,47832,90168,88.5098
Portugal,1975,60,40725,47658,88383,85.4526
Portugal,1975,61,39706,45555,85261,87.1606
Portugal,1975,62,40051,47709,87760,83.9485
Portugal,1975,63,37496,44478,81974,84.3024
Portugal,1975,64,42889,53453,96342,80.2368
Portugal,1975,65,33162,39839,73001,83.24
Portugal,1975,66,33103,42158,75261,78.5213
Portugal,1975,67,31403,41047,72450,76.505
Portugal,1975,68,29035,39604,68639,73.3133
Portugal,1975,69,29162,40153,69315,72.6272
Portugal,1975,70,25296,36251,61547,69.7801
Portugal,1975,71,23632,34218,57850,69.0631
Portugal,1975,72,22262,32480,54742,68.5406
Portugal,1975,73,19254,27491,46745,70.0375
Portugal,1975,74,21780,34864,56644,62.4713
Portugal,1975,75,13434,20908,34342,64.2529
Portugal,1975,76,13804,22453,36257,61.4795
Portugal,1975,77,11633,19408,31041,59.9392
Portugal,1975,78,10370,18147,28517,57.1444
Portugal,1975,79,9948,17195,27143,57.854
Portugal,1975,80,8981,16693,25674,53.801
Portugal,1975,81,8183,15572,23755,52.5494
Portugal,1975,82,6872,13814,20686,49.7466
Portugal,1975,83,5658,11695,17353,48.3796
Portugal,1975,84,4585,10002,14587,45.8408
Portugal,1975,85,3705,8394,12099,44.1387
Portugal,1975,86,2934,6935,9869,42.3071
Portugal,1975,87,2232,5589,7821,39.9356
Portugal,1975,88,1654,4413,6067,37.4802
Portugal,1975,89,1217,3344,4561,36.3935
Portugal,1975,90,842,2474,3316,34.034
Portugal,1975,91,571,1840,2411,31.0326
Portugal,1975,92,419,1354,1773,30.9453
Portugal,1975,93,299,1022,1321,29.2564
Portugal,1975,94,205,710,915,28.8732
Portugal,1975,95,122,466,588,26.1803
Portugal,1975,96,82,316,398,25.9494
Portugal,1975,97,61,207,268,29.4686
Portugal,1975,98,33,122,155,27.0492
Portugal,1975,99,18,64,82,28.125
Portugal,1975,100,17,98,115,17.3469
Portugal,1976,0,90049,84381,174430,106.7172
Portugal,1976,1,85038,81767,166805,104.0004
Portugal,1976,2,85207,81357,166564,104.7322
Portugal,1976,3,86702,82581,169283,104.9903
Portugal,1976,4,89643,85683,175326,104.6217
Portugal,1976,5,79577,76255,155832,104.3564
Portugal,1976,6,80507,77059,157566,104.4745
Portugal,1976,7,84616,81987,166603,103.2066
Portugal,1976,8,85043,82105,167148,103.5783
Portugal,1976,9,87026,84356,171382,103.1652
Portugal,1976,10,87722,85338,173060,102.7936
Portugal,1976,11,87401,85613,173014,102.0885
Portugal,1976,12,86138,83836,169974,102.7458
Portugal,1976,13,87131,84548,171679,103.0551
Portugal,1976,14,84462,81892,166354,103.1383
Portugal,1976,15,85192,82955,168147,102.6966
Portugal,1976,16,80535,77820,158355,103.4888
Portugal,1976,17,80660,79517,160177,101.4374
Portugal,1976,18,77437,76624,154061,101.061
Portugal,1976,19,74477,74589,149066,99.8498
Portugal,1976,20,73150,73908,147058,98.9744
Portugal,1976,21,71052,72557,143609,97.9258
Portugal,1976,22,68243,70946,139189,96.1901
Portugal,1976,23,69254,73770,143024,93.8783
Portugal,1976,24,64652,67926,132578,95.18
Portugal,1976,25,66857,70444,137301,94.908
Portugal,1976,26,62019,65824,127843,94.2194
Portugal,1976,27,62016,68061,130077,91.1183
Portugal,1976,28,56028,62085,118113,90.244
Portugal,1976,29,55303,59867,115170,92.3764
Portugal,1976,30,55925,63075,119000,88.6643
Portugal,1976,31,51895,58871,110766,88.1504
Portugal,1976,32,51748,57057,108805,90.6953
Portugal,1976,33,49378,56222,105600,87.8268
Portugal,1976,34,46044,51276,97320,89.7964
Portugal,1976,35,53104,58788,111892,90.3314
Portugal,1976,36,50517,56165,106682,89.9439
Portugal,1976,37,52943,58891,111834,89.9
Portugal,1976,38,52793,58966,111759,89.5313
Portugal,1976,39,53200,60019,113219,88.6386
Portugal,1976,40,56084,62314,118398,90.0022
Portugal,1976,41,52630,58540,111170,89.9043
Portugal,1976,42,53492,59608,113100,89.7396
Portugal,1976,43,55663,62321,117984,89.3166
Portugal,1976,44,53458,58545,112003,91.311
Portugal,1976,45,57837,64331,122168,89.9053
Portugal,1976,46,50664,55608,106272,91.1092
Portugal,1976,47,53824,59959,113783,89.768
Portugal,1976,48,50993,57341,108334,88.9294
Portugal,1976,49,52645,59389,112034,88.6444
Portugal,1976,50,53400,59837,113237,89.2424
Portugal,1976,51,50139,56535,106674,88.6867
Portugal,1976,52,48695,54304,102999,89.6711
Portugal,1976,53,48499,54803,103302,88.497
Portugal,1976,54,47089,51745,98834,91.002
Portugal,1976,55,51258,57941,109199,88.4659
Portugal,1976,56,38079,42399,80478,89.8111
Portugal,1976,57,38485,43970,82455,87.5256
Portugal,1976,58,39163,44956,84119,87.1141
Portugal,1976,59,39242,45618,84860,86.0231
Portugal,1976,60,41735,47601,89336,87.6767
Portugal,1976,61,40320,47528,87848,84.8342
Portugal,1976,62,39271,45665,84936,85.998
Portugal,1976,63,39369,47307,86676,83.2202
Portugal,1976,64,37027,44546,81573,83.1208
Portugal,1976,65,41463,52084,93547,79.6079
Portugal,1976,66,32701,40043,72744,81.6647
Portugal,1976,67,32237,41587,73824,77.517
