Country,Year,Age,PopMale,PopFemale,PopTotal,RelMasc
Portugal,2009,89,5329,12034,17363,44.2829
Portugal,2009,90,4139,9730,13869,42.5385
Portugal,2009,91,3372,8334,11706,40.4608
Portugal,2009,92,2631,7224,9855,36.4203
Portugal,2009,93,1991,5694,7685,34.9666
Portugal,2009,94,1408,4290,5698,32.8205
Portugal,2009,95,970,3396,4366,28.563
Portugal,2009,96,649,2376,3025,27.3148
Portugal,2009,97,441,1582,2023,27.8761
Portugal,2009,98,289,1115,1404,25.9193
Portugal,2009,99,145,662,807,21.9033
Portugal,2009,100,196,996,1192,19.6787
Portugal,2010,0,50321,48438,98759,103.8874
Portugal,2010,1,52839,50172,103011,105.3157
Portugal,2010,2,51523,49294,100817,104.5218
Portugal,2010,3,52669,50823,103492,103.6322
Portugal,2010,4,55135,52188,107323,105.6469
Portugal,2010,5,54120,51828,105948,104.4223
Portugal,2010,6,55600,52978,108578,104.9492
Portugal,2010,7,56116,53301,109417,105.2813
Portugal,2010,8,55798,52978,108776,105.323
Portugal,2010,9,59805,56668,116473,105.5358
Portugal,2010,10,58189,55850,114039,104.188
Portugal,2010,11,56715,54203,110918,104.6344
Portugal,2010,12,56359,54428,110787,103.5478
Portugal,2010,13,56717,53396,110113,106.2196
Portugal,2010,14,56388,53127,109515,106.1381
Portugal,2010,15,56453,53317,109770,105.8818
Portugal,2010,16,58358,56130,114488,103.9694
Portugal,2010,17,58688,56900,115588,103.1424
Portugal,2010,18,59912,57420,117332,104.34
Portugal,2010,19,59563,57522,117085,103.5482
Portugal,2010,20,58639,56964,115603,102.9405
Portugal,2010,21,59448,57789,117237,102.8708
Portugal,2010,22,59300,57943,117243,102.342
Portugal,2010,23,60085,59089,119174,101.6856
Portugal,2010,24,61725,60817,122542,101.493
Portugal,2010,25,65700,65293,130993,100.6233
Portugal,2010,26,66902,66808,133710,100.1407
Portugal,2010,27,69406,70645,140051,98.2462
Portugal,2010,28,70054,71740,141794,97.6498
Portugal,2010,29,72910,75218,148128,96.9316
Portugal,2010,30,73197,75270,148467,97.2459
Portugal,2010,31,75122,77995,153117,96.3164
Portugal,2010,32,81564,84057,165621,97.0342
Portugal,2010,33,83338,86545,169883,96.2944
Portugal,2010,34,83722,86126,169848,97.2087
Portugal,2010,35,81823,85627,167450,95.5575
Portugal,2010,36,79822,83126,162948,96.0253
Portugal,2010,37,80067,83515,163582,95.8714
Portugal,2010,38,79574,82774,162348,96.1341
Portugal,2010,39,77494,80070,157564,96.7828
Portugal,2010,40,75777,78418,154195,96.6322
Portugal,2010,41,75522,78137,153659,96.6533
Portugal,2010,42,75049,79118,154167,94.857
Portugal,2010,43,76028,80215,156243,94.7803
Portugal,2010,44,76650,80738,157388,94.9367
Portugal,2010,45,77115,81847,158962,94.2185
Portugal,2010,46,75133,79907,155040,94.0256
Portugal,2010,47,74902,79710,154612,93.9681
Portugal,2010,48,74476,79305,153781,93.9109
Portugal,2010,49,74335,78161,152496,95.105
Portugal,2010,50,70645,75145,145790,94.0116
Portugal,2010,51,70130,75224,145354,93.2282
Portugal,2010,52,69303,74040,143343,93.6021
Portugal,2010,53,66986,71961,138947,93.0865
Portugal,2010,54,67030,73136,140166,91.6512
Portugal,2010,55,65024,70489,135513,92.247
Portugal,2010,56,62915,69229,132144,90.8795
Portugal,2010,57,63622,70940,134562,89.6842
Portugal,2010,58,64023,69798,133821,91.7261
Portugal,2010,59,62536,68599,131135,91.1617
Portugal,2010,60,61035,66876,127911,91.2659
Portugal,2010,61,61102,69419,130521,88.0191
Portugal,2010,62,54286,62655,116941,86.6427
Portugal,2010,63,53780,62910,116690,85.4872
Portugal,2010,64,54682,65425,120107,83.5797
Portugal,2010,65,51402,61414,112816,83.6975
Portugal,2010,66,49446,58682,108128,84.2609
Portugal,2010,67,45816,55227,101043,82.9594
Portugal,2010,68,44788,54305,99093,82.4749
Portugal,2010,69,45267,55378,100645,81.7418
Portugal,2010,70,45367,56568,101935,80.1991
Portugal,2010,71,44923,55888,100811,80.3804
Portugal,2010,72,42406,55006,97412,77.0934
Portugal,2010,73,43656,56787,100443,76.8767
Portugal,2010,74,41500,55762,97262,74.4234
Portugal,2010,75,38235,52064,90299,73.4385
Portugal,2010,76,36762,51732,88494,71.0624
Portugal,2010,77,35359,50336,85695,70.2459
Portugal,2010,78,33641,47346,80987,71.0535
Portugal,2010,79,29773,45826,75599,64.9697
Portugal,2010,80,26512,40083,66595,66.1428
Portugal,2010,81,24144,38758,62902,62.2942
Portugal,2010,82,21204,34956,56160,60.6591
Portugal,2010,83,20098,34530,54628,58.2045
Portugal,2010,84,17209,31235,48444,55.0952
Portugal,2010,85,15363,28112,43475,54.6493
Portugal,2010,86,12630,24714,37344,51.1046
Portugal,2010,87,10416,20946,31362,49.7279
Portugal,2010,88,8617,17829,26446,48.3314
Portugal,2010,89,6898,15678,22576,43.998
Portugal,2010,90,4356,10359,14715,42.0504
Portugal,2010,91,3365,8252,11617,40.778
Portugal,2010,92,2690,6857,9547,39.23
Portugal,2010,93,2001,5837,7838,34.2813
Portugal,2010,94,1489,4481,5970,33.2292
Portugal,2010,95,1026,3340,4366,30.7186
Portugal,2010,96,704,2622,3326,26.8497
Portugal,2010,97,442,1744,2186,25.344
Portugal,2010,98,282,1127,1409,25.0222
Portugal,2010,99,194,770,964,25.1948
Portugal,2010,100,211,1031,1242,20.4656
Portugal,2011,0,50868,49624,100492,102.5069
Portugal,2011,1,49484,47511,96995,104.1527
Portugal,2011,2,51975,49154,101129,105.7391
Portugal,2011,3,50782,48343,99125,105.0452
Portugal,2011,4,51936,49871,101807,104.1407
Portugal,2011,5,54458,51309,105767,106.1373
Portugal,2011,6,53376,50854,104230,104.9593
Portugal,2011,7,54857,52012,106869,105.4699
Portugal,2011,8,55458,52326,107784,105.9856
Portugal,2011,9,55263,52080,107343,106.1118
Portugal,2011,10,59905,56848,116753,105.3775
Portugal,2011,11,58281,56024,114305,104.0286
Portugal,2011,12,56805,54384,111189,104.4517
Portugal,2011,13,56446,54597,111043,103.3866
Portugal,2011,14,56775,53542,110317,106.0383
Portugal,2011,15,56393,53282,109675,105.8387
Portugal,2011,16,56434,53459,109893,105.565
Portugal,2011,17,58326,56263,114589,103.6667
Portugal,2011,18,58581,57105,115686,102.5847
Portugal,2011,19,59678,57625,117303,103.5627
Portugal,2011,20,59267,57718,116985,102.6837
Portugal,2011,21,58231,57101,115332,101.9789
Portugal,2011,22,58860,57903,116763,101.6528
Portugal,2011,23,58643,58026,116669,101.0633
Portugal,2011,24,59244,59032,118276,100.3591
Portugal,2011,25,60766,60711,121477,100.0906
Portugal,2011,26,64635,65108,129743,99.2735
Portugal,2011,27,65754,66571,132325,98.7727
Portugal,2011,28,68323,70403,138726,97.0456
Portugal,2011,29,68921,71444,140365,96.4686
Portugal,2011,30,72006,75036,147042,95.9619
Portugal,2011,31,72466,75169,147635,96.4041
Portugal,2011,32,74469,77971,152440,95.5086
Portugal,2011,33,81118,84188,165306,96.3534
Portugal,2011,34,82870,86649,169519,95.6387
Portugal,2011,35,83627,86487,170114,96.6931
Portugal,2011,36,81772,85967,167739,95.1202
Portugal,2011,37,79795,83453,163248,95.6167
Portugal,2011,38,80040,83817,163857,95.4938
Portugal,2011,39,79521,83034,162555,95.7692
Portugal,2011,40,77411,80322,157733,96.3758
Portugal,2011,41,75712,78656,154368,96.2571
Portugal,2011,42,75441,78372,153813,96.2601
Portugal,2011,43,75015,79336,154351,94.5535
Portugal,2011,44,75970,80414,156384,94.4736
Portugal,2011,45,76570,80937,157507,94.6044
Portugal,2011,46,77018,82040,159058,93.8786
Portugal,2011,47,75078,80066,155144,93.7701
Portugal,2011,48,74803,79870,154673,93.6559
Portugal,2011,49,74388,79428,153816,93.6546
Portugal,2011,50,74240,78286,152526,94.8318
Portugal,2011,51,70501,75246,145747,93.694
Portugal,2011,52,69961,75320,145281,92.885
Portugal,2011,53,69060,74118,143178,93.1757
Portugal,2011,54,66743,72027,138770,92.6639
Portugal,2011,55,66704,73182,139886,91.1481
Portugal,2011,56,64728,70542,135270,91.7581
Portugal,2011,57,62605,69273,131878,90.3743
Portugal,2011,58,63245,70956,134201,89.1327
Portugal,2011,59,63618,69803,133421,91.1393
Portugal,2011,60,62222,68647,130869,90.6405
Portugal,2011,61,60624,66882,127506,90.6432
Portugal,2011,62,60595,69363,129958,87.3593
Portugal,2011,63,53793,62619,116412,85.9052
Portugal,2011,64,53267,62804,116071,84.8147
Portugal,2011,65,54175,65286,119461,82.981
Portugal,2011,66,50806,61228,112034,82.9784
Portugal,2011,67,48720,58436,107156,83.3733
Portugal,2011,68,45087,54920,100007,82.0958
Portugal,2011,69,44025,53987,98012,81.5474
Portugal,2011,70,44374,54986,99360,80.7005
Portugal,2011,71,44325,56021,100346,79.1221
Portugal,2011,72,43785,55291,99076,79.1901
Portugal,2011,73,41284,54303,95587,76.0253
Portugal,2011,74,42299,55972,98271,75.5717
Portugal,2011,75,40103,54918,95021,73.0234
Portugal,2011,76,36755,50967,87722,72.1153
Portugal,2011,77,35189,50603,85792,69.5394
Portugal,2011,78,33570,48976,82546,68.5438
Portugal,2011,79,31830,45947,77777,69.2755
Portugal,2011,80,26158,39924,66082,65.5195
Portugal,2011,81,24605,38117,62722,64.5513
Portugal,2011,82,22215,36653,58868,60.609
Portugal,2011,83,19369,32734,52103,59.1709
Portugal,2011,84,18115,32198,50313,56.2613
Portugal,2011,85,15285,28838,44123,53.003
Portugal,2011,86,13437,25608,39045,52.4719
Portugal,2011,87,10913,22318,33231,48.8978
Portugal,2011,88,8911,18710,27621,47.6269
Portugal,2011,89,7229,15617,22846,46.2893
Portugal,2011,90,5637,13485,19122,41.802
Portugal,2011,91,3504,8783,12287,39.8953
Portugal,2011,92,2634,6794,9428,38.7695
Portugal,2011,93,2052,5586,7638,36.7347
Portugal,2011,94,1486,4605,6091,32.2693
Portugal,2011,95,1083,3443,4526,31.4551
Portugal,2011,96,725,2517,3242,28.8041
Portugal,2011,97,488,1942,2430,25.1287
Portugal,2011,98,289,1241,1530,23.2877
Portugal,2011,99,183,787,970,23.2529
Portugal,2011,100,241,1150,1391,20.9565
Portugal,2012,0,49053,46649,95702,105.1534
Portugal,2012,1,50332,49187,99519,102.3279
Portugal,2012,2,48984,47101,96085,103.9978
Portugal,2012,3,51502,48778,100280,105.5845
Portugal,2012,4,50351,48007,98358,104.8826
Portugal,2012,5,51526,49547,101073,103.9942
Portugal,2012,6,54080,51000,105080,106.0392
Portugal,2012,7,53049,50602,103651,104.8358
Portugal,2012,8,54568,51802,106370,105.3396
Portugal,2012,9,55202,52138,107340,105.8767
Portugal,2012,10,55052,51920,106972,106.0324
Portugal,2012,11,59751,56722,116473,105.3401
Portugal,2012,12,58179,55932,114111,104.0174
Portugal,2012,13,56700,54296,110996,104.4276
Portugal,2012,14,56321,54545,110866,103.256
Portugal,2012,15,56667,53494,110161,105.9315
Portugal,2012,16,56263,53246,109509,105.6662
Portugal,2012,17,56206,53411,109617,105.233
Portugal,2012,18,58037,56257,114294,103.1641
Portugal,2012,19,58267,57043,115310,102.1457
Portugal,2012,20,59244,57527,116771,102.9847
Portugal,2012,21,58748,57684,116432,101.8445
Portugal,2012,22,57823,57021,114844,101.4065
Portugal,2012,23,58465,57849,116314,101.0648
Portugal,2012,24,58169,57991,116160,100.3069
Portugal,2012,25,58768,59034,117802,99.5494
Portugal,2012,26,60272,60623,120895,99.421
Portugal,2012,27,64092,65040,129132,98.5424
Portugal,2012,28,65205,66427,131632,98.1604
Portugal,2012,29,67782,70268,138050,96.4621
Portugal,2012,30,68386,71352,139738,95.8431
Portugal,2012,31,71420,74926,146346,95.3207
Portugal,2012,32,71764,75058,146822,95.6114
Portugal,2012,33,73744,77879,151623,94.6905
Portugal,2012,34,80406,84176,164582,95.5213
Portugal,2012,35,82126,86634,168760,94.7965
Portugal,2012,36,82918,86524,169442,95.8324
Portugal,2012,37,81104,86024,167128,94.2807
Portugal,2012,38,79205,83522,162727,94.8313
Portugal,2012,39,79447,83816,163263,94.7874
Portugal,2012,40,78995,83012,162007,95.1609
Portugal,2012,41,76854,80263,157117,95.7527
Portugal,2012,42,75189,78564,153753,95.7041
Portugal,2012,43,74952,78259,153211,95.7743
Portugal,2012,44,74472,79168,153640,94.0683
Portugal,2012,45,75348,80227,155575,93.9185
Portugal,2012,46,75955,80734,156689,94.0806
Portugal,2012,47,76318,81841,158159,93.2515
Portugal,2012,48,74332,79876,154208,93.0592
Portugal,2012,49,74058,79677,153735,92.9478
Portugal,2012,50,73687,79251,152938,92.9793
Portugal,2012,51,73611,78096,151707,94.2571
Portugal,2012,52,69858,75067,144925,93.0609
Portugal,2012,53,69311,75129,144440,92.256
Portugal,2012,54,68446,73953,142399,92.5534
Portugal,2012,55,66173,71833,138006,92.1206
Portugal,2012,56,66126,72988,139114,90.5985
Portugal,2012,57,64161,70334,134495,91.2233
Portugal,2012,58,62013,69043,131056,89.8179
Portugal,2012,59,62614,70746,133360,88.5054
Portugal,2012,60,63113,69556,132669,90.737
Portugal,2012,61,61659,68377,130036,90.1751
Portugal,2012,62,60047,66630,126677,90.1201
Portugal,2012,63,59956,69070,129026,86.8047
Portugal,2012,64,53201,62322,115523,85.3647
Portugal,2012,65,52593,62435,115028,84.2364
Portugal,2012,66,53446,64905,118351,82.345
Portugal,2012,67,50006,60833,110839,82.2021
Portugal,2012,68,47853,58013,105866,82.4867
Portugal,2012,69,44187,54476,98663,81.1128
Portugal,2012,70,43110,53478,96588,80.6126
Portugal,2012,71,43335,54399,97734,79.6614
Portugal,2012,72,43152,55311,98463,78.017
Portugal,2012,73,42541,54512,97053,78.0397
Portugal,2012,74,39988,53423,93411,74.8517
Portugal,2012,75,40852,54987,95839,74.2939
Portugal,2012,76,38577,53798,92375,71.7071
Portugal,2012,77,35238,49691,84929,70.9143
Portugal,2012,78,33509,49223,82732,68.0759
Portugal,2012,79,31774,47370,79144,67.0762
Portugal,2012,80,29979,44312,74291,67.6544
Portugal,2012,81,24370,38170,62540,63.846
Portugal,2012,82,22720,36244,58964,62.6862
Portugal,2012,83,20297,34490,54787,58.8489
Portugal,2012,84,17606,30606,48212,57.5247
Portugal,2012,85,16242,29847,46089,54.4175
Portugal,2012,86,13506,26508,40014,50.9507
Portugal,2012,87,11725,23253,34978,50.4236
Portugal,2012,88,9457,19943,29400,47.4201
Portugal,2012,89,7563,16571,24134,45.64
Portugal,2012,90,6021,13644,19665,44.1293
Portugal,2012,91,4586,11475,16061,39.9651
Portugal,2012,92,2803,7352,10155,38.1257
Portugal,2012,93,2035,5559,7594,36.6073
Portugal,2012,94,1574,4449,6023,35.3787
Portugal,2012,95,1128,3675,4803,30.6939
Portugal,2012,96,762,2649,3411,28.7656
Portugal,2012,97,509,1933,2442,26.3321
Portugal,2012,98,337,1432,1769,23.5335
Portugal,2012,99,178,878,1056,20.2733
Portugal,2012,100,262,1284,1546,20.405
Portugal,2013,0,46052,43548,89600,105.75
Portugal,2013,1,49029,46634,95663,105.1357
Portugal,2013,2,50331,49177,99508,102.3466
Portugal,2013,3,48949,47086,96035,103.9566
Portugal,2013,4,51414,48745,100159,105.4754
Portugal,2013,5,50256,47973,98229,104.7589
Portugal,2013,6,51430,49494,100924,103.9116
Portugal,2013,7,53993,50930,104923,106.0141
Portugal,2013,8,52954,50530,103484,104.7972
Portugal,2013,9,54524,51775,106299,105.3095
Portugal,2013,10,55170,52109,107279,105.8742
Portugal,2013,11,55004,51881,106885,106.0195
Portugal,2013,12,59688,56665,116353,105.3349
Portugal,2013,13,58131,55853,113984,104.0786
Portugal,2013,14,56637,54220,110857,104.4578
Portugal,2013,15,56139,54414,110553,103.1701
Portugal,2013,16,56413,53312,109725,105.8167
Portugal,2013,17,55911,53041,108952,105.4109
Portugal,2013,18,55545,53219,108764,104.3706
Portugal,2013,19,57323,55887,113210,102.5695
Portugal,2013,20,57483,56562,114045,101.6283
Portugal,2013,21,58322,57035,115357,102.2565
Portugal,2013,22,57769,56989,114758,101.3687
Portugal,2013,23,56902,56273,113175,101.1178
Portugal,2013,24,57477,57073,114550,100.7079
Portugal,2013,25,57162,57172,114334,99.9825
Portugal,2013,26,57764,58198,115962,99.2543
Portugal,2013,27,59279,59864,119143,99.0228
Portugal,2013,28,63086,64316,127402,98.0876
Portugal,2013,29,64229,65837,130066,97.5576
Portugal,2013,30,66822,69839,136661,95.6801
Portugal,2013,31,67434,71017,138451,94.9547
Portugal,2013,32,70498,74567,145065,94.5432
Portugal,2013,33,70803,74756,145559,94.7121
Portugal,2013,34,72852,77669,150521,93.798
Portugal,2013,35,79559,83970,163529,94.7469
Portugal,2013,36,81324,86454,167778,94.0662
Portugal,2013,37,82079,86381,168460,95.0197
Portugal,2013,38,80381,85849,166230,93.6307
Portugal,2013,39,78458,83346,161804,94.1353
Portugal,2013,40,78694,83691,162385,94.0292
Portugal,2013,41,78258,82906,161164,94.3937
Portugal,2013,42,76218,80176,156394,95.0634
Portugal,2013,43,74540,78479,153019,94.9808
Portugal,2013,44,74268,78132,152400,95.0545
Portugal,2013,45,73754,79008,152762,93.35
Portugal,2013,46,74542,80017,154559,93.1577
Portugal,2013,47,75167,80514,155681,93.3589
Portugal,2013,48,75537,81617,157154,92.5506
Portugal,2013,49,73674,79688,153362,92.4531
Portugal,2013,50,73460,79468,152928,92.4397
Portugal,2013,51,73113,79067,152180,92.4697
Portugal,2013,52,73058,77931,150989,93.747
Portugal,2013,53,69213,74872,144085,92.4418
Portugal,2013,54,68588,74938,143526,91.5263
Portugal,2013,55,67793,73795,141588,91.8667
Portugal,2013,56,65518,71657,137175,91.4328
Portugal,2013,57,65413,72746,138159,89.9197
Portugal,2013,58,63530,70128,133658,90.5915
Portugal,2013,59,61365,68799,130164,89.1946
Portugal,2013,60,61943,70485,132428,87.8811
Portugal,2013,61,62482,69266,131748,90.2059
Portugal,2013,62,61033,68082,129115,89.6463
Portugal,2013,63,59431,66342,125773,89.5828
Portugal,2013,64,59260,68735,127995,86.2152
Portugal,2013,65,52493,61979,114472,84.6948
Portugal,2013,66,51767,62084,113851,83.3822
Portugal,2013,67,52568,64408,116976,81.6172
Portugal,2013,68,49051,60326,109377,81.3099
Portugal,2013,69,46861,57470,104331,81.5399
Portugal,2013,70,43215,53949,97164,80.1034
Portugal,2013,71,42166,52904,95070,79.7029
Portugal,2013,72,42309,53760,96069,78.6998
Portugal,2013,73,41884,54531,96415,76.8077
Portugal,2013,74,41245,53665,94910,76.8564
Portugal,2013,75,38583,52472,91055,73.5306
Portugal,2013,76,39332,53887,93219,72.9898
Portugal,2013,77,36934,52576,89510,70.2488
Portugal,2013,78,33508,48296,81804,69.3805
Portugal,2013,79,31731,47659,79390,66.5792
Portugal,2013,80,29869,45584,75453,65.5252
Portugal,2013,81,28047,42447,70494,66.0753
Portugal,2013,82,22417,36141,58558,62.0265
Portugal,2013,83,20786,34071,54857,61.0079
Portugal,2013,84,18295,32107,50402,56.9813
Portugal,2013,85,15668,28239,43907,55.4836
Portugal,2013,86,14249,27322,41571,52.1521
Portugal,2013,87,11699,23937,35636,48.8741
Portugal,2013,88,10014,20657,30671,48.4775
Portugal,2013,89,7976,17492,25468,45.598
Portugal,2013,90,6201,14255,20456,43.5005
Portugal,2013,91,4836,11529,16365,41.9464
Portugal,2013,92,3601,9574,13175,37.6123
Portugal,2013,93,2171,5971,8142,36.3591
Portugal,2013,94,1519,4380,5899,34.6804
Portugal,2013,95,1149,3432,4581,33.479
Portugal,2013,96,803,2780,3583,28.8849
Portugal,2013,97,516,1963,2479,26.2863
Portugal,2013,98,340,1388,1728,24.4957
Portugal,2013,99,205,1019,1224,20.1178
Portugal,2013,100,267,1372,1639,19.4606
Portugal,2014,0,42189,40475,82664,104.2347
Portugal,2014,1,46104,43535,89639,105.901
Portugal,2014,2,49080,46606,95686,105.3083
Portugal,2014,3,50386,49132,99518,102.5523
Portugal,2014,4,48931,47044,95975,104.0111
Portugal,2014,5,51356,48702,100058,105.4495
Portugal,2014,6,50231,47905,98136,104.8554
Portugal,2014,7,51409,49450,100859,103.9616
Portugal,2014,8,53984,50920,104904,106.0173
Portugal,2014,9,52949,50516,103465,104.8163
Portugal,2014,10,54523,51753,106276,105.3523
Portugal,2014,11,55171,52104,107275,105.8863
Portugal,2014,12,55042,51874,106916,106.1071
Portugal,2014,13,59746,56662,116408,105.4428
Portugal,2014,14,58191,55863,114054,104.1673
Portugal,2014,15,56686,54255,110941,104.4807
Portugal,2014,16,56149,54434,110583,103.1506
Portugal,2014,17,56333,53248,109581,105.7936
Portugal,2014,18,55630,52838,108468,105.2841
Portugal,2014,19,55016,52880,107896,104.0393
Portugal,2014,20,56550,55342,111892,102.1828
Portugal,2014,21,56579,55884,112463,101.2436
Portugal,2014,22,57495,56331,113826,102.0664
Portugal,2014,23,57093,56230,113323,101.5348
Portugal,2014,24,56366,55541,111907,101.4854
Portugal,2014,25,56974,56435,113409,100.9551
Portugal,2014,26,56669,56651,113320,100.0318
Portugal,2014,27,57142,57669,114811,99.0862
Portugal,2014,28,58592,59397,117989,98.6447
Portugal,2014,29,62313,63902,126215,97.5134
Portugal,2014,30,63459,65526,128985,96.8455
Portugal,2014,31,66060,69572,135632,94.952
Portugal,2014,32,66675,70819,137494,94.1485
Portugal,2014,33,69701,74374,144075,93.7169
Portugal,2014,34,70011,74574,144585,93.8812
Portugal,2014,35,72081,77515,149596,92.9897
Portugal,2014,36,78766,83810,162576,93.9816
Portugal,2014,37,80495,86290,166785,93.2843
Portugal,2014,38,81203,86201,167404,94.2019
Portugal,2014,39,79455,85645,165100,92.7725
Portugal,2014,40,77441,83134,160575,93.152
Portugal,2014,41,77654,83535,161189,92.9598
Portugal,2014,42,77267,82774,160041,93.3469
Portugal,2014,43,75284,80018,155302,94.0838
Portugal,2014,44,73612,78323,151935,93.9852
Portugal,2014,45,73292,77943,151235,94.0328
Portugal,2014,46,72727,78800,151527,92.2931
Portugal,2014,47,73598,79761,153359,92.2732
Portugal,2014,48,74266,80278,154544,92.511
Portugal,2014,49,74638,81362,156000,91.7357
Portugal,2014,50,72821,79457,152278,91.6483
Portugal,2014,51,72608,79216,151824,91.6583
Portugal,2014,52,72238,78856,151094,91.6075
Portugal,2014,53,72207,77701,149908,92.9293
Portugal,2014,54,68422,74606,143028,91.7111
Portugal,2014,55,67809,74692,142501,90.7848
Portugal,2014,56,66989,73558,140547,91.0696
Portugal,2014,57,64762,71401,136163,90.7018
Portugal,2014,58,64635,72499,137134,89.153
Portugal,2014,59,62787,69897,132684,89.8279
Portugal,2014,60,60624,68543,129167,88.4467
Portugal,2014,61,61185,70153,131338,87.2165
Portugal,2014,62,61735,68932,130667,89.5593
Portugal,2014,63,60285,67754,128039,88.9763
Portugal,2014,64,58679,65961,124640,88.9601
Portugal,2014,65,58367,68314,126681,85.4393
Portugal,2014,66,51695,61589,113284,83.9354
Portugal,2014,67,50937,61646,112583,82.6282
Portugal,2014,68,51620,63857,115477,80.8369
Portugal,2014,69,48092,59798,107890,80.4241
Portugal,2014,70,45880,56924,102804,80.5987
Portugal,2014,71,42212,53325,95537,79.1599
Portugal,2014,72,41143,52222,93365,78.7848
Portugal,2014,73,41161,52977,94138,77.696
Portugal,2014,74,40565,53642,94207,75.6217
Portugal,2014,75,39796,52613,92409,75.6391
Portugal,2014,76,37114,51334,88448,72.2991
Portugal,2014,77,37731,52566,90297,71.7783
Portugal,2014,78,35208,51170,86378,68.8059
Portugal,2014,79,31783,46799,78582,67.9138
Portugal,2014,80,29912,45994,75906,65.0346
Portugal,2014,81,27900,43719,71619,63.8166
Portugal,2014,82,26041,40506,66547,64.2892
Portugal,2014,83,20430,34006,54436,60.0776
Portugal,2014,84,18767,31822,50589,58.9749
Portugal,2014,85,16337,29709,46046,54.9901
Portugal,2014,86,13825,25828,39653,53.5272
Portugal,2014,87,12391,24755,37146,50.0545
Portugal,2014,88,10058,21393,31451,47.0154
Portugal,2014,89,8444,18250,26694,46.2685
Portugal,2014,90,6630,15135,21765,43.8057
Portugal,2014,91,5031,12137,17168,41.4518
Portugal,2014,92,3867,9679,13546,39.9525
Portugal,2014,93,2772,7852,10624,35.3031
Portugal,2014,94,1630,4828,6458,33.7614
Portugal,2014,95,1113,3457,4570,32.1955
Portugal,2014,96,824,2598,3422,31.7167
Portugal,2014,97,543,2035,2578,26.683
Portugal,2014,98,336,1462,1798,22.9822
Portugal,2014,99,234,941,1175,24.8672
Portugal,2014,100,284,1579,1863,17.9861
Portugal,2015,0,42373,39892,82265,106.2193
Portugal,2015,1,42224,40478,82702,104.3135
Portugal,2015,2,46144,43516,89660,106.0392
Portugal,2015,3,49110,46574,95684,105.4451
Portugal,2015,4,50394,49095,99489,102.6459
Portugal,2015,5,48918,47011,95929,104.0565
Portugal,2015,6,51321,48670,99991,105.4469
Portugal,2015,7,50195,47891,98086,104.8109
Portugal,2015,8,51377,49461,100838,103.8738
Portugal,2015,9,53959,50958,104917,105.8892
Portugal,2015,10,52931,50582,103513,104.6439
Portugal,2015,11,54517,51823,106340,105.1985
Portugal,2015,12,55180,52175,107355,105.7595
Portugal,2015,13,55064,51923,106987,106.0493
Portugal,2015,14,59770,56699,116469,105.4163
Portugal,2015,15,58190,55888,114078,104.119
Portugal,2015,16,56634,54253,110887,104.3887
Portugal,2015,17,56005,54402,110407,102.9466
Portugal,2015,18,56061,53141,109202,105.4948
Portugal,2015,19,55176,52619,107795,104.8595
Portugal,2015,20,54390,52521,106911,103.5586
Portugal,2015,21,55785,54853,110638,101.6991
Portugal,2015,22,55761,55308,111069,100.819
Portugal,2015,23,56715,55732,112447,101.7638
Portugal,2015,24,56385,55666,112051,101.2916
Portugal,2015,25,55734,55037,110771,101.2664
Portugal,2015,26,56388,55992,112380,100.7072
Portugal,2015,27,56093,56252,112345,99.7173
Portugal,2015,28,56562,57326,113888,98.6673
Portugal,2015,29,58017,59106,117123,98.1575
Portugal,2015,30,61717,63686,125403,96.9083
Portugal,2015,31,62852,65379,128231,96.1348
Portugal,2015,32,65446,69463,134909,94.2171
Portugal,2015,33,66055,70718,136773,93.4062
Portugal,2015,34,69068,74273,143341,92.9921
Portugal,2015,35,69339,74465,143804,93.1162
Portugal,2015,36,71381,77404,148785,92.2187
Portugal,2015,37,78035,83695,161730,93.2373
Portugal,2015,38,79741,86167,165908,92.5424
Portugal,2015,39,80410,86091,166501,93.4012
Portugal,2015,40,78628,85544,164172,91.9153
Portugal,2015,41,76595,83042,159637,92.2365
Portugal,2015,42,76781,83424,160205,92.0371
Portugal,2015,43,76361,82658,159019,92.3819
Portugal,2015,44,74363,79879,154242,93.0946
Portugal,2015,45,72695,78146,150841,93.0246
Portugal,2015,46,72357,77765,150122,93.0457
Portugal,2015,47,71801,78631,150432,91.3139
Portugal,2015,48,72730,79582,152312,91.39
Portugal,2015,49,73393,80114,153507,91.6107
Portugal,2015,50,73814,81184,154998,90.9219
Portugal,2015,51,72005,79273,151278,90.8317
Portugal,2015,52,71799,79015,150814,90.8676
Portugal,2015,53,71384,78654,150038,90.757
Portugal,2015,54,71469,77492,148961,92.2276
Portugal,2015,55,67653,74413,142066,90.9156
Portugal,2015,56,67055,74470,141525,90.043
Portugal,2015,57,66208,73350,139558,90.2631
Portugal,2015,58,64024,71209,135233,89.91
Portugal,2015,59,63909,72269,136178,88.4321
Portugal,2015,60,62061,69632,131693,89.1271
Portugal,2015,61,59959,68295,128254,87.7941
Portugal,2015,62,60459,69869,130328,86.5319
Portugal,2015,63,60982,68630,129612,88.8562
Portugal,2015,64,59538,67440,126978,88.2829
Portugal,2015,65,57918,65573,123491,88.326
Portugal,2015,66,57546,67933,125479,84.7099
Portugal,2015,67,50943,61160,112103,83.2946
