DICOFRE,Freguesia,Concelho,Distrito,Area_ha,Des_Simpli,População,X,Y,Meridian
040239,Salsas,Bragança,Bragança,2611.8,Salsas,269,109971.8565,219975.7584,2
040240,Samil,Bragança,Bragança,1024.75,Samil,1395,114433.797,235419.5801,2
040241,Santa Comba de Rossas,Bragança,Bragança,874.77,Santa Comba de Rossas,276,109475.399,222770.259,2
040244,São Pedro de Sarracenos,Bragança,Bragança,1590.8,São Pedro de Sarracenos,380,113935.6712,232562.468,2
040246,Sendas,Bragança,Bragança,1917.43,Sendas,150,108031.1824,216111.8606,2
040247,Serapicos,Bragança,Bragança,2824.95,Serapicos,187,114099.5122,217884.6505,2
040248,Sortes,Bragança,Bragança,2130.38,Sortes,262,107841.3444,226261.31,2
040249,Zoio,Bragança,Bragança,2439.11,Zoio,141,102281.0568,231304.095,2
040250,União das freguesias de Aveleda e Rio de Onor,Bragança,Bragança,10635.21,Aveleda e Rio de Onor,227,124537.5585,249761.0652,2
040251,União das freguesias de Castrelos e Carrazedo,Bragança,Bragança,5053.07,Castrelos e Carrazedo,214,102962.034,237518.0002,2
040252,União das freguesias de Izeda, Calvelhe e Paradinha Nova,Bragança,Bragança,7267.01,Izeda, Calvelhe e Paradinha Nova,851,119239.1941,214209.2717,2
040253,União das freguesias de Parada e Faílde,Bragança,Bragança,5213.3,Parada e Failde,539,117941.6566,225539.6944,2
040254,União das freguesias de Rebordainhos e Pombares,Bragança,Bragança,2407.16,Rebordainhos e Pombares,148,104751.348,222012.4679,2
040255,União das freguesias de Rio Frio e Milhão,Bragança,Bragança,6350.63,Rio Frio e Milhão,287,124441.8338,232316.0136,2
040256,União das freguesias de São Julião de Palácios e Deilão,Bragança,Bragança,8062.13,São Julião de Palácios e Deilão,319,129437.8942,241561.5368,3
040257,União das freguesias de Sé, Santa Maria e Meixedo,Bragança,Bragança,3569.22,Sé, Santa Maria e Meixedo,22689,114302.8772,240136.3447,2
040304,Carrazeda de Ansiães,Carrazeda de Ansiães,Bragança,896.04,Carrazeda de Ansiães,1706,69837.09862,175478.432,1
040306,Fonte Longa,Carrazeda de Ansiães,Bragança,1333.01,Fonte Longa,258,73598.30491,173542.0243,1
040308,Linhares,Carrazeda de Ansiães,Bragança,2864.15,Linhares,348,65019.01921,169041.5523,1
040309,Marzagão,Carrazeda de Ansiães,Bragança,1622.02,Marzagão,293,67907.94655,171851.3956,1
040311,Parambos,Carrazeda de Ansiães,Bragança,1117.52,Parambos,182,65065.23093,174808.0589,1
040312,Pereiros,Carrazeda de Ansiães,Bragança,1470.08,Pereiros,151,69375.64145,184123.8727,1
040313,Pinhal do Norte,Carrazeda de Ansiães,Bragança,1681.46,Pinhal do Norte,214,66274.44517,182343.5617,1
040314,Pombal,Carrazeda de Ansiães,Bragança,1681.97,Pombal,230,64197.45893,178769.3921,1
040316,Seixo de Ansiães,Carrazeda de Ansiães,Bragança,2399.22,Seixo de Ansiães,241,73506.99239,167196.352,1
040318,Vilarinho da Castanheira,Carrazeda de Ansiães,Bragança,2825.62,Vilarinho da Castanheira,362,76681.12331,169765.5509,2
040320,União das freguesias de Amedo e Zedes,Carrazeda de Ansiães,Bragança,2342.81,Amedo e Zedes,401,68846.06555,178671.0783,1
040321,União das freguesias de Belver e Mogo de Malta,Carrazeda de Ansiães,Bragança,1980.49,Belver e Mogo de Malta,364,72805.76096,177528.1528,1
040322,União das freguesias de Castanheiro do Norte e Ribalonga,Carrazeda de Ansiães,Bragança,2070.43,Castanheiro do Norte e Ribalonga,403,61666.39786,173192.9488,1
040323,União das freguesias de Lavandeira, Beira Grande e Selores,Carrazeda de Ansiães,Bragança,3639.27,Lavandeira, Beira Grande e Selores,337,69912.53685,167944.6357,1
040404,Ligares,Freixo de Espada à Cinta,Bragança,4569.22,Ligares,333,99839.98391,156569.6377,2
040406,Poiares,Freixo de Espada à Cinta,Bragança,4073.54,Poiares,327,105739.0659,154499.4547,2
040407,União das freguesias de Freixo de Espada à Cinta e Mazouco,Freixo de Espada à Cinta,Bragança,9344.7,Freixo de Espada à Cinta e Mazouco,2113,110564.6853,160306.8017,2
040408,União das freguesias de Lagoaça e Fornos,Freixo de Espada à Cinta,Bragança,6426.83,Lagoaça e Fornos,443,116116.3244,170405.3326,2
040502,Amendoeira,Macedo de Cavaleiros,Bragança,1572.19,Amendoeira,400,95580.08391,211462.4758,2
040503,Arcas,Macedo de Cavaleiros,Bragança,2301.53,Arcas,215,90693.02232,219769.1676,2
040507,Carrapatas,Macedo de Cavaleiros,Bragança,650.78,Carrapatas,153,94486.12365,205479.6645,2
040509,Chacim,Macedo de Cavaleiros,Bragança,1942.93,Chacim,227,103390.3993,200762.0285,2
040510,Cortiços,Macedo de Cavaleiros,Bragança,2425.16,Cortiços,237,91661.08353,205519.2836,2
040511,Corujas,Macedo de Cavaleiros,Bragança,990.71,Corujas,143,96489.35771,215807.949,2
040514,Ferreira,Macedo de Cavaleiros,Bragança,1964.46,Ferreira,192,95743.89054,219283.0089,2
040515,Grijó,Macedo de Cavaleiros,Bragança,890.59,Grijó,351,97050.69232,203638.882,2
040516,Lagoa,Macedo de Cavaleiros,Bragança,3511.4,Lagoa,271,113652.738,197530.2304,2
040517,Lamalonga,Macedo de Cavaleiros,Bragança,1697.29,Lamalonga,339,85996.66281,224412.491,2
040518,Lamas,Macedo de Cavaleiros,Bragança,778.96,Lamas,238,98291.99122,213804.3512,2
040519,Lombo,Macedo de Cavaleiros,Bragança,1440.33,Lombo,304,107871.5295,199159.4223,2
040520,Macedo de Cavaleiros,Macedo de Cavaleiros,Bragança,1491.13,Macedo de Cavaleiros,6137,97405.62711,208237.0937,2
040521,Morais,Macedo de Cavaleiros,Bragança,5216.27,Morais,530,112231.8611,203132.7161,2
040523,Olmos,Macedo de Cavaleiros,Bragança,1870.31,Olmos,149,103505.8586,203595.4987,2
040524,Peredo,Macedo de Cavaleiros,Bragança,2207.76,Peredo,191,106383.2034,196478.8599,2
040526,Salselas,Macedo de Cavaleiros,Bragança,3631.04,Salselas,284,106663.9794,208608.6437,2
040528,Sezulfe,Macedo de Cavaleiros,Bragança,1521.85,Sezulfe,271,92866.11565,210825.8401,2
040530,Talhas,Macedo de Cavaleiros,Bragança,4380.03,Talhas,256,119627.1164,201757.23,2
040532,Vale Benfeito,Macedo de Cavaleiros,Bragança,1513.56,Vale Benfeito,159,95687.64725,201832.6614,2
040533,Vale da Porca,Macedo de Cavaleiros,Bragança,1742.73,Vale da Porca,239,103013.4367,208293.073,2
040534,Vale de Prados,Macedo de Cavaleiros,Bragança,1036.75,Vale de Prados,472,99908.63291,210475.227,2
040536,Vilarinho de Agrochão,Macedo de Cavaleiros,Bragança,1385.26,Vilarinho de Agrochão,216,88936.53091,222854.2487,2
040538,Vinhas,Macedo de Cavaleiros,Bragança,3301.94,Vinhas,160,110122.0452,210348.0626,2
040539,União das freguesias de Ala e Vilarinho do Monte,Macedo de Cavaleiros,Bragança,4077.02,Ala e Vilarinho do Monte,412,90010.11479,215952.237,2
040540,União das freguesias de Bornes e Burga,Macedo de Cavaleiros,Bragança,2604.52,Bornes e Burga,342,93292.24833,198362.8478,2
040541,União das freguesias de Castelãos e Vilar do Monte,Macedo de Cavaleiros,Bragança,1883.84,Castelãos e Vilar do Monte,457,99817.62169,205221.6153,2
040542,União das freguesias de Espadanedo, Edroso, Murçós e Soutelo Mourisco,Macedo de Cavaleiros,Bragança,6413,Espadanedo, Edroso, Murçós e Soutelo Mourisco,386,98782.81563,222176.7479,2
040543,União das freguesias de Podence e Santa Combinha,Macedo de Cavaleiros,Bragança,1945.5,Podence e Santa Combinha,258,101686.323,213680.4399,2
040544,União das freguesias de Talhinhas e Bagueixe,Macedo de Cavaleiros,Bragança,3525.24,Talhinhas e Bagueixe,262,116635.2384,207982.019,2
040604,Duas Igrejas,Miranda do Douro,Bragança,4989.57,Duas Igrejas,558,149663.5505,202812.2022,3
040605,Genísio,Miranda do Douro,Bragança,2946.79,Genísio,152,146549.4667,212166.4847,3
040607,Malhadas,Miranda do Douro,Bragança,2767.39,Malhadas,275,150569.1475,208996.2041,3
040608,Miranda do Douro,Miranda do Douro,Bragança,3552.46,Miranda do Douro,2064,155708.9407,207525.3091,3
040609,Palaçoulo,Miranda do Douro,Bragança,4237.13,Palaçoulo,566,140854.1172,199228.9737,3
040611,Picote,Miranda do Douro,Bragança,1943.37,Picote,230,147316.3579,193883.6156,3
040612,Póvoa,Miranda do Douro,Bragança,2253.78,Póvoa,164,151017.0418,213725.8082,3
040613,São Martinho de Angueira,Miranda do Douro,Bragança,3677.12,São Martinho de Angueira,239,148297.0845,220493.2334,3
040616,Vila Chã de Braciosa,Miranda do Douro,Bragança,4293.72,Vila Chã de Braciosa,259,148647.3787,197485.3379,3
040618,União das freguesias de Constantim e Cicouro,Miranda do Douro,Bragança,3633.01,Constantim e Cicouro,153,153478.3086,219155.515,3
040619,União das freguesias de Ifanes e Paradela,Miranda do Douro,Bragança,4469.88,Ifanes e Paradela,233,157142.5136,213816.0442,3
040620,União das freguesias de Sendim e Atenor,Miranda do Douro,Bragança,5892.93,Sendim e Atenor,1240,140825.589,193581.9815,3
040621,União das freguesias de Silva e Águas Vivas,Miranda do Douro,Bragança,4061.16,Silva e Águas Vivas,330,140844.616,205349.9765,3
040701,Abambres,Mirandela,Bragança,1881.6,Abambres,338,78769.56751,210421.9902,2
040702,Abreiro,Mirandela,Bragança,2402.8,Abreiro,200,68320.61602,188176.2595,1
040703,Aguieiras,Mirandela,Bragança,1472.25,Aguieiras,246,78139.00274,226343.1028,2
040704,Alvites,Mirandela,Bragança,1780.89,Alvites,171,88176.80452,211680.7554,2
040708,Bouça,Mirandela,Bragança,1298.99,Bouça,182,76922.53683,220333.9886,2
040709,Cabanelas,Mirandela,Bragança,1865.65,Cabanelas,344,76591.39919,209316.5295,2
040710,Caravelas,Mirandela,Bragança,1256.57,Caravelas,152,89543.44948,196658.648,2
040711,Carvalhais,Mirandela,Bragança,2203.86,Carvalhais,1229,81666.49706,205745.7068,2
040712,Cedães,Mirandela,Bragança,2543.96,Cedães,270,85559.22474,202413.614,2
040713,Cobro,Mirandela,Bragança,1231.29,Cobro,154,73142.78145,193965.8146,1
040714,Fradizela,Mirandela,Bragança,1277.26,Fradizela,185,79362.81998,221360.5733,2
040716,Frechas,Mirandela,Bragança,1854.17,Frechas,732,82438.71784,192749.1494,2
040718,Lamas de Orelhão,Mirandela,Bragança,1922.18,Lamas de Orelhão,320,71164.42271,197237.1358,1
040720,Mascarenhas,Mirandela,Bragança,2813.85,Mascarenhas,422,82716.24632,210338.5924,2
040721,Mirandela,Mirandela,Bragança,3244.94,Mirandela,11397,79786.56793,201236.4494,2
040722,Múrias,Mirandela,Bragança,2255.13,Múrias,244,83982.37848,215048.0786,2
040724,Passos,Mirandela,Bragança,1838.7,Passos,333,73237.02761,199545.1543,1
040727,São Pedro Velho,Mirandela,Bragança,2362.61,São Pedro Velho,281,81326.92412,224934.6626,2
040728,São Salvador,Mirandela,Bragança,1421.3,São Salvador,200,82094.98312,197572.6999,2
040729,Suçães,Mirandela,Bragança,3620.5,Suçães,507,73847.23758,203374.8568,1
040730,Torre de Dona Chama,Mirandela,Bragança,2768.4,Torre de Dona Chama,919,83361.46124,219562.5858,2
040731,Vale de Asnes,Mirandela,Bragança,2141.72,Vale de Asnes,210,89236.44133,200441.1725,2
040732,Vale de Gouvinhas,Mirandela,Bragança,1714.02,Vale de Gouvinhas,234,78747.49722,216431.9928,2
040733,Vale de Salgueiro,Mirandela,Bragança,1516.76,Vale de Salgueiro,344,74536.7987,212259.912,1
040734,Vale de Telhas,Mirandela,Bragança,1516.8,Vale de Telhas,263,75432.31306,216606.8012,2
040738,União das freguesias de Avantos e Romeu,Mirandela,Bragança,2741.39,Avantos e Romeu,341,87628.42283,207753.2708,2
040739,União das freguesias de Avidagos, Navalho e Pereira,Mirandela,Bragança,3316.49,Avidagos, Navalho e Pereira,446,70118.15068,191995.1644,1
040740,União das freguesias de Barcel, Marmelos e Valverde da Gestosa,Mirandela,Bragança,4874.49,Barcel, Marmelos e Valverde da Gestosa,320,77232.0179,193765.0657,2
040741,União das freguesias de Franco e Vila Boa,Mirandela,Bragança,2633.91,Franco e Vila Boa,263,66193.15346,194932.5211,1
040742,União das freguesias de Freixeda e Vila Verde,Mirandela,Bragança,2123.2,Freixeda e Vila Verde,137,85941.36445,196207.8329,2
040801,Azinhoso,Mogadouro,Bragança,3080.21,Azinhoso,241,120218.641,193865.017,2
040802,Bemposta,Mogadouro,Bragança,3791.91,Bemposta,497,136666.1521,183449.5424,3
040803,Bruçó,Mogadouro,Bragança,3238.07,Bruçó,166,120882.0508,175933.192,2
040804,Brunhoso,Mogadouro,Bragança,2081.17,Brunhoso,212,113466.4237,188661.7641,2
040807,Castelo Branco,Mogadouro,Bragança,5431.1,Castelo Branco,330,113457.3593,176164.9867,2
040808,Castro Vicente,Mogadouro,Bragança,3478.65,Castro Vicente,265,108227.3289,191299.97,2
040809,Meirinhos,Mogadouro,Bragança,5340.16,Meirinhos,250,107516.0823,176821.9995,2
040811,Paradela,Mogadouro,Bragança,2053.29,Paradela,127,112578.2555,185595.3608,2
040812,Penas Roias,Mogadouro,Bragança,3327.96,Penas Roias,278,125918.5311,190642.6501,3
040813,Peredo da Bemposta,Mogadouro,Bragança,1815.89,Peredo da Bemposta,185,132480.7994,179934.7455,3
040815,Saldanha,Mogadouro,Bragança,2590.18,Saldanha,133,133350.8282,196020.8675,3
040817,São Martinho do Peso,Mogadouro,Bragança,5219.15,São Martinho do Peso,255,126016.6742,197134.9975,3
040819,Tó,Mogadouro,Bragança,2368.47,Tó,136,131831.147,185224.8918,3
040820,Travanca,Mogadouro,Bragança,2105.67,Travanca,119,136083.2116,192318.2688,3
040821,Urrós,Mogadouro,Bragança,3193.99,Urrós,250,140213.3064,187251.2949,3
040822,Vale da Madre,Mogadouro,Bragança,1156.54,Vale da Madre,165,119378.6247,189498.0693,2
040826,Vila de Ala,Mogadouro,Bragança,2672.55,Vila de Ala,231,126320.7091,185483.1663,3
040829,União das freguesias de Brunhozinho, Castanheira e Sanhoane,Mogadouro,Bragança,4276.3,Brunhozinho, Castanheira e Sanhoane,216,131704.8296,190981.7499,3
040830,União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei,Mogadouro,Bragança,10321.58,Mogadouro, Valverde, Vale de Porco e Vilar de Rei,3603,117559.3329,183352.091,2
040831,União das freguesias de Remondes e Soutelo,Mogadouro,Bragança,3648.46,Remondes e Soutelo,285,114612.7115,192449.41,2
040832,União das freguesias de Vilarinho dos Galegos e Ventozelo,Mogadouro,Bragança,4873.61,Vilarinho dos Galegos e Ventozelo,357,127589.1018,179486.2741,3
040901,Açoreira,Torre de Moncorvo,Bragança,2398.03,Açoreira,340,89426.97958,163964.7737,2
040903,Cabeça Boa,Torre de Moncorvo,Bragança,2637.19,Cabeça Boa,284,83660.93321,169981.4262,2
040905,Carviçais,Torre de Moncorvo,Bragança,6299.95,Carviçais,510,106517.0821,168986.5895,2
040906,Castedo,Torre de Moncorvo,Bragança,1793.62,Castedo,180,80457.80794,173272.4598,2
040909,Horta da Vilariça,Torre de Moncorvo,Bragança,1642.15,Horta da Vilariça,208,84409.33389,174297.4233,2
040910,Larinho,Torre de Moncorvo,Bragança,2948.61,Larinho,327,94232.78979,171389.2969,2
040911,Lousa,Torre de Moncorvo,Bragança,3393.74,Lousa,287,79822.49318,165922.0789,2
040913,Mós,Torre de Moncorvo,Bragança,5912.59,Mós,189,102449.1286,163846.4865,2
040916,Torre de Moncorvo,Torre de Moncorvo,Bragança,3608.36,Torre de Moncorvo,2612,89293.08154,168323.601,2
040918,União das freguesias de Adeganha e Cardanha,Torre de Moncorvo,Bragança,6445.79,Adeganha e Cardanha,437,90740.66042,176435.2887,2
040919,União das freguesias de Felgar e Souto da Velha,Torre de Moncorvo,Bragança,4693.19,Felgar e Souto da Velha,860,99214.90552,171877.408,2
040920,União das freguesias de Felgueiras e Maçores,Torre de Moncorvo,Bragança,3892.99,Felgueiras e Maçores,332,95437.09999,164242.0692,2
040921,União das freguesias de Urros e Peredo dos Castelhanos,Torre de Moncorvo,Bragança,7489.47,Urros e Peredo dos Castelhanos,260,92355.67149,157595.192,2
041002,Benlhevai,Vila Flor,Bragança,1135.11,Benlhevai,235,87159.43905,190662.6185,2
041005,Freixiel,Vila Flor,Bragança,3473.78,Freixiel,527,73793.92563,183716.3306,1
041009,Roios,Vila Flor,Bragança,1530.27,Roios,148,83919.41634,184276.8344,2
041010,Samões,Vila Flor,Bragança,1347.74,Samões,338,78848.30666,182406.694,2
041011,Sampaio,Vila Flor,Bragança,862.18,Sampaio,137,86825.42744,181241.0427,2
041012,Santa Comba de Vilariça,Vila Flor,Bragança,1218.61,Santa Comba de Vilariça,360,88947.88216,188061.211,2
041013,Seixo de Manhoses,Vila Flor,Bragança,974.9,Seixo de Manhoses,404,80192.58045,177816.97,2
041014,Trindade,Vila Flor,Bragança,1498.19,Trindade,116,88383.70419,192227.8138,2
041015,Vale Frechoso,Vila Flor,Bragança,1930.12,Vale Frechoso,154,84466.11926,188100.2647,2
041020,União das freguesias de Assares e Lodões,Vila Flor,Bragança,1426.48,Assares e Lodões,214,87976.36944,184579.9821,2
041021,União das freguesias de Candoso e Carvalho de Egas,Vila Flor,Bragança,1003.54,Candoso e Carvalho de Egas,222,76657.99493,179477.2231,2
041022,União das freguesias de Valtorno e Mourão,Vila Flor,Bragança,1858.13,Valtorno e Mourão,319,77115.05071,176150.903,2
041023,União das freguesias de Vila Flor e Nabo,Vila Flor,Bragança,4025.72,Vila Flor e Nabo,2351,83739.09576,179456.3078,2
041024,União das freguesias de Vilas Boas e Vilarinho das Azenhas,Vila Flor,Bragança,4296.38,Vilas Boas e Vilarinho das Azenhas,525,78470.78689,187850.4623,2
041103,Argozelo,Vimioso,Bragança,2952.67,Argozelo,560,126893.9724,220033.7887,3
041107,Carção,Vimioso,Bragança,2733.87,Carção,388,128395.9408,215201.3106,3
041108,Matela,Vimioso,Bragança,4452.31,Matela,211,125329.4995,204714.203,3
041109,Pinelo,Vimioso,Bragança,3299.44,Pinelo,220,132280.5857,221233.2894,3
041110,Santulhão,Vimioso,Bragança,4937.74,Santulhão,330,125603.4281,211366.8526,3
041113,Vilar Seco,Vimioso,Bragança,2341.58,Vilar Seco,116,144535.1641,207098.8522,3
041114,Vimioso,Vimioso,Bragança,5534.31,Vimioso,1245,134442.3885,213772.2961,3
041115,União das freguesias de Algoso, Campo de Víboras e Uva,Vimioso,Bragança,9653.17,Algoso, Campo de Víboras e Uva,490,132917.0098,204515.7683,3
041116,União das freguesias de Caçarelhos e Angueira,Vimioso,Bragança,5315.58,Caçarelhos e Angueira,296,142542.5284,214569.7354,3
041117,União das freguesias de Vale de Frades e Avelanoso,Vimioso,Bragança,6937.85,Vale de Frades e Avelanoso,293,140171.714,220208.6285,3
041201,Agrochão,Vinhais,Bragança,1748.52,Agrochão,220,92199.54371,225781.3421,2
041203,Candedo,Vinhais,Bragança,2143.9,Candedo,289,85097.37772,240748.3969,2
041204,Celas,Vinhais,Bragança,3788.38,Celas,189,99998.62591,227419.5231,2
041206,Edral,Vinhais,Bragança,2616.24,Edral,170,81293.54138,241979.4853,2
041207,Edrosa,Vinhais,Bragança,2181.13,Edrosa,139,96973.30466,232205.3108,2
041208,Ervedosa,Vinhais,Bragança,3015.38,Ervedosa,331,88591.96833,228571.2827,2
041215,Paçó,Vinhais,Bragança,1666.81,Paçó,154,97492.1769,245208.2418,2
041216,Penhas Juntas,Vinhais,Bragança,2635.33,Penhas Juntas,260,92529.76281,231127.8312,2
041219,Rebordelo,Vinhais,Bragança,2106.55,Rebordelo,605,81560.55922,231470.896,2
041221,Santalha,Vinhais,Bragança,2903.54,Santalha,188,85521.61465,248878.3923,2
041226,Tuizelo,Vinhais,Bragança,3135.3,Tuizelo,296,88834.66837,247515.5898,2
041227,Vale das Fontes,Vinhais,Bragança,1776.12,Vale das Fontes,262,84310.15014,229408.1903,2
041229,Vila Boa de Ousilhão,Vinhais,Bragança,827.85,Vila Boa de Ousilhão,138,99808.20144,238031.5814,2
041230,Vila Verde,Vinhais,Bragança,1488.45,Vila Verde,151,96920.60966,241787.8838,2
041232,Vilar de Ossos,Vinhais,Bragança,1770.19,Vilar de Ossos,222,91453.6111,245393.4676,2
041233,Vilar de Peregrinos,Vinhais,Bragança,1599.3,Vilar de Peregrinos,134,92291.29218,234419.8368,2
041234,Vilar Seco de Lomba,Vinhais,Bragança,2232.27,Vilar Seco de Lomba,186,80223.40857,246696.1575,2
041235,Vinhais,Vinhais,Bragança,3201.33,Vinhais,2185,92930.91737,240028.8394,2
041236,União das freguesias de Curopos e Vale de Janeiro,Vinhais,Bragança,3620.44,Curopos e Vale de Janeiro,245,85502.12794,235298.3388,2
041237,União das freguesias de Moimenta e Montouto,Vinhais,Bragança,4335.22,Moimenta e Montouto,219,93560.5754,252989.7652,2
041238,União das freguesias de Nunes e Ousilhão,Vinhais,Bragança,2149.48,Nunes e Ousilhão,197,96780.88882,236712.3341,2
041239,União das freguesias de Quirás e Pinheiro Novo,Vinhais,Bragança,5919,Quirás e Pinheiro Novo,203,82464.3187,253683.4948,2
041240,União das freguesias de Sobreiro de Baixo e Alvaredos,Vinhais,Bragança,2678.76,Sobreiro de Baixo e Alvaredos,275,89220.39879,240554.7395,2
041241,União das freguesias de Soeira, Fresulfe e Mofreita,Vinhais,Bragança,4667.21,Soeira, Fresulfe e Mofreita,157,100838.9361,247677.7045,2
041242,União das freguesias de Travanca e Santa Cruz,Vinhais,Bragança,2320.17,Travanca e Santa Cruz,146,95920.95271,248482.9093,2
041243,União das freguesias de Vilar de Lomba e São Jomil,Vinhais,Bragança,2948.21,Vilar de Lomba e São Jomil,207,79251.44058,238250.9061,2
050102,Caria,Belmonte,Castelo Branco,3902.81,Caria,1744,66513.4917,68232.19657,1
050104,Inguias,Belmonte,Castelo Branco,2320.49,Inguias,606,70199.71131,73615.92008,1
050105,Maçainhas,Belmonte,Castelo Branco,1820.65,Maçainhas,312,71295.61901,80193.83266,1
050106,União das freguesias de Belmonte e Colmeal da Torre,Belmonte,Castelo Branco,3831.96,Belmonte e Colmeal da Torre,3543,67468.66431,76758.59092,1
050201,Alcains,Castelo Branco,Castelo Branco,3694.47,Alcains,4615,58257.60054,28200.70043,1
050202,Almaceda,Castelo Branco,Castelo Branco,7219.27,Almaceda,511,39850.87426,36278.49148,1
050203,Benquerenças,Castelo Branco,Castelo Branco,6103.14,Benquerenças,637,48658.31341,14875.22763,1
050205,Castelo Branco,Castelo Branco,Castelo Branco,17026.24,Castelo Branco,34455,56709.47894,17423.51825,1
050211,Lardosa,Castelo Branco,Castelo Branco,4447.14,Lardosa,888,60238.15671,35382.3514,1
050212,Louriçal do Campo,Castelo Branco,Castelo Branco,2230.56,Louriçal do Campo,557,53293.86417,40230.5269,1
050214,Malpica do Tejo,Castelo Branco,Castelo Branco,24602.22,Malpica do Tejo,381,64287.0918,6736.426543,1
050216,Monforte da Beira,Castelo Branco,Castelo Branco,12035.46,Monforte da Beira,320,74472.99502,8471.363146,1
050220,Salgueiro do Campo,Castelo Branco,Castelo Branco,3033.86,Salgueiro do Campo,775,47579.96822,23453.68974,1
050221,Santo André das Tojeiras,Castelo Branco,Castelo Branco,7487.41,Santo André das Tojeiras,588,36302.37976,12994.3101,1
050222,São Vicente da Beira,Castelo Branco,Castelo Branco,10000.26,São Vicente da Beira,961,46155.23365,40466.01473,1
050223,Sarzedas,Castelo Branco,Castelo Branco,17204.9,Sarzedas,1017,37987.59422,22435.57233,1
050225,Tinalhas,Castelo Branco,Castelo Branco,1619.49,Tinalhas,513,51268.38922,31663.19153,1
050226,União das freguesias de Cebolais de Cima e Retaxo,Castelo Branco,Castelo Branco,2512.61,Cebolais de Cima e Retaxo,1609,48576.78675,9792.059583,1
050227,União das freguesias de Escalos de Baixo e Mata,Castelo Branco,Castelo Branco,7007.65,Escalos de Baixo e Mata,1038,65161.34309,23028.2411,1
050228,União das freguesias de Escalos de Cima e Lousa,Castelo Branco,Castelo Branco,5123.55,Escalos de Cima e Lousa,1256,64781.83297,30320.01118,1
050229,União das freguesias de Freixial e Juncal do Campo,Castelo Branco,Castelo Branco,4066.76,Freixial e Juncal do Campo,668,46390.33166,28144.75808,1
050230,União das freguesias de Ninho do Açor e Sobral do Campo,Castelo Branco,Castelo Branco,4296.92,Ninho do Açor e Sobral do Campo,622,48700.43573,34779.98019,1
050231,União das freguesias de Póvoa de Rio de Moinhos e Cafede,Castelo Branco,Castelo Branco,4107.25,Póvoa de Rio de Moinhos e Cafede,861,53713.63917,29616.93664,1
050302,Aldeia de São Francisco de Assis,Covilhã,Castelo Branco,1607.84,Aldeia de São Francisco de Assis,489,33718.11941,53165.77365,1
050305,Boidobra,Covilhã,Castelo Branco,1626,Boidobra,3167,56226.19661,66245.81447,1
050308,Cortes do Meio,Covilhã,Castelo Branco,4740.23,Cortes do Meio,746,47884.30858,67023.06891,1
050309,Dominguizo,Covilhã,Castelo Branco,494.9,Dominguizo,1018,51644.23841,60492.70692,1
050310,Erada,Covilhã,Castelo Branco,4339.52,Erada,575,38902.93555,63586.06302,1
050311,Ferro,Covilhã,Castelo Branco,3075.91,Ferro,1554,58130.79653,63451.42532,1
050312,Orjais,Covilhã,Castelo Branco,1889.78,Orjais,663,61315.00453,74446.3134,1
050314,Paul,Covilhã,Castelo Branco,2399.21,Paul,1363,42950.28191,59739.43404,1
050315,Peraboa,Covilhã,Castelo Branco,2720.12,Peraboa,817,62467.12394,66217.09652,1
050318,São Jorge da Beira,Covilhã,Castelo Branco,2305.08,São Jorge da Beira,504,30832.73961,56596.39079,1
050322,Sobral de São Miguel,Covilhã,Castelo Branco,2393.52,Sobral de São Miguel,294,32374.80332,60646.13928,1
050324,Tortosendo,Covilhã,Castelo Branco,1775.06,Tortosendo,5216,52041.4713,63107.7611,1
050325,Unhais da Serra,Covilhã,Castelo Branco,2993.08,Unhais da Serra,1048,44144.48623,68382.70286,1
050327,Verdelhos,Covilhã,Castelo Branco,3649.26,Verdelhos,500,54867.94944,77156.34322,1
050332,União das freguesias de Barco e Coutada,Covilhã,Castelo Branco,2402.55,Barco e Coutada,723,45310.63671,57085.07711,1
050333,União das freguesias de Cantar-Galo e Vila do Carvalho,Covilhã,Castelo Branco,1580.06,Cantar-Galo e Vila do Carvalho,3212,53256.7782,71218.8995,1
050334,União das freguesias de Casegas e Ourondo,Covilhã,Castelo Branco,4824.66,Casegas e Ourondo,598,37514.38636,56986.67754,1
050335,União das freguesias de Covilhã e Canhoso,Covilhã,Castelo Branco,2594.95,Covilhã e Canhoso,18220,54054.52257,68123.36729,1
050336,União das freguesias de Peso e Vales do Rio,Covilhã,Castelo Branco,1588.97,Peso e Vales do Rio,1256,48578.4414,60237.75357,1
050337,União das freguesias de Teixoso e Sarzedo,Covilhã,Castelo Branco,4669.33,Teixoso e Sarzedo,3876,59053.09774,73687.64803,1
050338,União das freguesias de Vale Formoso e Aldeia do Souto,Covilhã,Castelo Branco,1890.02,Vale Formoso e Aldeia do Souto,616,63871.76115,78183.16433,1
050401,Alcaide,Fundão,Castelo Branco,1671.51,Alcaide,583,60353.46594,51614.37549,1
050402,Alcaria,Fundão,Castelo Branco,2148.14,Alcaria,1101,52788.21955,58522.09524,1
050403,Alcongosta,Fundão,Castelo Branco,731.05,Alcongosta,416,54833.50774,49642.49619,1
050406,Alpedrinha,Fundão,Castelo Branco,1618.69,Alpedrinha,930,58292.51981,47131.65023,1
050408,Barroca,Fundão,Castelo Branco,2309.87,Barroca,378,35703.1622,48944.60726,1
