DICOFRE,Freguesia,Concelho,Distrito,Area_ha,Des_Simpli,População,X,Y,Meridian
160124,Paçô,Arcos de Valdevez,Viana do Castelo,460.27,Paçô,970,-23236.70475,239120.8898,0
160125,Padroso,Arcos de Valdevez,Viana do Castelo,793.24,Padroso,197,-29743.02144,252777.6091,-1
160128,Prozelo,Arcos de Valdevez,Viana do Castelo,395.59,Prozelo,815,-25200.53667,244153.2569,-1
160130,Rio Frio,Arcos de Valdevez,Viana do Castelo,1928.3,Rio Frio,536,-28886.34268,243229.6036,-1
160131,Rio de Moinhos,Arcos de Valdevez,Viana do Castelo,359.13,Rio de Moinhos,433,-26784.13824,246564.7879,-1
160133,Sabadim,Arcos de Valdevez,Viana do Castelo,833.02,Sabadim,410,-27573.99831,248649.9485,-1
160142,Jolda (São Paio),Arcos de Valdevez,Viana do Castelo,169.99,Jolda (São Paio),316,-30208.53541,236291.3054,-1
160144,Senharei,Arcos de Valdevez,Viana do Castelo,752.98,Senharei,164,-29115.89149,246261.4753,-1
160145,Sistelo,Arcos de Valdevez,Viana do Castelo,2623.28,Sistelo,199,-17815.02529,256013.5068,0
160146,Soajo,Arcos de Valdevez,Viana do Castelo,5910.09,Soajo,670,-10699.26014,247096.6856,0
160149,Vale,Arcos de Valdevez,Viana do Castelo,1511.59,Vale,662,-18890.5717,242091.8558,0
160152,União das freguesias de Alvora e Loureda,Arcos de Valdevez,Viana do Castelo,1024.04,Alvora e Loureda,378,-24841.75002,253921.1141,0
160153,União das freguesias de Arcos de Valdevez (São Paio) e Giela,Arcos de Valdevez,Viana do Castelo,552.03,Arcos de Valdevez (São Paio) e Giela,1676,-22770.996,241989.8853,0
160154,União das freguesias de Arcos de Valdevez (Salvador), Vila Fonche e Parada,Arcos de Valdevez,Viana do Castelo,527.22,Salvador, Vila Fonche e Parada,2754,-25063.90567,242216.6729,-1
160155,União das freguesias de Eiras e Mei,Arcos de Valdevez,Viana do Castelo,600.3,Eiras e Mei,322,-28213.36827,250823.2687,-1
160156,União das freguesias de Grade e Carralcova,Arcos de Valdevez,Viana do Castelo,1395.39,Grade e Carralcova,450,-19099.51906,246554.1154,0
160157,União das freguesias de Guilhadeses e Santar,Arcos de Valdevez,Viana do Castelo,390.95,Guilhadeses e Santar,1172,-24471.03887,240096.7253,0
160158,União das freguesias de Jolda (Madalena) e Rio Cabrão,Arcos de Valdevez,Viana do Castelo,423.25,Jolda (Madalena) e Rio Cabrão,421,-31028.46374,237424.2186,-1
160159,União das freguesias de Padreiro (Salvador e Santa Cristina),Arcos de Valdevez,Viana do Castelo,442.51,Padreiro (Salvador e Santa Cristina),349,-29132.68055,238823.7579,-1
160160,União das freguesias de Portela e Extremo,Arcos de Valdevez,Viana do Castelo,1160.93,Portela e Extremo,323,-27320.91026,254268.5073,-1
160161,União das freguesias de São Jorge e Ermelo,Arcos de Valdevez,Viana do Castelo,2418.44,São Jorge e Ermelo,713,-16489.22284,240838.7469,0
160162,União das freguesias de Souto e Tabaçô,Arcos de Valdevez,Viana do Castelo,500.51,Souto e Tabaçô,913,-25637.10602,238859.4282,-1
160163,União das freguesias de Távora (Santa Maria e São Vicente),Arcos de Valdevez,Viana do Castelo,673.72,Távora (Santa Maria e São Vicente),848,-27696.22639,238868.7928,-1
160164,União das freguesias de Vilela, São Cosme e São Damião e Sá,Arcos de Valdevez,Viana do Castelo,895.41,Vilela, São Cosme e São Damião e Sá,476,-24527.31129,249710.9802,0
160201,Âncora,Caminha,Viana do Castelo,541.73,Âncora,1186,-59826.85991,236579.7763,-1
160205,Argela,Caminha,Viana do Castelo,1079.63,Argela,375,-53844.07668,243907.0632,-1
160209,Dem,Caminha,Viana do Castelo,643.16,Dem,309,-52542.80502,241100.9246,-1
160211,Lanhelas,Caminha,Viana do Castelo,503.7,Lanhelas,897,-54512.66555,248738.9991,-1
160214,Riba de Âncora,Caminha,Viana do Castelo,854.2,Riba de Âncora,680,-56376.71902,238647.9414,-1
160215,Seixas,Caminha,Viana do Castelo,833.31,Seixas,1413,-57071.81327,247166.8052,-1
160217,Vila Praia de Âncora,Caminha,Viana do Castelo,837.28,Vila Praia de Âncora,4623,-59815.15999,239287.5577,-1
160218,Vilar de Mouros,Caminha,Viana do Castelo,1037.72,Vilar de Mouros,725,-54283.12472,246219.4179,-1
160220,Vile,Caminha,Viana do Castelo,279.93,Vile,288,-58048.98658,239139.4586,-1
160221,União das freguesias de Arga (Baixo, Cima e São João),Caminha,Viana do Castelo,3087.87,Arga (Baixo, Cima e São João),159,-48715.73471,241900.4132,-1
160222,União das freguesias de Caminha (Matriz) e Vilarelho,Caminha,Viana do Castelo,673.73,Caminha (Matriz) e Vilarelho,2373,-58639.60332,244474.1262,-1
160223,União das freguesias de Gondar e Orbacém,Caminha,Viana do Castelo,1106.42,Gondar e Orbacém,398,-53564.7051,238812.5604,-1
160224,União das freguesias de Moledo e Cristelo,Caminha,Viana do Castelo,1035.73,Moledo e Cristelo,1490,-59992.8949,242227.5578,-1
160225,União das freguesias de Venade e Azevedo,Caminha,Viana do Castelo,1137.73,Venade e Azevedo,881,-56466.84839,242198.3648,-1
160301,Alvaredo,Melgaço,Viana do Castelo,436.41,Alvaredo,492,-14275.11232,269525.4506,0
160304,Cousso,Melgaço,Viana do Castelo,723.48,Cousso,239,-13617.99061,265212.693,0
160305,Cristoval,Melgaço,Viana do Castelo,555.69,Cristoval,422,-5571.882109,273171.9279,0
160307,Fiães,Melgaço,Viana do Castelo,1121.27,Fiães,146,-5759.435542,269470.9343,0
160308,Gave,Melgaço,Viana do Castelo,1863.93,Gave,180,-12628.77129,260686.4919,0
160311,Paderne,Melgaço,Viana do Castelo,1285.02,Paderne,1030,-12032.23166,268065.551,0
160313,Penso,Melgaço,Viana do Castelo,885.4,Penso,445,-15227.21305,267457.1064,0
160317,São Paio,Melgaço,Viana do Castelo,995.17,São Paio,535,-8989.704121,268270.4855,0
160319,União das freguesias de Castro Laboreiro e Lamas de Mouro,Melgaço,Viana do Castelo,10608.85,Castro Laboreiro e Lamas de Mouro,503,-2080.846486,261575.3312,0
160320,União das freguesias de Chaviães e Paços,Melgaço,Viana do Castelo,847.9,Chaviães e Paços,559,-7958.628263,273238.9598,0
160321,União das freguesias de Parada do Monte e Cubalhão,Melgaço,Viana do Castelo,2983.85,Parada do Monte e Cubalhão,477,-9408.702237,263312.1859,0
160322,União das freguesias de Prado e Remoães,Melgaço,Viana do Castelo,366.75,Prado e Remoães,445,-11733.26561,271319.9911,0
160323,União das freguesias de Vila e Roussas,Melgaço,Viana do Castelo,1150.87,Vila e Roussas,2300,-8591.213756,270284.9402,0
160401,Abedim,Monção,Viana do Castelo,772.1,Abedim,191,-31599.99269,256855.2074,-1
160404,Barbeita,Monção,Viana do Castelo,688.33,Barbeita,923,-22340.17952,266032.9293,0
160405,Barroças e Taias,Monção,Viana do Castelo,271.94,Barroças e Taias,279,-30587.26579,258943.9289,-1
160406,Bela,Monção,Viana do Castelo,379.22,Bela,596,-24389.33609,266306.7649,0
160407,Cambeses,Monção,Viana do Castelo,401.69,Cambeses,496,-28115.79716,263621.4224,-1
160410,Lara,Monção,Viana do Castelo,492.98,Lara,255,-32720.29661,263510.8207,-1
160411,Longos Vales,Monção,Viana do Castelo,1399.64,Longos Vales,863,-24976.05679,264020.8868,0
160415,Merufe,Monção,Viana do Castelo,2851.02,Merufe,864,-21715.17661,259750.6182,0
160418,Moreira,Monção,Viana do Castelo,372.77,Moreira,572,-29315.78288,261659.7519,-1
160420,Pias,Monção,Viana do Castelo,1112.11,Pias,763,-31643.60511,260559.6392,-1
160421,Pinheiros,Monção,Viana do Castelo,213.26,Pinheiros,319,-30608.58942,263303.8428,-1
160422,Podame,Monção,Viana do Castelo,364.9,Podame,265,-19771.04538,263218.6873,0
160423,Portela,Monção,Viana do Castelo,811.76,Portela,202,-28964.5348,257214.8857,-1
160424,Riba de Mouro,Monção,Viana do Castelo,1404.56,Riba de Mouro,802,-15567.46523,262477.1397,0
160427,Segude,Monção,Viana do Castelo,236.85,Segude,320,-20821.52752,264367.183,0
160428,Tangil,Monção,Viana do Castelo,2288.15,Tangil,629,-17491.71993,260386.5515,0
160431,Trute,Monção,Viana do Castelo,601.8,Trute,246,-27800.55773,259923.5114,-1
160434,União das freguesias de Anhões e Luzio,Monção,Viana do Castelo,1437.74,Anhões e Luzio,196,-25574.18236,257741.1688,-1
160435,União das freguesias de Ceivães e Badim,Monção,Viana do Castelo,894.78,Ceivães e Badim,553,-19368.72976,265731.471,0
160436,União das freguesias de Mazedo e Cortes,Monção,Viana do Castelo,1213.12,Mazedo e Cortes,3817,-30264.54117,265832.3778,-1
160437,União das freguesias de Messegães, Valadares e Sá,Monção,Viana do Castelo,824.88,Messegães, Valadares e Sá,553,-18344.45972,267392.633,0
160438,União das freguesias de Monção e Troviscoso,Monção,Viana do Castelo,867.61,Monção e Troviscoso,3277,-27478.92927,266847.5134,-1
160439,União das freguesias de Sago, Lordelo e Parada,Monção,Viana do Castelo,833.37,Sago, Lordelo e Parada,381,-26417.38769,261601.4996,-1
160440,União das freguesias de Troporiz e Lapela,Monção,Viana do Castelo,396.29,Troporiz e Lapela,454,-32397.11308,265035.8605,-1
160501,Agualonga,Paredes de Coura,Viana do Castelo,532.29,Agualonga,263,-40000.76791,245441.6693,-1
160503,Castanheira,Paredes de Coura,Viana do Castelo,776.45,Castanheira,637,-34521.73045,246237.5532,-1
160505,Coura,Paredes de Coura,Viana do Castelo,658.75,Coura,330,-43128.85153,245432.9793,-1
160510,Infesta,Paredes de Coura,Viana do Castelo,588.96,Infesta,413,-38106.07999,248360.1963,-1
160513,Mozelos,Paredes de Coura,Viana do Castelo,336.03,Mozelos,343,-34889.6294,251251.8945,-1
160514,Padornelo,Paredes de Coura,Viana do Castelo,666.06,Padornelo,412,-33025.49524,251330.4229,-1
160515,Parada,Paredes de Coura,Viana do Castelo,590.07,Parada,278,-31695.10344,249880.8322,-1
160519,Romarigães,Paredes de Coura,Viana do Castelo,713.25,Romarigães,224,-41011.4042,243589.406,-1
160520,Rubiães,Paredes de Coura,Viana do Castelo,908.17,Rubiães,493,-41224.40804,247627.4241,-1
160521,Vascões,Paredes de Coura,Viana do Castelo,621.81,Vascões,218,-30721.84511,248097.3495,-1
160522,União das freguesias de Bico e Cristelo,Paredes de Coura,Viana do Castelo,1168.04,Bico e Cristelo,734,-32735.34054,246166.9234,-1
160523,União das freguesias de Cossourado e Linhares,Paredes de Coura,Viana do Castelo,963.82,Cossourado e Linhares,509,-40515.34261,250648.5207,-1
160524,União das freguesias de Formariz e Ferreira,Paredes de Coura,Viana do Castelo,1953.94,Formariz e Ferreira,915,-37160.31539,252217.0606,-1
160525,União das freguesias de Insalde e Porreiras,Paredes de Coura,Viana do Castelo,1759.29,Insalde e Porreiras,393,-33059.32878,254355.3109,-1
160526,União das freguesias de Paredes de Coura e Resende,Paredes de Coura,Viana do Castelo,584.06,Paredes de Coura e Resende,2011,-35550.7108,248569.7015,-1
160601,Azias,Ponte da Barca,Viana do Castelo,844.14,Azias,303,-17614.58394,233656.1892,0
160603,Bravães,Ponte da Barca,Viana do Castelo,417.16,Bravães,600,-26192.93381,235775.193,-1
160604,Britelo,Ponte da Barca,Viana do Castelo,1289.98,Britelo,379,-11581.3148,241408.1672,0
160606,Cuide de Vila Verde,Ponte da Barca,Viana do Castelo,381.98,Cuide de Vila Verde,311,-22433.25086,233595.4616,0
160611,Lavradas,Ponte da Barca,Viana do Castelo,675.56,Lavradas,826,-27585.69235,234901.0081,-1
160612,Lindoso,Ponte da Barca,Viana do Castelo,4603.26,Lindoso,373,-5767.641746,241380.8194,0
160613,Nogueira,Ponte da Barca,Viana do Castelo,199.35,Nogueira,374,-23979.70346,235489.9618,0
160614,Oleiros,Ponte da Barca,Viana do Castelo,341.02,Oleiros,447,-24846.48591,236539.9898,0
160619,Sampriz,Ponte da Barca,Viana do Castelo,655.79,Sampriz,307,-20695.54689,234552.1154,0
160623,Vade (São Pedro),Ponte da Barca,Viana do Castelo,265.41,Vade (São Pedro),240,-23469.69161,232949.6547,0
160624,Vade (São Tomé),Ponte da Barca,Viana do Castelo,157.21,Vade (São Tomé),295,-22678.80292,234922.0679,0
160627,União das freguesias de Entre Ambos-os-Rios, Ermida e Germil,Ponte da Barca,Viana do Castelo,3867.16,Entre Ambos-os-Rios, Ermida e Germil,498,-11438.25708,237445.043,0
160628,União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães,Ponte da Barca,Viana do Castelo,883.55,Ponte da Barca, V. N. Muía, Paço Vedro Magalhães,4192,-21836.89038,236928.7971,0
160629,União das freguesias de Touvedo (São Lourenço e Salvador),Ponte da Barca,Viana do Castelo,609.06,Touvedo (São Lourenço e Salvador),327,-18883.20681,236693.9041,0
160630,União das freguesias de Vila Chã (São João Baptista e Santiago),Ponte da Barca,Viana do Castelo,1675.93,Vila Chã (São João Baptista e Santiago),540,-15663.92812,235608.4941,0
160701,Anais,Ponte de Lima,Viana do Castelo,806.3,Anais,1027,-32994.73609,225575.3092,-1
160703,São Pedro d'Arcos,Ponte de Lima,Viana do Castelo,1505.32,São Pedro d'Arcos,602,-44588.53507,233638.843,-1
160704,Arcozelo,Ponte de Lima,Viana do Castelo,1207.57,Arcozelo,3562,-38619.5195,235836.3585,-1
160708,Bertiandos,Ponte de Lima,Viana do Castelo,226.68,Bertiandos,360,-41408.08056,232427.3105,-1
160710,Brandara,Ponte de Lima,Viana do Castelo,257.69,Brandara,420,-36429.80846,235705.7298,-1
160713,Calheiros,Ponte de Lima,Viana do Castelo,849.93,Calheiros,930,-36091.12741,238233.9019,-1
160714,Calvelo,Ponte de Lima,Viana do Castelo,526.42,Calvelo,617,-34680.93274,223269.1575,-1
160716,Correlhã,Ponte de Lima,Viana do Castelo,865.54,Correlhã,2787,-39874.04952,231104.3061,-1
160717,Estorãos,Ponte de Lima,Viana do Castelo,1620.94,Estorãos,408,-44037.75324,236881.8129,-1
160718,Facha,Ponte de Lima,Viana do Castelo,1530.77,Facha,1390,-40860.47243,227074.7821,-1
160719,Feitosa,Ponte de Lima,Viana do Castelo,269.38,Feitosa,1865,-37529.65904,231315.378,-1
160721,Fontão,Ponte de Lima,Viana do Castelo,482.54,Fontão,1090,-43472.47058,230892.2919,-1
160724,Friastelas,Ponte de Lima,Viana do Castelo,391.99,Friastelas,430,-37004.71543,222969.6941,-1
160734,Poiares,Ponte de Lima,Viana do Castelo,744.01,Poiares,737,-41392.07077,221503.9882,-1
160737,Refóios do Lima,Ponte de Lima,Viana do Castelo,1644.73,Refóios do Lima,1978,-33831.42025,236873.5587,-1
160740,Sá,Ponte de Lima,Viana do Castelo,279.82,Sá,343,-40371.03166,234065.3686,-1
160742,Santa Comba,Ponte de Lima,Viana do Castelo,149.91,Santa Comba,591,-39730.27142,233192.5975,-1
160743,Santa Cruz do Lima,Ponte de Lima,Viana do Castelo,223.34,Santa Cruz do Lima,401,-29014.65759,235298.885,-1
160744,Rebordões (Santa Maria),Ponte de Lima,Viana do Castelo,707.3,Rebordões (Santa Maria),969,-37516.22979,228540.0087,-1
160745,Seara,Ponte de Lima,Viana do Castelo,363.47,Seara,694,-39948.57952,229338.0041,-1
160747,Rebordões (Souto),Ponte de Lima,Viana do Castelo,740.94,Rebordões (Souto),1011,-35528.43442,227800.9133,-1
160750,Vitorino das Donas,Ponte de Lima,Viana do Castelo,446.53,Vitorino das Donas,979,-42862.31341,229281.2917,-1
160752,Arca e Ponte de Lima,Ponte de Lima,Viana do Castelo,400.6,Arca e Ponte de Lima,3925,-36937.15628,232549.4303,-1
160753,Ardegão, Freixo e Mato,Ponte de Lima,Viana do Castelo,1071.75,Ardegão, Freixo e Mato,1551,-37909.50108,220834.9593,-1
160754,Associação de freguesias do Vale do Neiva,Ponte de Lima,Viana do Castelo,1027.32,Associação de freguesias do Vale do Neiva,903,-35269.49969,219558.9343,-1
160755,Bárrio e Cepões,Ponte de Lima,Viana do Castelo,971.23,Bárrio e Cepões,786,-36693.62449,240413.1441,-1
160756,Cabaços e Fojo Lobal,Ponte de Lima,Viana do Castelo,926.55,Cabaços e Fojo Lobal,818,-36733.51689,225212.727,-1
160757,Cabração e Moreira do Lima,Ponte de Lima,Viana do Castelo,2734.02,Cabração e Moreira do Lima,899,-42160.52203,239252.6413,-1
160758,Fornelos e Queijada,Ponte de Lima,Viana do Castelo,1301.14,Fornelos e Queijada,1869,-33897.28612,229284.653,-1
160760,Navió e Vitorino dos Piães,Ponte de Lima,Viana do Castelo,1360.31,Navió e Vitorino dos Piães,1544,-40291.61003,223612.1994,-1
160802,Boivão,Valença,Viana do Castelo,796.58,Boivão,185,-33890.56052,259060.7488,-1
160803,Cerdal,Valença,Viana do Castelo,1877.7,Cerdal,1550,-39533.19257,256163.0994,-1
160805,Fontoura,Valença,Viana do Castelo,916.81,Fontoura,685,-41375.89447,253920.5538,-1
160806,Friestas,Valença,Viana do Castelo,414.77,Friestas,513,-35527.7258,264119.9754,-1
160808,Ganfei,Valença,Viana do Castelo,947.22,Ganfei,1207,-39869.20743,263171.948,-1
160812,São Pedro da Torre,Valença,Viana do Castelo,779.09,São Pedro da Torre,1243,-43890.81047,257464.8291,-1
160816,Verdoejo,Valença,Viana do Castelo,423.38,Verdoejo,573,-37876.6963,264113.5331,-1
160817,União das freguesias de Gandra e Taião,Valença,Viana do Castelo,2018.72,Gandra e Taião,1391,-38788.10257,259035.0467,-1
160818,União das freguesias de Gondomil e Sanfins,Valença,Viana do Castelo,1771.65,Gondomil e Sanfins,418,-35824.4053,261165.1534,-1
160819,União das freguesias de São Julião e Silva,Valença,Viana do Castelo,818.18,São Julião e Silva,600,-43300.075,253356.4263,-1
160820,União das freguesias de Valença, Cristelo Covo e Arão,Valença,Viana do Castelo,948.77,Valença, Cristelo Covo e Arão,5258,-42347.53678,261088.0868,-1
160901,Afife,Viana do Castelo,Viana do Castelo,1302.84,Afife,1519,-59261.16814,234064.7781,-1
160902,Alvarães,Viana do Castelo,Viana do Castelo,910.69,Alvarães,2462,-51112.05978,218787.068,-1
160903,Amonde,Viana do Castelo,Viana do Castelo,624.54,Amonde,231,-52188.0954,235060.3239,-1
160904,Anha,Viana do Castelo,Viana do Castelo,940.05,Anha,2257,-55886.37654,221828.1931,-1
160905,Areosa,Viana do Castelo,Viana do Castelo,1411.18,Areosa,4698,-58908.25746,228406.6726,-1
160908,Carreço,Viana do Castelo,Viana do Castelo,1420.46,Carreço,1737,-59892.75169,231286.3501,-1
160910,Castelo do Neiva,Viana do Castelo,Viana do Castelo,694.49,Castelo do Neiva,2719,-55554.26521,217132.4923,-1
160911,Darque,Viana do Castelo,Viana do Castelo,901.49,Darque,8002,-55747.26239,223956.9439,-1
160914,Freixieiro de Soutelo,Viana do Castelo,Viana do Castelo,1177.57,Freixieiro de Soutelo,465,-56215.2046,236026.2284,-1
160915,Lanheses,Viana do Castelo,Viana do Castelo,959.57,Lanheses,1517,-46065.79578,230928.517,-1
160920,Montaria,Viana do Castelo,Viana do Castelo,2243.14,Montaria,450,-49434.49495,237317.5182,-1
160922,Mujães,Viana do Castelo,Viana do Castelo,489.86,Mujães,1422,-47686.96185,221325.5206,-1
160923,São Romão de Neiva,Viana do Castelo,Viana do Castelo,702.33,São Romão de Neiva,1048,-53478.83136,217981.4768,-1
160925,Outeiro,Viana do Castelo,Viana do Castelo,1882.57,Outeiro,1060,-54473.96522,232604.0764,-1
160926,Perre,Viana do Castelo,Viana do Castelo,1308.82,Perre,2772,-54276.9156,229431.5153,-1
160928,Santa Marta de Portuzelo,Viana do Castelo,Viana do Castelo,741.22,Santa Marta de Portuzelo,3901,-53051.1725,227106.6081,-1
160935,Vila Franca,Viana do Castelo,Viana do Castelo,714.6,Vila Franca,1686,-50913.02719,223972.6684,-1
160938,Vila de Punhe,Viana do Castelo,Viana do Castelo,602.67,Vila de Punhe,2064,-49721.79323,220934.6485,-1
160940,Chafé,Viana do Castelo,Viana do Castelo,785.09,Chafé,3447,-55476.55203,219828.9454,-1
160941,União das freguesias de Barroselas e Carvoeiro,Viana do Castelo,Viana do Castelo,1867.54,Barroselas e Carvoeiro,4701,-45012.79036,220655.3772,-1
160942,União das freguesias de Cardielos e Serreleis,Viana do Castelo,Viana do Castelo,768.1,Cardielos e Serreleis,2150,-50870.76713,227146.5828,-1
160943,União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão,Viana do Castelo,Viana do Castelo,1906.06,Geraz do Lima (S. Maria, S. Leocádia, Moreira), Deão,3044,-45132.80347,226257.54,-1
160944,União das freguesias de Mazarefes e Vila Fria,Viana do Castelo,Viana do Castelo,1028.1,Mazarefes e Vila Fria,2494,-52476.06744,222388.3057,-1
160945,União das freguesias de Nogueira, Meixedo e Vilar de Murteda,Viana do Castelo,Viana do Castelo,2740.94,Nogueira, Meixedo e Vilar de Murteda,1433,-49264.86025,232111.2564,-1
160946,União das freguesias de Subportela, Deocriste e Portela Susã,Viana do Castelo,Viana do Castelo,1710.15,Subportela, Deocriste e Portela Susã,2250,-47662.58346,224108.4708,-1
160947,União das freguesias de Torre e Vila Mou,Viana do Castelo,Viana do Castelo,635.45,Torre e Vila Mou,1092,-47932.4801,228483.4061,-1
160948,União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,Viana do Castelo,Viana do Castelo,1432.49,Santa Maria Maior e Monserrate e Meadela,25157,-56883.23452,226277.2717,-1
161003,Cornes,Vila Nova de Cerveira,Viana do Castelo,615.65,Cornes,489,-45144.46905,253383.5028,-1
161004,Covas,Vila Nova de Cerveira,Viana do Castelo,2860.41,Covas,603,-46727.56697,245735.2414,-1
161006,Gondarém,Vila Nova de Cerveira,Viana do Castelo,686.22,Gondarém,909,-51614.20587,249970.4269,-1
161007,Loivo,Vila Nova de Cerveira,Viana do Castelo,514.64,Loivo,834,-49885.45854,251054.7922,-1
161009,Mentrestido,Vila Nova de Cerveira,Viana do Castelo,470.4,Mentrestido,273,-44333.35562,248005.7538,-1
161012,Sapardos,Vila Nova de Cerveira,Viana do Castelo,671.56,Sapardos,330,-43236.81805,250163.8903,-1
161013,Sopo,Vila Nova de Cerveira,Viana do Castelo,1482.04,Sopo,497,-50576.90399,247962.8512,-1
161016,União das freguesias de Campos e Vila Meã,Vila Nova de Cerveira,Viana do Castelo,875.8,Campos e Vila Meã,1751,-46724.10993,256286.6233,-1
161017,União das freguesias de Candemil e Gondar,Vila Nova de Cerveira,Viana do Castelo,1081.66,Candemil e Gondar,313,-46250.18552,250949.7009,-1
161018,União das freguesias de Reboreda e Nogueira,Vila Nova de Cerveira,Viana do Castelo,898.18,Reboreda e Nogueira,1142,-48201.05601,254319.9206,-1
161019,União das freguesias de Vila Nova de Cerveira e Lovelhe,Vila Nova de Cerveira,Viana do Castelo,690.1,Vila Nova de Cerveira e Lovelhe,1780,-49882.95462,252988.655,-1
170101,Alijó,Alijó,Vila Real,2936.14,Alijó,2584,56350.35521,179659.5433,1
170107,Favaios,Alijó,Vila Real,2144.53,Favaios,937,52164.56811,176794.5734,1
170108,Pegarinhos,Alijó,Vila Real,1878.1,Pegarinhos,394,57562.65003,187684.6049,1
170109,Pinhão,Alijó,Vila Real,299.52,Pinhão,622,50329.06418,169065.0996,1
170112,Sanfins do Douro,Alijó,Vila Real,1709.1,Sanfins do Douro,1256,50686.59377,180510.6431,1
170113,Santa Eugénia,Alijó,Vila Real,914.3,Santa Eugénia,278,60501.26702,186438.6536,1
170114,São Mamede de Ribatua,Alijó,Vila Real,2010.88,São Mamede de Ribatua,586,59459.28931,176327.7901,1
170116,Vila Chã,Alijó,Vila Real,2022.67,Vila Chã,445,54155.31151,184203.7947,1
170117,Vila Verde,Alijó,Vila Real,4208.69,Vila Verde,547,47956.65081,189373.5505,1
170118,Vilar de Maçada,Alijó,Vila Real,2019.48,Vilar de Maçada,816,49293.283,184055.0821,1
170120,União das freguesias de Carlão e Amieiro,Alijó,Vila Real,3300.73,Carlão e Amieiro,627,60848.0658,182391.266,1
170121,União das freguesias de Castedo e Cotas,Alijó,Vila Real,2891.09,Castedo e Cotas,536,55189.41564,172847.7071,1
170122,União das freguesias de Pópulo e Ribalonga,Alijó,Vila Real,2130.3,Pópulo e Ribalonga,409,53421.5865,188559.8565,1
170123,União das freguesias de Vale de Mendiz, Casal de Loivos e Vilarinho de Cotas,Alijó,Vila Real,1294.35,Vale Mendiz, Casal Loivos, Vilarinho Cotas,449,50762.62246,172140.4393,1
170203,Beça,Boticas,Vila Real,2985.88,Beça,778,34772.45533,225077.7963,1
170208,Covas do Barroso,Boticas,Vila Real,2957.76,Covas do Barroso,191,28470.30747,217219.3402,1
170210,Dornelas,Boticas,Vila Real,3657.68,Dornelas,274,23727.44619,218480.603,0
170213,Pinho,Boticas,Vila Real,2236.95,Pinho,328,41787.84443,221168.3317,1
170215,Sapiãos,Boticas,Vila Real,2110,Sapiãos,397,42950.72166,227206.0987,1
170217,Alturas do Barroso e Cerdedo,Boticas,Vila Real,5663.98,Alturas do Barroso e Cerdedo,389,24356.43889,224356.0652,0
170218,Ardãos e Bobadela,Boticas,Vila Real,3712.25,Ardãos e Bobadela,463,43450.80089,231609.0148,1
170219,Boticas e Granja,Boticas,Vila Real,2266.5,Boticas e Granja,1540,39243.90366,225075.288,1
170220,Codessoso, Curros e Fiães do Tâmega,Boticas,Vila Real,3516.7,Codessoso, Curros e Fiães do Tâmega,257,36266.12467,217830.5522,1
170221,Vilar e Viveiro,Boticas,Vila Real,3087.96,Vilar e Viveiro,383,30803.85189,222142.3048,1
170301,Águas Frias,Chaves,Vila Real,2877.58,Águas Frias,607,64326.87267,233022.141,1
170302,Anelhe,Chaves,Vila Real,1248.51,Anelhe,444,45704.70555,224165.8361,1
170305,Bustelo,Chaves,Vila Real,935.14,Bustelo,449,53835.47674,235776.8453,1
170309,Cimo de Vila da Castanheira,Chaves,Vila Real,1641.66,Cimo de Vila da Castanheira,338,71907.85464,237330.4829,1
170310,Curalha,Chaves,Vila Real,782.16,Curalha,416,50604.86911,227920.801,1
170312,Ervededo,Chaves,Vila Real,2020.79,Ervededo,595,51611.9332,239137.4893,1
170313,Faiões,Chaves,Vila Real,808.69,Faiões,831,58691.49829,231197.0409,1
170314,Lama de Arcos,Chaves,Vila Real,1369.33,Lama de Arcos,291,62101.14386,239648.9551,1
170316,Mairos,Chaves,Vila Real,1166.78,Mairos,271,65637.14137,240135.0687,1
170317,Moreiras,Chaves,Vila Real,923.16,Moreiras,216,54585.65223,219774.3723,1
170318,Nogueira da Montanha,Chaves,Vila Real,1666.57,Nogueira da Montanha,461,57494.23477,222590.9511,1
170320,Oura,Chaves,Vila Real,1450.73,Oura,515,47497.15955,216717.259,1
170321,Outeiro Seco,Chaves,Vila Real,1520.67,Outeiro Seco,849,56665.5132,235142.1726,1
170322,Paradela,Chaves,Vila Real,821.54,Paradela,216,65951.29781,237400.3053,1
170324,Redondelo,Chaves,Vila Real,1870.56,Redondelo,455,47768.63529,227815.7864,1
170327,Sanfins,Chaves,Vila Real,1769.13,Sanfins,200,75287.99334,235892.8681,2
170329,Santa Leocádia,Chaves,Vila Real,1310.43,Santa Leocádia,254,55315.17345,216901.1119,1
170330,Santo António de Monforte,Chaves,Vila Real,1177.64,Santo António de Monforte,397,62807.82803,236227.7001,1
170331,Santo Estêvão,Chaves,Vila Real,867.35,Santo Estêvão,543,59692.42776,233186.2559,1
170333,São Pedro de Agostém,Chaves,Vila Real,2670.43,São Pedro de Agostém,1323,52956.96086,224407.9362,1
170334,São Vicente,Chaves,Vila Real,3125.79,São Vicente,185,74690.53593,242221.9754,1
170340,Tronco,Chaves,Vila Real,854.24,Tronco,202,69667.65525,234840.2642,1
